hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,rail_length_in_cell_km_1885,rail_segments_hitting_cell_1885,x_min,x_max,y_min,y_max
K000000234,Kreiskrankenhaus Osterholz,8.7928,53.2338,Am Krankenhaus 4,27711,Osterholz-Scharmbeck,Niedersachsen,"Kreiskrankenhaus Osterholz, Am Krankenhaus 4, 27711 Osterholz-Scharmbeck",Niedersachsen,4240388.18363239,3347962.1551570315,20000,41.95054584028315,4,4230388.18363239,4250388.18363239,3337962.1551570315,3357962.1551570315
K000000235,Capio Krankenhaus Land Hadeln,8.8897,53.8126,Große Ortstr. 85,21762,Otterndorf,Niedersachsen,"Capio Krankenhaus Land Hadeln, Große Ortstraße 85, 21762 Otterndorf",Niedersachsen,4247856.2602672605,3412262.8903903402,20000,21.85626171052185,1,4237856.2602672605,4257856.2602672605,3402262.8903903402,3422262.8903903402
K000000236,Ev. Krankenhaus Ginsterhof GmbH,9.935,53.4043,Metzendorfer Weg 21,21224,Rosengarten,Niedersachsen,"Ev. Krankenhaus Ginsterhof GmbH, Metzendorfer Weg 21, 21224 Rosengarten",Niedersachsen,4316676.515308887,3366267.345417943,20000,62.81323670271423,13,4306676.515308887,4326676.515308887,3356267.345417943,3376267.345417943
K000000237,AGAPLESION DIAKONIEKLINIKUM ROTENBURG gemeinnützige GmbH,9.4131,53.1073,Elise-Averdieck-Str. 17,27356,Rotenburg (Wümme),Niedersachsen,"AGAPLESION DIAKONIEKLINIKUM ROTENBURG gemeinnützige GmbH, Elise-Averdieck-Str. 17, 27356 Rotenburg (Wümme)",Niedersachsen,4281692.752351909,3333373.578303605,20000,63.670984059774476,4,4271692.752351909,4291692.752351909,3323373.578303605,3343373.578303605
K000000240,Heidekreis-Klinikum GmbH Krankenhaus Soltau,9.8559,52.9894,Oeninger Weg 30,29614,Soltau,Niedersachsen,"Heidekreis-Klinikum GmbH Krankenhaus Soltau, Oeninger Weg 30, 29614 Soltau",Niedersachsen,4311322.6214594655,3320104.389027617,20000,86.56189796644856,6,4301322.6214594655,4321322.6214594655,3310104.389027617,3330104.389027617
K000000241,Elbe Klinikum Stade,9.4433,53.5957,Bremervörder Str. 111,21682,Stade,Niedersachsen,"Elbe Klinikum Stade, Bremervörder Straße 111, 21682 Stade",Niedersachsen,4284136.886408808,3387706.49715848,20000,40.783403503504566,4,4274136.886408808,4294136.886408808,3377706.49715848,3397706.49715848
K000000243,"Aller-Weser-Klinik gGmbH, Krankenhaus Verden",9.2351,52.914,Eitzer Str. 20,27283,Verden (Aller),Niedersachsen,"Aller-Weser-Klinik gGmbH, Krankenhaus Verden, Eitzer Straße 20, 27283 Verden (Aller)",Niedersachsen,4269543.325443668,3311975.13732562,20000,71.80284671181225,5,4259543.325443668,4279543.325443668,3301975.13732562,3321975.13732562
K000000244,Krankenhaus Winsen ( Luhe ),10.2004,53.3509,Friedrich-Lichtenauer-Allee 1,21423,Winsen ( Luhe ),Niedersachsen,"Krankenhaus Winsen ( Luhe ), Friedrich-Lichtenauer-Allee 1, 21423 Winsen ( Luhe )",Niedersachsen,4334346.214758644,3360341.3579498525,20000,92.93878205411742,8,4324346.214758644,4344346.214758644,3350341.3579498525,3370341.3579498525
K000000247,Klinik Fallingbostel,9.7059,52.869,Kolkweg 1,29683,Bad Fallingbostel,Niedersachsen,"Klinik Fallingbostel, Kolkweg 1, 29683 Bad Fallingbostel",Niedersachsen,4301194.3973265365,3306736.8348944765,20000,46.991839827118156,5,4291194.3973265365,4311194.3973265365,3296736.8348944765,3316736.8348944765
K000000248,Herz- und Gefäßzentrum Bad Bevensen,10.6035,53.0855,Römstedter Str. 25,29549,Bad Bevensen,Niedersachsen,"Herz- und Gefäßzentrum Bad Bevensen, Römstedter Straße 25, 29549 Bad Bevensen",Niedersachsen,4361439.337757092,3330956.843901849,20000,47.71149883829616,4,4351439.337757092,4371439.337757092,3320956.843901849,3340956.843901849
K000000249,Orthoklinik Lüneburg GmbH,10.394,53.2328,Ginsterweg 5-7,21335,Lüneburg,Niedersachsen,"Orthoklinik Lüneburg GmbH, Ginsterweg 5-7, 21335 Lüneburg",Niedersachsen,4347311.554237219,3347251.9369868236,20000,75.13290002277934,6,4337311.554237219,4357311.554237219,3337251.9369868236,3357251.9369868236
K000000250,MediClin Klinikum Soltau,9.857,52.9941,Oeninger Weg 59,29614,Soltau,Niedersachsen,"MediClin Klinikum Soltau, Oeninger Weg 59, 29614 Soltau",Niedersachsen,4311397.532706529,3320627.2574985293,20000,86.45851796309543,6,4301397.532706529,4321397.532706529,3310627.2574985293,3330627.2574985293
K000000252,Klinik Dr. med. T. Witwity GmbH,9.4737,53.5981,Neubourgstr. 4,21682,Stade,Niedersachsen,"Klinik Dr. med. T. Witwity GmbH, Neubourgstr. 4, 21682 Stade",Niedersachsen,4286151.810307612,3387958.5355672906,20000,37.69486917613309,3,4276151.810307612,4296151.810307612,3377958.5355672906,3397958.5355672906
K000000253,Klinik Dr. Hancken GmbH,9.4727,53.5951,Harsefelder Str. 8,21680,Stade,Niedersachsen,"Klinik Dr. Hancken GmbH, Harsefelder Str. 8, 21680 Stade",Niedersachsen,4286083.139328069,3387625.1744584776,20000,39.0685799912858,3,4276083.139328069,4296083.139328069,3377625.1744584776,3397625.1744584776
K000000254,Helios Klinikum Uelzen GmbH,10.5321,52.9718,Hagenskamp 34,29525,Uelzen,Niedersachsen,"Helios Klinikum Uelzen GmbH, Hagenskamp 34, 29525 Uelzen",Niedersachsen,4356748.5642343145,3318267.1769024767,20000,66.34121110217156,7,4346748.5642343145,4366748.5642343145,3308267.1769024767,3328267.1769024767
K000000255,HELIOS Seehospital Sahlenburg,8.6003,53.8653,Nordheimstr. 201,27476,Cuxhaven,Niedersachsen,"HELIOS Seehospital Sahlenburg, Nordheimstraße 201, 27476 Cuxhaven",Niedersachsen,4228908.723313798,3418456.869458471,20000,15.580892005211748,2,4218908.723313798,4238908.723313798,3408456.869458471,3428456.869458471
K000000256,MediClin Seepark Klinik,10.6832,52.8241,Sebastian-Kneipp-Str. 1,29389,Bad Bodenteich,Niedersachsen,"MediClin Seepark Klinik, Sebastian-Kneipp-Str. 1, 29389 Bad Bodenteich",Niedersachsen,4367055.475363354,3301916.7917359704,20000,41.995247247903556,4,4357055.475363354,4377055.475363354,3291916.7917359704,3311916.7917359704
K000000257,Niels-Stensen-Kliniken Marienhospital Ankum-Bersenbrück GmbH,7.8741,52.5409,Lingener Str. 11,49577,Ankum,Niedersachsen,"Niels-Stensen-Kliniken Marienhospital Ankum-Bersenbrück GmbH, Lingener Straße 11, 49577 Ankum",Niedersachsen,4176784.3067895933,3272293.832608234,20000,47.6616050632024,7,4166784.3067895933,4186784.3067895933,3262293.832608234,3282293.832608234
K000000258,"Ubbo-Emmius-Klinik gGmbH, Ostfriesisches Krankenhaus, Klinik Aurich",7.4971,53.4676,Wallinghausener Str. 8 - 12,26603,Aurich,Niedersachsen,"Ubbo-Emmius-Klinik gGmbH, Ostfriesisches Krankenhaus, Klinik Aurich, Wallinghausener Str. 8 - 12, 26603 Aurich",Niedersachsen,4154803.3175350893,3376177.64598863,20000,50.33775783066149,6,4144803.3175350893,4164803.3175350893,3366177.64598863,3386177.64598863
K000000259,Schüchtermann-Klinik,8.1626,52.1113,Ulmenallee 5-11,49214,Bad Rothenfelde,Niedersachsen,"Schüchtermann-Klinik, Ulmenallee 5-11, 49214 Bad Rothenfelde",Niedersachsen,4195139.302259437,3223971.1251030387,20000,28.268463586827114,4,4185139.302259437,4205139.302259437,3213971.1251030387,3233971.1251030387
K000000260,Augenklinik Dr. Georg,8.1588,52.1103,Am Kurpark 13-15,49214,Bad Rothenfelde,Niedersachsen,"Augenklinik Dr. Georg, Am Kurpark 13-15, 49214 Bad Rothenfelde",Niedersachsen,4194876.25049753,3223866.456758892,20000,27.86856972588961,4,4184876.25049753,4204876.25049753,3213866.456758892,3233866.456758892
K000000261,Karl-Jaspers-Klinik,8.1401,53.1697,Hermann-Ehlers-Str. 7,26160,Bad Zwischenahn,Niedersachsen,"Karl-Jaspers-Klinik, Hermann-Ehlers-Straße 7, 26160 Bad Zwischenahn",Niedersachsen,4196628.146377013,3341751.8306252356,20000,61.14944313481784,11,4186628.146377013,4206628.146377013,3331751.8306252356,3351751.8306252356
K000000262,Paulinenkrankenhaus Bad Bentheim,7.1501,52.2995,Paulinenweg 1,48455,Bad Bentheim,Niedersachsen,"Paulinenkrankenhaus Bad Bentheim, Paulinenweg 1, 48455 Bad Bentheim",Niedersachsen,4126639.03442753,3247129.328830471,20000,58.50143300786828,8,4116639.03442753,4136639.03442753,3237129.328830471,3257129.328830471
K000000263,St. Bernhard-Hospital gemeinnützige GmbH,8.4823,53.3243,Claußenstr. 3,26919,Brake,Niedersachsen,"St. Bernhard-Hospital gemeinnützige GmbH, Claußenstraße 3, 26919 Brake",Niedersachsen,4219870.213527011,3358420.4385435483,20000,49.29868305749247,7,4209870.213527011,4229870.213527011,3348420.4385435483,3368420.4385435483
K000000264,Niels-Stensen-Kliniken Bramsche GmbH,7.9853,52.409,Hasestr. 16,49565,Bramsche,Niedersachsen,"Niels-Stensen-Kliniken Bramsche GmbH, Hasestraße 16, 49565 Bramsche",Niedersachsen,4183917.2525522276,3257406.8801892013,20000,30.272671932175204,4,4173917.2525522276,4193917.2525522276,3247406.8801892013,3267406.8801892013
K000000265,Krankenhaus St. Elisabeth gGmbH,8.1945,52.5216,Lindenstr. 3-7,49401,Damme,Niedersachsen,"Krankenhaus St. Elisabeth gGmbH, Lindenstraße 3-7, 49401 Damme",Niedersachsen,4198460.242246737,3269559.5426217387,20000,37.613060279476024,6,4188460.242246737,4208460.242246737,3259559.5426217387,3279559.5426217387
K000000266,Stadtkrankenhaus Delmenhorst GmbH,8.5925,53.0445,Wildeshauser Str. 92,27753,Delmenhorst,Niedersachsen,"Stadtkrankenhaus Delmenhorst GmbH, Wildeshauser Straße 92, 27753 Delmenhorst",Niedersachsen,4226602.591984616,3327140.9698858154,20000,77.19660320492372,9,4216602.591984616,4236602.591984616,3317140.9698858154,3337140.9698858154
K000000270,Klinikum Emden - Hans-Susemihl-Krankenhaus gGmbH,7.2136,53.3739,Bolardusstr. 20,26721,Emden,Niedersachsen,"Klinikum Emden - Hans-Susemihl-Krankenhaus gGmbH, Bolardusstraße 20, 26721 Emden",Niedersachsen,4135583.626309983,3366443.5615323195,20000,43.37982169846493,6,4125583.626309983,4145583.626309983,3356443.5615323195,3376443.5615323195
K000000272,St.-Marien-Hospital gGmbH,7.8543,53.0223,St.-Marien-Str. 1,26169,Friesoythe,Niedersachsen,"St.-Marien-Hospital gGmbH, St.-Marien-Str. 1, 26169 Friesoythe",Niedersachsen,4177033.62113459,3325882.431055978,20000,31.027136611281296,6,4167033.62113459,4187033.62113459,3315882.431055978,3335882.431055978
K000000273,Klinik für Kinder- und Jugendpsychiatrie Wichernstift gGmbH,8.5757,53.0478,Oldenburger Str. 333,27777,Ganderkesee,Niedersachsen,"Klinik für Kinder- und Jugendpsychiatrie Wichernstift gGmbH, Oldenburger Straße 333, 27777 Ganderkesee",Niedersachsen,4225483.289907545,3327530.098556796,20000,74.17117217363281,8,4215483.289907545,4235483.289907545,3317530.098556796,3337530.098556796
K000000274,Klinikum Osnabrücker Land GmbH,8.0415,52.2048,Hospitalweg 1,49124,Georgsmarienhütte,Niedersachsen,"Klinikum Osnabrücker Land GmbH, Hospitalweg 1, 49124 Georgsmarienhütte",Niedersachsen,4187126.698036555,3234587.7426015646,20000,74.59292008805488,12,4177126.698036555,4197126.698036555,3224587.7426015646,3244587.7426015646
K000000275,Niels-Stensen-Kliniken St.-Vinzenz-Hospital Haselünne GmbH,7.4837,52.6711,Hammer Str. 9,49740,Haselünne,Niedersachsen,"Niels-Stensen-Kliniken St.-Vinzenz-Hospital Haselünne GmbH, Hammer Str. 9, 49740 Haselünne",Niedersachsen,4150815.852907544,3287619.448256395,20000,36.40133233574606,6,4140815.852907544,4160815.852907544,3277619.448256395,3297619.448256395
K000000276,Klinikum Leer gGmbH,7.4585,53.2359,Augustenstr. 35 - 37,26789,Leer,Niedersachsen,"Klinikum Leer gGmbH, Augustenstraße 35 - 37, 26789 Leer",Niedersachsen,4151328.538438784,3350496.329360666,20000,66.82324776543987,6,4141328.538438784,4161328.538438784,3340496.329360666,3360496.329360666
K000000277,Borromäus Hospital Leer gGmbH,7.4458,53.2287,Kirchstr. 61 - 67,26789,Leer,Niedersachsen,"Borromäus Hospital Leer gGmbH, Kirchstraße 61 - 67, 26789 Leer",Niedersachsen,4150452.6119243205,3349725.2918403004,20000,64.28502471343754,6,4140452.6119243205,4160452.6119243205,3339725.2918403004,3359725.2918403004
K000000278,Bonifatius Hospital Lingen,7.3157,52.5251,Wilhelmstr. 13,49808,Lingen,Niedersachsen,"Bonifatius Hospital Lingen, Wilhelmstraße 13, 49808 Lingen",Niedersachsen,4138856.484072244,3271788.893217115,20000,35.76479984719723,3,4128856.484072244,4148856.484072244,3261788.893217115,3281788.893217115
K000000279,St. Anna Klinik,7.7544,52.7345,St. Annenstr. 9,49624,Löningen,Niedersachsen,"St. Anna Klinik, St. Annenstr. 9, 49624 Löningen",Niedersachsen,4169336.1341171223,3294072.106436294,20000,40.0407602165544,4,4159336.1341171223,4179336.1341171223,3284072.106436294,3304072.106436294
K000000280,St. Franziskus-Hospital Lohne,8.2408,52.6646,Franziskusstr. 6,49393,Lohne,Niedersachsen,"St. Franziskus-Hospital, Franziskusstr. 6, 49393 Lohne",Niedersachsen,4201988.91052383,3285391.038677939,20000,52.49806295187271,8,4191988.91052383,4211988.91052383,3275391.038677939,3295391.038677939
K000000281,Niels-Stensen-Klinikum Christliches Klinikum Melle,8.3356,52.1974,Engelgarten 3,49324,Melle,Niedersachsen,"Niels-Stensen-Klinikum Christliches Klinikum Melle, Engelgarten 3, 49324 Melle",Niedersachsen,4207206.634627241,3233264.572947583,20000,26.06959428964905,5,4197206.634627241,4217206.634627241,3223264.572947583,3243264.572947583
K000000282,Krankenhaus Ludmillenstift,7.2928,52.6888,Ludmillenstr. 4-6,49716,Meppen,Niedersachsen,"Krankenhaus Ludmillenstift, Ludmillenstraße 4-6, 49716 Meppen",Niedersachsen,4137985.20489904,3290051.571309071,20000,40.04274316498076,4,4127985.20489904,4147985.20489904,3280051.571309071,3300051.571309071
K000000283,Clemens-August-Klinik,8.105,52.5118,Wahlde 11,49434,Neuenkirchen-Vörden,Niedersachsen,"Clemens-August-Klinik, Wahlde 11, 49434 Neuenkirchen-Vörden",Niedersachsen,4192358.85995751,3268623.8283219277,20000,51.522744019711865,6,4182358.85995751,4202358.859957511,3258623.8283219277,3278623.8283219277
K000000284,"Ubbo-Emmius-Klinik gGmbH, Ostfriesisches Krankenhaus, Klinik Norden",7.2177,53.6009,Osterstr. 110,26506,Norden,Niedersachsen,"Ubbo-Emmius-Klinik gGmbH, Ostfriesisches Krankenhaus, Klinik Norden, Osterstr. 110, 26506 Norden",Niedersachsen,4136836.726681793,3391678.2404468576,20000,26.598319775013263,4,4126836.726681793,4146836.726681793,3381678.2404468576,3401678.2404468576
K000000285,Krankenhaus Norderney,7.1723,53.7162,Lippestr. 9-11,26548,Norderney,Niedersachsen,"Krankenhaus Norderney, Lippestr. 9-11, 26548 Norderney",Niedersachsen,4134340.3993145544,3404617.0483455355,20000,10.916836208345135,11,4124340.3993145544,4144340.3993145544,3394617.0483455355,3414617.0483455355
K000000286,Helios Klinik Wesermarsch,8.4652,53.4837,Mildred-Scheel-Str. 1,26954,Nordenham,Niedersachsen,"Helios Klinik Wesermarsch, Mildred-Scheel-Str. 1, 26954 Nordenham",Niedersachsen,4219110.474171872,3376179.4135065493,20000,64.61488219385286,11,4209110.474171872,4229110.474171872,3366179.4135065493,3386179.4135065493
K000000287,Euregio-Klinik Hannoverstraße GmbH,7.0658,52.4427,Albert-Schweitzer-Str. 10,48527,Nordhorn,Niedersachsen,"Euregio-Klinik Hannoverstraße GmbH, Albert-Schweitzer-Straße 10, 48527 Nordhorn",Niedersachsen,4121538.201996533,3263280.9563133493,20000,26.716983450348426,3,4111538.201996533,4131538.201996533,3253280.9563133493,3273280.9563133493
K000000288,Euregio-Klinik Albert-Schweitzer-Straße GmbH,7.0658,52.4427,Albert-Schweitzer-Str. 10,48527,Nordhorn,Niedersachsen,"Euregio-Klinik Albert-Schweitzer-Straße GmbH, Albert-Schweitzer-Str. 10, 48527 Nordhorn",Niedersachsen,4121538.201996533,3263280.9563133493,20000,26.716983450348426,3,4111538.201996533,4131538.201996533,3253280.9563133493,3273280.9563133493
K000000289,Klinikum Oldenburg AöR,8.218,53.1117,Rahel-Straus-Str. 10,26133,Oldenburg,Niedersachsen,"Klinikum Oldenburg AöR, Rahel-Straus-Str. 10, 26133 Oldenburg",Niedersachsen,4201676.201323934,3335168.5491448073,20000,51.3221709553624,9,4191676.201323934,4211676.201323934,3325168.5491448073,3345168.5491448073
K000000290,"Pius-Hospital Oldenburg, Medizinischer Campus Universität Oldenburg",8.211,53.144,Georgstr. 12,26121,Oldenburg,Niedersachsen,"Pius-Hospital Oldenburg, Medizinischer Campus Universität Oldenburg, Georgstraße 12, 26121 Oldenburg",Niedersachsen,4201296.9689288335,3338773.509197226,20000,55.3132180789907,10,4191296.9689288335,4211296.9689288335,3328773.509197226,3348773.509197226
K000000291,Evangelisches Krankenhaus Oldenburg,8.2053,53.1422,Steinweg 13 - 17,26122,Oldenburg,Niedersachsen,"Evangelisches Krankenhaus Oldenburg, Steinweg 13 - 17, 26122 Oldenburg",Niedersachsen,4200910.67077105,3338582.6682339287,20000,55.05975051621116,10,4190910.6707710503,4210910.67077105,3328582.6682339287,3348582.6682339287
K000000292,Paracelsus-Klinik Osnabrück,8.0103,52.289,Am Natruper Holz 69,49076,Osnabrück,Niedersachsen,"Paracelsus-Klinik Osnabrück, Am Natruper Holz 69, 49076 Osnabrück",Niedersachsen,4185251.42482457,3244011.60926825,20000,81.15439837794527,12,4175251.42482457,4195251.424824569,3234011.60926825,3254011.60926825
K000000293,AMEOS Klinikum Osnabrück,8.0523,52.2881,Knollstr. 31,49088,Osnabrück,Niedersachsen,"AMEOS Klinikum Osnabrück, Knollstraße 31, 49088 Osnabrück",Niedersachsen,4188113.4151356686,3243834.0251495726,20000,81.8487525997357,11,4178113.4151356686,4198113.415135669,3233834.0251495726,3253834.0251495726
K000000294,Kinderhospital Osnabrück,8.0643,52.2519,Iburger Str. 187,49082,Osnabrück,Niedersachsen,"Kinderhospital Osnabrück, Iburger Straße 187, 49082 Osnabrück",Niedersachsen,4188824.4872949673,3239785.3723235093,20000,81.47232658315079,11,4178824.4872949673,4198824.487294967,3229785.3723235093,3249785.3723235093
K000000295,Niels-Stensen-Kliniken Marienhospital Osnabrück,8.0538,52.2703,Bischofsstr. 1,49074,Osnabrück,Niedersachsen,"Niels-Stensen-Kliniken Marienhospital Osnabrück, Bischofsstraße 1, 49074 Osnabrück",Niedersachsen,4188162.6101659685,3241851.253682331,20000,82.26066388613255,11,4178162.6101659685,4198162.610165969,3231851.253682331,3251851.253682331
K000000296,Klinikum Osnabrück GmbH,8.0024,52.2768,Am Finkenhügel 1,49076,Osnabrück,Niedersachsen,"Klinikum Osnabrück GmbH, Am Finkenhügel 1, 49076 Osnabrück",Niedersachsen,4184675.2288064193,3242669.2843007343,20000,83.38925340918668,13,4174675.2288064193,4194675.228806419,3232669.2843007343,3252669.2843007343
K000000297,Niels-Stensen-Kliniken Krankenhaus St. Raphael Ostercappeln,8.2288,52.3453,Bremer Str. 31,49179,Ostercappeln,Niedersachsen,"Niels-Stensen-Kliniken Krankenhaus St. Raphael Ostercappeln, Bremer Straße 31, 49179 Ostercappeln",Niedersachsen,4200308.082327292,3249889.6966121276,20000,56.15124226750755,6,4190308.0823272923,4210308.082327292,3239889.6966121276,3259889.6966121276
K000000298,Christliches Krankenhaus Quakenbrück GmbH,7.9384,52.6681,Danziger Str. 2,49610,Quakenbrück,Niedersachsen,"Christliches Krankenhaus Quakenbrück GmbH, Danziger Straße 2, 49610 Quakenbrück",Niedersachsen,4181548.3286178163,3286317.753019011,20000,60.43106273954579,5,4171548.3286178163,4191548.3286178163,3276317.753019011,3296317.753019011
K000000299,Nordwest-Krankenhaus Sanderbusch gGmbH,8.0068,53.5076,Am Gut Sanderbusch 1,26452,Sande,Niedersachsen,"Nordwest-Krankenhaus Sanderbusch gGmbH, Am Gut Sanderbusch 1, 26452 Sande",Niedersachsen,4188760.868690558,3379578.3783774767,20000,37.199368794709564,5,4178760.868690558,4198760.868690558,3369578.3783774767,3389578.3783774767
K000000300,Hümmling Hospital Sögel gGmbH,7.5191,52.8432,Mühlenstr. 17,49751,Sögel,Niedersachsen,"Hümmling Hospital Sögel gGmbH, Mühlenstraße 17, 49751 Sögel",Niedersachsen,4153866.848016118,3306678.527049548,20000,24.553767117766473,7,4143866.848016118,4163866.848016118,3296678.527049548,3316678.527049548
K000000301,Niels Stensen Kliniken Elisabeth-Kranknehaus Thuine,7.4899,52.4978,Klosterstr. 4,49832,Thuine,Niedersachsen,"Niels Stensen Kliniken Elisabeth-Kranknehaus Thuine, Klosterstraße 4, 49832 Thuine",Niedersachsen,4150565.9121818766,3268330.6753559234,20000,34.319217704482064,4,4140565.9121818766,4160565.9121818766,3258330.6753559234,3278330.6753559234
K000000302,St. Johannes-Hospital gGmbH,8.1396,53.3925,Bleichenpfad 9,26316,Varel,Niedersachsen,"St. Johannes-Hospital gGmbH, Bleichenpfad 9, 26316 Varel",Niedersachsen,4197236.870599825,3366539.2685046815,20000,61.54463381427282,14,4187236.870599825,4207236.870599825,3356539.2685046815,3376539.2685046815
K000000303,St. Marienhospital Vechta,8.2867,52.7257,Marienstr. 6-8,49377,Vechta,Niedersachsen,"St. Marienhospital Vechta, Marienstraße 6-8, 49377 Vechta",Niedersachsen,4205254.610767115,3292114.3176082415,20000,57.70957912125625,7,4195254.610767115,4215254.610767115,3282114.3176082415,3302114.3176082415
K000000304,Krankenhaus Rheiderland,7.3524,53.168,Neue Str. 22,26826,Weener,Niedersachsen,"Krankenhaus Rheiderland, Neue Straße 22, 26826 Weener",Niedersachsen,4143970.571406216,3343197.8526050025,20000,48.24579605195299,7,4133970.571406216,4153970.571406216,3333197.8526050025,3353197.8526050025
K000000305,Krankenhaus Johanneum,8.4317,52.8939,Feldstr. 1,27793,Wildeshausen,Niedersachsen,"Krankenhaus Johanneum, Feldstrasse 1, 27793 Wildeshausen",Niedersachsen,4215455.242744568,3310606.525252046,20000,21.758981175224058,1,4205455.242744568,4225455.242744568,3300606.525252046,3320606.525252046
K000000307,Klinikum Wilhelmshaven gGmbH,8.0825,53.5454,Friedrich-Paffrath-Str. 100,26389,Wilhelmshaven,Niedersachsen,"Klinikum Wilhelmshaven gGmbH, Friedrich-Paffrath-Straße 100, 26389 Wilhelmshaven",Niedersachsen,4193894.3824486663,3383648.182501804,20000,20.33745526275489,2,4183894.3824486663,4203894.382448666,3373648.182501804,3393648.182501804
K000000308,Krankenhaus Wittmund gGmbH,7.7885,53.5719,Dohuser Weg 10,26409,Wittmund,Niedersachsen,"Krankenhaus Wittmund gGmbH, Dohuser Weg 10, 26409 Wittmund",Niedersachsen,4174503.547534134,3387150.8863602905,20000,46.18862229785838,5,4164503.547534134,4184503.547534134,3377150.8863602905,3397150.8863602905
K000000309,Fachklinik Bad Bentheim,7.1622,52.3171,Am Bade 1,48455,Bad Bentheim,Niedersachsen,"Fachklinik Bad Bentheim, Am Bade 1, 48455 Bad Bentheim",Niedersachsen,4127540.3588908417,3249054.2224543663,20000,54.50866153712709,7,4117540.3588908417,4137540.3588908417,3239054.2224543663,3259054.2224543663
K000000310,St. Josefs-Hospital Cloppenburg,8.04,52.8477,Krankenhausstr. 13,49661,Cloppenburg,Niedersachsen,"St. Josefs-Hospital Cloppenburg, Krankenhausstraße 13, 49661 Cloppenburg",Niedersachsen,4188961.257030042,3306106.9818586893,20000,60.951236587645745,5,4178961.257030042,4198961.257030042,3296106.9818586893,3316106.9818586893
K000000311,Niels-Stensen-Kliniken Franziskus-Hospital Harderberg,8.0737,52.2376,Alte Rothenfelder Str. 23,49124,Georgsmarienhütte,Niedersachsen,"Niels-Stensen-Kliniken Franziskus-Hospital Harderberg, Alte Rothenfelder Straße 23, 49124 Georgsmarienhütte",Niedersachsen,4189423.9524672218,3238177.6483796607,20000,80.10044027367475,12,4179423.9524672218,4199423.952467222,3228177.6483796607,3248177.6483796607
K000000312,Ammerland-Klinik Westerstede,7.919,53.2587,Lange Str. 38,26655,Westerstede,Niedersachsen,"Ammerland-Klinik Westerstede, Lange Straße 38, 26655 Westerstede",Niedersachsen,4182134.3212092416,3352053.6538081705,20000,50.51086676344665,8,4172134.3212092416,4192134.3212092416,3342053.6538081705,3362053.6538081705
K000000313,Johann-Wilhelm-Ritter-Klinik Zentrum für dermatologische Phototherapie GmbH & Co. KG,8.1527,52.1134,Parkstr. 35-37,49214,Bad Rothenfelde,Niedersachsen,"Johann-Wilhelm-Ritter-Klinik Zentrum für dermatologische Phototherapie GmbH & Co. KG, Parkstr. 35-37, 49214 Bad Rothenfelde",Niedersachsen,4194467.264287367,3224221.8734160936,20000,27.704534978053243,4,4184467.2642873675,4204467.264287367,3214221.8734160936,3234221.8734160936
K000000314,MediClin Hedon Klinik,7.3588,52.5119,Hedonallee 1,49811,Lingen (Ems),Niedersachsen,"MediClin Hedon Klinik, Hedonallee 1, 49811 Lingen (Ems)",Niedersachsen,4141725.9547225386,3270213.856426232,20000,37.39060837787135,3,4131725.9547225386,4151725.9547225386,3260213.856426232,3280213.856426232
K000000315,Marien Hospital Papenburg Aschendorf,7.3941,53.0755,Hauptkanal rechts 74-75,26871,Papenburg,Niedersachsen,"Marien Hospital Papenburg Aschendorf, Hauptkanal rechts 74-75, 26871 Papenburg",Niedersachsen,4146384.6066907737,3332809.1890027197,20000,37.42644353483211,6,4136384.6066907737,4156384.6066907737,3322809.1890027197,3342809.1890027197
K000000316,Westerstede,7.919,53.2587,Lange Str. 38,26655,Westerstede,Niedersachsen,"Westerstede, Lange Straße 38, 26655 Westerstede",Niedersachsen,4182134.3212092416,3352053.6538081705,20000,50.51086676344665,8,4172134.3212092416,4192134.3212092416,3342053.6538081705,3362053.6538081705
K000000317,Christliches Kinderhospital Osnabrück GmbH,8.0522,52.2699,Johannisfreiheit 1,49074,Osnabrück,Niedersachsen,"Christliches Kinderhospital Osnabrück GmbH, Johannisfreiheit 1, 49074 Osnabrück",Niedersachsen,4188052.238148297,3241809.678331698,20000,82.50691144899952,11,4178052.238148297,4198052.238148297,3231809.678331698,3251809.678331698
K000000318,Inselkrankenhaus Borkum,6.6712,53.5857,Gartenstr. 20,26757,Borkum,Niedersachsen,"Inselkrankenhaus Borkum, Gartenstraße 20, 26757 Borkum",Niedersachsen,4100611.7815453717,3391512.9889429323,20000,16.18428182640112,5,4090611.7815453717,4110611.7815453717,3381512.9889429323,3401512.9889429323
K000000319,STENUM Ortho GmbH,8.5553,53.0796,Heilstättenweg 1,27777,Ganderkesee,Niedersachsen,"STENUM Ortho GmbH, Heilstättenweg 1, 27777 Ganderkesee",Niedersachsen,4224186.446309893,3331095.23409276,20000,74.90568785459392,8,4214186.446309893,4234186.446309893,3321095.23409276,3341095.23409276
K000000320,Klinikum Bremen-Mitte,8.8365,53.0743,St.-Jürgen-Str. 1,28205,Bremen,Bremen,"Klinikum Bremen-Mitte, St.-Jürgen-Straße 1, 28205 Bremen",Bremen,4243018.849670724,3330167.130919364,20000,110.94931774130443,20,4233018.849670724,4253018.849670724,3320167.130919364,3340167.130919364
