hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,rail_length_in_cell_km_1885,rail_segments_hitting_cell_1885,x_min,x_max,y_min,y_max
K000000013,Johanniter Tagesklinik Schwarzenbek,10.4787,53.5058,Körnerplatz 6,21493,Schwarzenbek,Schleswig-Holstein,"Johanniter Tagesklinik Schwarzenbek, Körnerplatz 6, 21493 Schwarzenbek",Schleswig-Holstein,4352765.125847484,3377665.4490056788,20000,49.10149187035502,8,4342765.125847484,4362765.125847484,3367665.4490056788,3387665.4490056788
K000000014,Johanniter Tagesklnik Mölln,10.6864,53.6262,Wasserkrüger Weg 7,23879,Mölln,Schleswig-Holstein,"Johanniter Tagesklnik Mölln, Wasserkrüger Weg 7, 23879 Mölln",Schleswig-Holstein,4366418.669865862,3391174.1379039227,20000,51.401544871165925,6,4356418.669865862,4376418.669865862,3381174.1379039227,3401174.1379039227
K000000015,DRK-Krankenhaus Mölln-Ratzeburg gGmbH,10.7798,53.6893,Röpersberg 2,23909,Ratzeburg,Schleswig-Holstein,"DRK-Krankenhaus Mölln-Ratzeburg gGmbH, Röpersberg 2, 23909 Ratzeburg",Schleswig-Holstein,4372522.103034477,3398258.273351076,20000,52.16748092999781,6,4362522.103034477,4382522.103034477,3388258.273351076,3408258.273351076
K000000016,"Klinikum Nordfriesland gGmbH, Klinik Husum",9.0507,54.4824,Erichsenweg 16,25813,Husum,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Klinik Husum, Erichsenweg 16, 25813 Husum",Schleswig-Holstein,4259455.570677312,3486644.221835525,20000,63.92200045877097,10,4249455.570677312,4269455.570677312,3476644.221835525,3496644.221835525
K000000017,"Klinikum Nordfriesland gGmbH, Klinik Niebüll",8.8448,54.7928,Gather Landstr. 75,25899,Niebüll,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Klinik Niebüll, Gather Landstraße 75, 25899 Niebüll",Schleswig-Holstein,4246671.187045708,3521376.535804889,20000,61.36727455820465,7,4236671.187045708,4256671.187045708,3511376.535804889,3531376.535804889
K000000019,"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum",8.5642,54.6851,Rebbelstieg 24,25938,Wyk,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum, Rebbelstieg 24, 25938 Wyk",Schleswig-Holstein,4228375.971490202,3509717.5825659707,20000,13.38933064016888,3,4218375.971490202,4238375.971490202,3499717.5825659707,3519717.5825659707
K000000020,DIAKO Nordfriesland gGmbH (Fachklinik für Psychiatrie und Psychosomatik - stat. Angebote),8.985,54.6152,Gammeltoft 8-15,25821,Breklum,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Fachklinik für Psychiatrie und Psychosomatik - stat. Angebote), Gammeltoft 8-15, 25821 Breklum",Schleswig-Holstein,4255407.988962222,3501479.108866842,20000,32.87826141814671,5,4245407.988962222,4265407.988962222,3491479.108866842,3511479.108866842
K000000022,DIAKO Nordfriesland gGmbH (Tagesklinik Husum),9.0506,54.4863,Theodor-Schäfer-Str. 1b,25813,Husum,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Tagesklinik Husum), Theodor-Schäfer-Str. 1b, 25813 Husum",Schleswig-Holstein,4259454.894726628,3487078.2763443915,20000,62.90958440963866,9,4249454.894726628,4269454.894726628,3477078.2763443915,3497078.2763443915
K000000023,DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll),8.8335,54.7867,Bahnhofstr. 24a,25899,Niebüll,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll), Bahnhofstraße 24a, 25899 Niebüll",Schleswig-Holstein,4245932.993349411,3520709.490628554,20000,62.54012775076605,8,4235932.993349411,4255932.993349411,3510709.490628554,3530709.490628554
K000000024,Asklepios Nordseeklinik Westerland/Sylt,8.3145,54.9256,Norderstr. 81,25980,Sylt/OT Westerland,Schleswig-Holstein,"Asklepios Nordseeklinik Westerland/Sylt, Norderstr. 81, 25980 Sylt/OT Westerland",Schleswig-Holstein,4212908.597348547,3536822.2175096935,20000,39.28922145123693,8,4202908.597348547,4222908.597348547,3526822.2175096935,3546822.2175096935
K000000025,Klinik Dr. Winkler,9.0559,54.48,Brinckmannstr. 6,25813,Husum,Schleswig-Holstein,"Klinik Dr. Winkler, Brinckmannstraße 6, 25813 Husum",Schleswig-Holstein,4259789.118189608,3486372.7479204214,20000,64.85515928234834,10,4249789.118189608,4269789.118189608,3476372.7479204214,3496372.7479204214
K000000026,Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn,11.1857,54.4415,Mummendorfer Weg 12,23769,Burg auf Fehmarn,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn, Mummendorfer Weg 12, 23769 Burg auf Fehmarn",Schleswig-Holstein,4397945.164825873,3482319.6480205134,20000,28.40608284948777,8,4387945.164825873,4407945.164825873,3472319.6480205134,3492319.6480205134
K000000027,Sana Kliniken Ostholstein GmbH - Klinik Eutin,10.6013,54.1327,Hospitalstr. 22,23701,Eutin,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Klinik Eutin, Hospitalstraße 22, 23701 Eutin",Schleswig-Holstein,4360313.075865087,3447487.6429028427,20000,45.804127605080865,6,4350313.075865087,4370313.075865087,3437487.6429028427,3457487.6429028427
K000000028,Sana Kliniken Ostholstein GmbH - Klinik Oldenburg,10.8799,54.2902,Mühlenkamp 5,23758,Oldenburg i.H.,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Klinik Oldenburg, Mühlenkamp 5, 23758 Oldenburg i.H.",Schleswig-Holstein,4378310.360640407,3465200.0813520155,20000,25.391480519075756,3,4368310.360640407,4388310.360640407,3455200.0813520155,3475200.0813520155
K000000029,AMEOS Klinikum Neustadt,10.7952,54.1057,Wiesenhof 1,23730,Neustadt i. H.,Schleswig-Holstein,"AMEOS Klinikum Neustadt, Wiesenhof 1, 23730 Neustadt i. H.",Schleswig-Holstein,4373023.312473198,3444605.46158392,20000,48.88180579395466,5,4363023.312473198,4383023.312473198,3434605.46158392,3454605.46158392
K000000030,AMEOS Klinikum Lübeck,10.6912,53.85,Kahlhorststr. 33,23562,Lübeck,Schleswig-Holstein,"AMEOS Klinikum Lübeck, Kahlhorststraße 33, 23562 Lübeck",Schleswig-Holstein,4366495.4884577785,3416081.44877224,20000,75.19548529562928,14,4356495.4884577785,4376495.4884577785,3406081.44877224,3426081.44877224
K000000031,AMEOS Klinikum Heiligenhafen,10.9622,54.3741,Friedrich-Ebert-Str. 100,23774,Heiligenhafen,Schleswig-Holstein,"AMEOS Klinikum Heiligenhafen, Friedrich-Ebert-Straße 100, 23774 Heiligenhafen",Schleswig-Holstein,4383544.028417381,3474604.282811055,20000,27.5331459615272,5,4373544.028417381,4393544.028417381,3464604.282811055,3484604.282811055
K000000032,AMEOS Klinikum Kiel,10.1849,54.2966,Tiroler Ring 621-62,24147,Kiel,Schleswig-Holstein,"AMEOS Klinikum Kiel, Tiroler Ring 621-62, 24147 Kiel",Schleswig-Holstein,4333041.534276582,3465579.074019899,20000,81.27763377762881,10,4323041.534276582,4343041.534276582,3455579.074019899,3475579.074019899
K000000033,AMEOS Klinikum Preetz,10.2763,54.2387,Am Krankenhaus 5a,24211,Preetz,Schleswig-Holstein,"AMEOS Klinikum Preetz, Am Krankenhaus 5a, 24211 Preetz",Schleswig-Holstein,4339018.927373697,3459154.7846007836,20000,60.15214325525002,6,4329018.927373697,4349018.927373697,3449154.7846007836,3469154.7846007836
K000000034,AMEOS Tageslinik Oldenburg,10.8805,54.2921,Hoheluftstr. 10,23758,Oldenburg i. H.,Schleswig-Holstein,"AMEOS Klinikum Oldenburg, Hoheluftstraße 10, 23758 Oldenburg i. H.",Schleswig-Holstein,4378346.819519611,3465411.981595113,20000,25.283714915117777,3,4368346.819519611,4388346.819519611,3455411.981595113,3475411.981595113
K000000035,AMEOS Klinikum Oldenburg,10.8799,54.2902,Mühlenkamp 5,23758,Oldenburg i. H.,Schleswig-Holstein,"AMEOS Klinikum Oldenburg, Mühlenkamp 5, 23758 Oldenburg i. H.",Schleswig-Holstein,4378310.360640407,3465200.0813520155,20000,25.391480519075756,3,4368310.360640407,4388310.360640407,3455200.0813520155,3475200.0813520155
K000000036,Sankt Elisabeth Krankenhaus Eutin,10.6108,54.1379,Plöner Str. 42,23701,Eutin,Schleswig-Holstein,"Sankt Elisabeth Krankenhaus Eutin, Plöner Str. 42, 23701 Eutin",Schleswig-Holstein,4360929.206448489,3448071.501822372,20000,46.13548755241596,6,4350929.206448489,4370929.206448489,3438071.501822372,3458071.501822372
K000000037,HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC],10.694,53.9223,Am Hochkamp 21,23611,Bad Schwartau,Schleswig-Holstein,"HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC], Am Hochkamp 21, 23611 Bad Schwartau",Schleswig-Holstein,4366601.5620535165,3424128.710189926,20000,81.2566992457163,16,4356601.5620535165,4376601.5620535165,3414128.710189926,3434128.710189926
K000000038,AUGUST-BIER-KLINIK - Neurologie und Rehabilitation,10.5476,54.1648,Diekseepromendade 7-11,23714,Bad Malente-Gremsmühlen,Schleswig-Holstein,"AUGUST-BIER-KLINIK - Neurologie und Rehabilitation, Diekseepromendade 7-11, 23714 Bad Malente-Gremsmühlen",Schleswig-Holstein,4356774.769489458,3451031.8892357326,20000,44.53820618016896,6,4346774.769489458,4366774.769489458,3441031.8892357326,3461031.8892357326
K000000039,"Sana Kliniken Ostholstein GmbH, Klinik Middelburg",10.6836,54.0818,Middelburger Str. 1,23701,Süsel,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH, Klinik Middelburg, Middelburger Str. 1, 23701 Süsel",Schleswig-Holstein,4365748.04913619,3441871.290815537,20000,60.26316484171359,8,4355748.04913619,4375748.04913619,3431871.290815537,3451871.290815537
K000000040,Regio Kliniken GmbH - Klinikum Pinneberg,9.811,53.6549,Fahltskamp 74,25421,Pinneberg,Schleswig-Holstein,"Regio Kliniken GmbH - Klinikum Pinneberg, Fahltskamp 74, 25421 Pinneberg",Schleswig-Holstein,4308502.219749113,3394169.2342296834,20000,58.42839137387938,5,4298502.219749113,4318502.219749113,3384169.2342296834,3404169.2342296834
K000000041,Regio Kliniken GmbH - Klinikum Elmshorn,9.6839,53.7511,Agnes-Karll-Allee 17,25337,Elmshorn,Schleswig-Holstein,"Regio Kliniken GmbH - Klinikum Elmshorn, Agnes-Karll-Allee 17, 25337 Elmshorn",Schleswig-Holstein,4300144.993611282,3404903.908846411,20000,46.07562901344,3,4290144.993611282,4310144.993611282,3394903.908846411,3414903.908846411
K000000043,Klinik Preetz,10.2763,54.2387,Am Krankenhaus 5,24306,Plön,Schleswig-Holstein,"Klinik Preetz, Am Krankenhaus 5, 24306 Plön",Schleswig-Holstein,4339018.927373697,3459154.7846007836,20000,60.15214325525002,6,4329018.927373697,4349018.927373697,3449154.7846007836,3469154.7846007836
K000000044,Fachklinik Freudenholm-Ruhleben / Klinische Abteilung,10.4459,54.137,Missionsweg 3,24306,Bösdorf,Schleswig-Holstein,"Fachklinik Freudenholm-Ruhleben / Klinische Abteilung, Missionsweg 3, 24306 Bösdorf",Schleswig-Holstein,4350150.181538862,3447892.641749911,20000,36.510689904723584,6,4340150.181538862,4360150.181538862,3437892.641749911,3457892.641749911
K000000045,imland GmbH - imland Klinik Rendsburg,9.6579,54.297,Lilienstr. 20-28,24768,Rendsburg,Schleswig-Holstein,"imland GmbH - imland Klinik Rendsburg, Lilienstr. 20-28, 24768 Rendsburg",Schleswig-Holstein,4298721.164730315,3465660.8849064177,20000,61.602467649825286,9,4288721.164730315,4308721.164730315,3455660.8849064177,3475660.8849064177
K000000046,imland GmbH - imland Klinik Eckernförde,9.8178,54.4823,Schleswiger Str. 114-116,24340,Eckernförde,Schleswig-Holstein,"imland GmbH - imland Klinik Eckernförde, Schleswiger Str. 114-116, 24340 Eckernförde",Schleswig-Holstein,4309187.313897285,3486243.821033149,20000,56.83339169573714,5,4299187.313897285,4319187.313897285,3476243.821033149,3496243.821033149
K000000047,HELIOS Klinik Schleswig GmbH,9.5586,54.5178,St. Jürgener Str. 1-3,24837,Schleswig,Schleswig-Holstein,"HELIOS Klinik Schleswig GmbH, St. Jürgener Straße 1-3, 24837 Schleswig",Schleswig-Holstein,4292407.188796034,3490266.778553714,20000,67.72774330042519,11,4282407.188796034,4302407.188796034,3480266.778553714,3500266.778553714
K000000048,"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",9.5711,54.5223,St. Jürgener Str. 5a,24837,Schleswig,Schleswig-Holstein,"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin, St. Jürgener Str. 5a, 24837 Schleswig",Schleswig-Holstein,4293219.924944723,3490762.6663589673,20000,65.25758406693431,10,4283219.924944723,4303219.924944723,3480762.6663589673,3500762.6663589673
K000000049,Margarethen Klinik gemeinnützige GmbH,9.9246,54.6588,Konsul-Lorentzen-Str. 3,24376,Kappeln,Schleswig-Holstein,"Margarethen Klinik gemeinnützige GmbH, Konsul-Lorentzen-Straße 3, 24376 Kappeln",Schleswig-Holstein,4316132.428899661,3505872.7730129953,20000,55.92275404219344,7,4306132.428899661,4326132.428899661,3495872.7730129953,3515872.7730129953
K000000050,Medizinische Klinik Borstel,10.1939,53.8211,Parkallee 35,23845,Borstel,Schleswig-Holstein,"Medizinische Klinik Borstel, Parkallee 35, 23845 Borstel",Schleswig-Holstein,4333771.633819363,3412665.3724599024,20000,27.916036298934035,4,4323771.633819363,4343771.633819363,3402665.3724599024,3422665.3724599024
K000000051,Psychiatrisches Krankenhaus Rickling,10.1745,53.9995,Daldorfer Str. 2,24635,Rickling,Schleswig-Holstein,"Psychiatrisches Krankenhaus Rickling, Daldorfer Straße 2, 24635 Rickling",Schleswig-Holstein,4332445.2732399395,3432515.1067521707,20000,48.3864586079419,4,4322445.2732399395,4342445.2732399395,3422515.1067521707,3442515.1067521707
K000000052,Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg),10.3036,53.944,Schillerstr. 13a,23795,Bad Segeberg,Schleswig-Holstein,"Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg), Schillerstraße 13a, 23795 Bad Segeberg",Schleswig-Holstein,4340939.052183179,3426366.8596163117,20000,45.06815029483626,3,4330939.052183179,4350939.052183179,3416366.8596163117,3436366.8596163117
K000000053,Klinikum Bad Bramstedt GmbH,9.8943,53.9041,Oskar-Alexander-Str. 26,24576,Bad Bramstedt,Schleswig-Holstein,"Klinikum Bad Bramstedt GmbH, Oskar-Alexander-Straße 26, 24576 Bad Bramstedt",Schleswig-Holstein,4314051.512158837,3421889.906479867,20000,37.3040148273642,5,4304051.512158837,4324051.512158837,3411889.906479867,3431889.906479867
K000000054,SK GmbH-Standort Am Kurpark,10.3083,53.9435,Am Kurpark 1,23795,Bad Segeberg,Schleswig-Holstein,"SK GmbH-Standort Am Kurpark, Am Kurpark 1, 23795 Bad Segeberg",Schleswig-Holstein,4341247.964870047,3426312.5223162314,20000,45.07430525646577,4,4331247.964870047,4351247.964870047,3416312.5223162314,3436312.5223162314
K000000055,SK GmbH-Standort Praxisklinik Norderstedt,9.9945,53.7045,Heidbergstr. 98,22846,Norderstedt,Schleswig-Holstein,"SK GmbH-Standort Praxisklinik Norderstedt, Heidbergstraße 98, 22846 Norderstedt",Schleswig-Holstein,4320636.7318844665,3399672.616779767,20000,48.24363154344668,8,4310636.7318844665,4330636.7318844665,3389672.616779767,3409672.616779767
K000000056,SK GmbH-Standort Allgemeine Klinik,10.3093,53.9414,Krankenhausstr. 2,23795,Bad Segeberg,Schleswig-Holstein,"SK GmbH-Standort Allgemeine Klinik, Krankenhausstraße 2, 23795 Bad Segeberg",Schleswig-Holstein,4341314.653707406,3426079.1081824107,20000,45.10518268311635,4,4331314.653707406,4351314.653707406,3416079.1081824107,3436079.1081824107
K000000057,Klinikum Itzehoe,9.5019,53.9409,Robert-Koch-Str. 2,25524,Itzehoe,Schleswig-Holstein,"Klinikum Itzehoe, Robert-Koch-Str. 2, 25524 Itzehoe",Schleswig-Holstein,4288284.861744386,3426092.5983293597,20000,43.577507285357505,7,4278284.861744386,4298284.861744386,3416092.5983293597,3436092.5983293597
K000000059,Krankenhaus Reinbek St. Adolf-Stift GmbH,10.2407,53.5107,Hamburger Str. 41,21465,Reinbek,Schleswig-Holstein,"Krankenhaus Reinbek St. Adolf-Stift GmbH, Hamburger Straße 41, 21465 Reinbek",Schleswig-Holstein,4336970.413866331,3378132.400189492,20000,84.0369917103179,12,4326970.413866331,4346970.413866331,3368132.400189492,3388132.400189492
K000000060,DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche,10.2094,54.2889,Henry-Dunant-Str. 6 - 10,24223,Schwentinental,Schleswig-Holstein,"DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche, Henry-Dunant-Str. 6 - 10, 24223 Schwentinental",Schleswig-Holstein,4334639.605379865,3464726.544793063,20000,75.36082811962498,9,4324639.605379865,4344639.605379865,3454726.544793063,3474726.544793063
K000000061,Vamed Ostseeklinik Damp,10.0221,54.5862,Seute-Deern-Ring 20,24351,Ostseebad Damp,Schleswig-Holstein,"Vamed Ostseeklinik Damp, Seute-Deern-Ring 20, 24351 Ostseebad Damp",Schleswig-Holstein,4322429.22189624,3497791.387411542,20000,29.651146156452334,4,4312429.22189624,4332429.22189624,3487791.387411542,3507791.387411542
K000000062,Kinderzentrum Pelzerhaken,10.8642,54.0885,Zum Leuchtturm 4,23730,Neustadt in Holstein,Schleswig-Holstein,"Kinderzentrum Pelzerhaken, Zum Leuchtturm 4, 23730 Neustadt in Holstein",Schleswig-Holstein,4377560.389376469,3442743.251241628,20000,30.662327824368127,4,4367560.389376469,4387560.389376469,3432743.251241628,3452743.251241628
K000000063,nordBLICK Augenklinik Bellevue GmbH,10.1488,54.3454,Lindenallee 21/23,24105,Kiel,Schleswig-Holstein,"nordBLICK Augenklinik Bellevue GmbH, Lindenallee 21/23, 24105 Kiel",Schleswig-Holstein,4330679.17187897,3471004.262479976,20000,70.15969194521789,10,4320679.17187897,4340679.17187897,3461004.262479976,3481004.262479976
K000000064,Paracelsus-Nordseeklinik Helgoland,7.8865,54.1786,Invasorenpfad 1040,27498,Helgoland,Schleswig-Holstein,"Paracelsus-Nordseeklinik Helgoland, Invasorenpfad 1040, 27498 Helgoland",Schleswig-Holstein,4182991.6676073777,3454448.090667455,20000,0.0,0,4172991.6676073777,4192991.6676073777,3444448.090667455,3464448.090667455
K000000065,FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,9.9928,54.0654,Friesenstr. 11,24534,Neumünster,Schleswig-Holstein,"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH, Friesenstraße 11, 24534 Neumünster",Schleswig-Holstein,4320528.499728398,3439834.94005504,20000,79.73022955327178,6,4310528.499728398,4330528.499728398,3429834.94005504,3449834.94005504
K000000066,CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG,10.7836,53.998,Saunaring 6,23669,Timmendorfer Strand,Schleswig-Holstein,"CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG, Saunaring 6, 23669 Timmendorfer Strand",Schleswig-Holstein,4372396.235216148,3432612.5312309735,20000,61.890987190211455,5,4362396.235216148,4382396.235216148,3422612.5312309735,3442612.5312309735
K000000067,Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck),10.681,53.892,Triftstr. 139-143,23554,Lübeck,Schleswig-Holstein,"Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck), Triftstraße 139-143, 23554 Lübeck",Schleswig-Holstein,4365779.556875441,3420748.830191649,20000,80.06652079131005,14,4355779.556875441,4375779.556875441,3410748.830191649,3430748.830191649
K000000068,Vorwerker Fachklinik (Tagesklinik Lübeck),10.681,53.892,Triftstr. 139-143,23554,Lübeck,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Lübeck), Triftstraße 139-143, 23554 Lübeck",Schleswig-Holstein,4365779.556875441,3420748.830191649,20000,80.06652079131005,14,4355779.556875441,4375779.556875441,3410748.830191649,3430748.830191649
K000000069,Vorwerker Fachklinik (Tagesklinik Büchen),10.6231,53.4726,Lauenburger Str. 39,21514,Büchen,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Büchen), Lauenburger Straße 39, 21514 Büchen",Schleswig-Holstein,4362378.962985752,3374043.7629233385,20000,47.200324395707625,5,4352378.962985752,4372378.962985752,3364043.7629233385,3384043.7629233385
K000000070,Vorwerker Fachklinik (Tagesklinik Eutin),10.6013,54.1327,Hospitalstr. 22,23701,Eutin,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Eutin), Hospitalstraße 22, 23701 Eutin",Schleswig-Holstein,4360313.075865087,3447487.6429028427,20000,45.804127605080865,6,4350313.075865087,4370313.075865087,3437487.6429028427,3457487.6429028427
K000000072,Klinik Klosterstraße GmbH,9.9947,54.0787,Klosterstr. 63-65,24536,Neumünster,Schleswig-Holstein,"Klinik Klosterstraße GmbH, Klosterstraße 63-65, 24536 Neumünster",Schleswig-Holstein,4320653.033503845,3441315.0034968043,20000,81.32390613962566,6,4310653.033503845,4330653.033503845,3431315.0034968043,3451315.0034968043
K000000073,Schön Klinik Neustadt,10.8291,54.0908,Am Kiebitzberg 10,23730,Neustadt in Holstein,Schleswig-Holstein,"Schön Klinik Neustadt, Am Kiebitzberg 10, 23730 Neustadt in Holstein",Schleswig-Holstein,4375260.29568337,3442972.316388374,20000,36.01900605538688,5,4365260.29568337,4385260.29568337,3432972.316388374,3452972.316388374
K000000074,Westküstenklinikum Heide,9.0804,54.199,Esmarchstr. 50,25746,Heide,Schleswig-Holstein,"Westküstenklinikum Heide, Esmarchstraße 50, 25746 Heide",Schleswig-Holstein,4260972.813930081,3455083.9129554722,20000,52.767954699584266,5,4250972.813930081,4270972.813930081,3445083.9129554722,3465083.9129554722
K000000075,Westküstenklinikum Brunsbüttel,9.146,53.8997,Delbrückstr. 2,25541,Brunsbüttel,Schleswig-Holstein,"Westküstenklinikum Brunsbüttel, Delbrückstrasse 2, 25541 Brunsbüttel",Schleswig-Holstein,4264855.527723712,3421726.2140651555,20000,27.054170826194277,6,4254855.527723712,4274855.527723712,3411726.2140651555,3431726.2140651555
K000000076,Praxisklinik Kronshagen,10.098,54.3376,Eichkoppelweg 74,24119,Kronshagen,Schleswig-Holstein,"Praxisklinik Kronshagen, Eichkoppelweg 74, 24119 Kronshagen",Schleswig-Holstein,4327375.923467798,3470130.6155361985,20000,71.15478671386167,10,4317375.923467798,4337375.923467798,3460130.6155361985,3480130.6155361985
K000000077,Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,10.7058,53.8754,Marlistr. 10,23566,Lübeck,Schleswig-Holstein,"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-, Marlistr. 10, 23566 Lübeck",Schleswig-Holstein,4367428.500483857,3418917.207761716,20000,80.13124782817161,15,4357428.500483857,4377428.500483857,3408917.207761716,3428917.207761716
K000000078,Asklepios Klinik Bad Oldesloe,10.3637,53.8126,Schützenstaße 55,23843,Bad Oldesloe,Schleswig-Holstein,"Asklepios Klinik Bad Oldesloe, Schützenstaße 55, 23843 Bad Oldesloe",Schleswig-Holstein,4344960.602428455,3411762.51389132,20000,64.0802882977185,5,4334960.602428455,4354960.602428455,3401762.51389132,3421762.51389132
K000000079,Schön Klinik Bad Bramstedt,9.8884,53.9047,Birkenweg 10,24576,Bad Bramstedt,Schleswig-Holstein,"Schön Klinik Bad Bramstedt, Birkenweg 10, 24576 Bad Bramstedt",Schleswig-Holstein,4313663.763755817,3421957.258576208,20000,38.78293874714573,5,4303663.763755817,4323663.763755817,3411957.258576208,3431957.258576208
