hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,rail_length_in_cell_km_1885,rail_segments_hitting_cell_1885,x_min,x_max,y_min,y_max
K000000002,Diakonissenkrankenhaus Flensburg,9.426,54.7904,Knuthstr. 1,24939,Flensburg,Schleswig-Holstein,"Diakonissenkrankenhaus Flensburg, Knuthstr. 1, 24939 Flensburg",Schleswig-Holstein,4284063.680874565,3520661.6586438394,10000,34.53746505955813,10,4279063.680874565,4289063.680874565,3515661.6586438394,3525661.6586438394
K000000003,Malteser Krankenhaus St. Franziskus-Hospital,9.4216,54.793,Waldstr. 17,24939,Flensburg,Schleswig-Holstein,"Malteser Krankenhaus St. Franziskus-Hospital, Waldstraße 17, 24939 Flensburg",Schleswig-Holstein,4283782.918033585,3520953.2399278237,10000,33.64212129999944,10,4278782.918033585,4288782.918033585,3515953.2399278237,3525953.2399278237
K000000004,Städtisches Krankenhaus Kiel GmbH,10.1162,54.3224,Chemnitzstr. 33,24116,Kiel,Schleswig-Holstein,"Städtisches Krankenhaus Kiel GmbH, Chemnitzstr. 33, 24116 Kiel",Schleswig-Holstein,4328562.788163073,3468440.8663023724,10000,31.372415585440287,8,4323562.788163073,4333562.788163073,3463440.8663023724,3473440.8663023724
K000000005,Sankt Elisabeth Krankenhaus Kiel,10.1271,54.3168,Königsweg 8,24103,Kiel,Schleswig-Holstein,"Sankt Elisabeth Krankenhaus Kiel, Königsweg 8, 24103 Kiel",Schleswig-Holstein,4329273.319929826,3467818.8743014503,10000,32.237875752176656,8,4324273.319929826,4334273.319929826,3462818.8743014503,3472818.8743014503
K000000006,Park-Klinik GmbH,10.1256,54.3267,Goethestr. 11,24116,Kiel,Schleswig-Holstein,"Park-Klinik GmbH, Goethestrasse 11, 24116 Kiel",Schleswig-Holstein,4329173.733636578,3468920.406320483,10000,32.71766817336886,8,4324173.733636578,4334173.733636578,3463920.406320483,3473920.406320483
K000000007,Lubinus Clinicum,10.1169,54.3537,Steenbeker Weg 25,24106,Kiel,Schleswig-Holstein,"Lubinus Clinicum, Steenbeker Weg 25, 24106 Kiel",Schleswig-Holstein,4328602.617124513,3471924.0993981217,10000,17.719275575899463,6,4323602.617124513,4333602.617124513,3466924.0993981217,3476924.0993981217
K000000008,Klinik Flechsig GmbH,10.1162,54.3224,Chemnitzstr. 33,24116,Kiel,Schleswig-Holstein,"Klinik Flechsig GmbH, Chemnitzstraße 33, 24116 Kiel",Schleswig-Holstein,4328562.788163073,3468440.8663023724,10000,31.372415585440287,8,4323562.788163073,4333562.788163073,3463440.8663023724,3473440.8663023724
K000000009,Kath. Marien-Krankenhaus Lübeck gemeinnützige GmbH,10.6851,53.8623,Parade 3,23552,Lübeck,Schleswig-Holstein,"Kath. Marien-Krankenhaus Lübeck gemeinnützige GmbH, Parade 3, 23552 Lübeck",Schleswig-Holstein,4366080.861902422,3417446.3719349066,10000,33.302536134535295,10,4361080.861902422,4371080.861902422,3412446.3719349066,3422446.3719349066
K000000010,DRK-Fachklinik Hahnknüll gGmbH,9.9468,54.0984,Hahnknüll 58,24537,Neumünster,Schleswig-Holstein,"DRK-Fachklinik Hahnknüll gGmbH, Hahnknüll 58, 24537 Neumünster",Schleswig-Holstein,4317518.879449323,3443508.560190071,10000,35.66749172040583,5,4312518.879449323,4322518.879449323,3438508.560190071,3448508.560190071
K000000012,Johanniter-Krankenhaus Geesthacht GmbH,10.3854,53.4316,Am Runden Berge 3,21502,Geesthacht,Schleswig-Holstein,"Johanniter-Krankenhaus Geesthacht GmbH, Am Runden Berge 3, 21502 Geesthacht",Schleswig-Holstein,4346618.478579923,3369371.4793781755,10000,9.538066925942369,4,4341618.478579923,4351618.478579923,3364371.4793781755,3374371.4793781755
K000000013,Johanniter Tagesklinik Schwarzenbek,10.4787,53.5058,Körnerplatz 6,21493,Schwarzenbek,Schleswig-Holstein,"Johanniter Tagesklinik Schwarzenbek, Körnerplatz 6, 21493 Schwarzenbek",Schleswig-Holstein,4352765.125847484,3377665.4490056788,10000,16.377646588413583,2,4347765.125847484,4357765.125847484,3372665.4490056788,3382665.4490056788
K000000014,Johanniter Tagesklnik Mölln,10.6864,53.6262,Wasserkrüger Weg 7,23879,Mölln,Schleswig-Holstein,"Johanniter Tagesklnik Mölln, Wasserkrüger Weg 7, 23879 Mölln",Schleswig-Holstein,4366418.669865862,3391174.1379039227,10000,20.205801551240295,3,4361418.669865862,4371418.669865862,3386174.1379039227,3396174.1379039227
K000000015,DRK-Krankenhaus Mölln-Ratzeburg gGmbH,10.7798,53.6893,Röpersberg 2,23909,Ratzeburg,Schleswig-Holstein,"DRK-Krankenhaus Mölln-Ratzeburg gGmbH, Röpersberg 2, 23909 Ratzeburg",Schleswig-Holstein,4372522.103034477,3398258.273351076,10000,22.62620443866093,4,4367522.103034477,4377522.103034477,3393258.273351076,3403258.273351076
K000000016,"Klinikum Nordfriesland gGmbH, Klinik Husum",9.0507,54.4824,Erichsenweg 16,25813,Husum,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Klinik Husum, Erichsenweg 16, 25813 Husum",Schleswig-Holstein,4259455.570677312,3486644.221835525,10000,26.830651730690114,6,4254455.570677312,4264455.570677312,3481644.221835525,3491644.221835525
K000000017,"Klinikum Nordfriesland gGmbH, Klinik Niebüll",8.8448,54.7928,Gather Landstr. 75,25899,Niebüll,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Klinik Niebüll, Gather Landstraße 75, 25899 Niebüll",Schleswig-Holstein,4246671.187045708,3521376.535804889,10000,28.26123071485387,5,4241671.187045708,4251671.187045708,3516376.535804889,3526376.535804889
K000000019,"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum",8.5642,54.6851,Rebbelstieg 24,25938,Wyk,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum, Rebbelstieg 24, 25938 Wyk",Schleswig-Holstein,4228375.971490202,3509717.5825659707,10000,0.0,0,4223375.971490202,4233375.971490202,3504717.5825659707,3514717.5825659707
K000000020,DIAKO Nordfriesland gGmbH (Fachklinik für Psychiatrie und Psychosomatik - stat. Angebote),8.985,54.6152,Gammeltoft 8-15,25821,Breklum,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Fachklinik für Psychiatrie und Psychosomatik - stat. Angebote), Gammeltoft 8-15, 25821 Breklum",Schleswig-Holstein,4255407.988962222,3501479.108866842,10000,16.45228417471089,3,4250407.988962222,4260407.988962222,3496479.108866842,3506479.108866842
K000000022,DIAKO Nordfriesland gGmbH (Tagesklinik Husum),9.0506,54.4863,Theodor-Schäfer-Str. 1b,25813,Husum,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Tagesklinik Husum), Theodor-Schäfer-Str. 1b, 25813 Husum",Schleswig-Holstein,4259454.894726628,3487078.2763443915,10000,27.226604288892776,6,4254454.894726628,4264454.894726628,3482078.2763443915,3492078.2763443915
K000000023,DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll),8.8335,54.7867,Bahnhofstr. 24a,25899,Niebüll,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll), Bahnhofstraße 24a, 25899 Niebüll",Schleswig-Holstein,4245932.993349411,3520709.490628554,10000,30.273639126768916,5,4240932.993349411,4250932.993349411,3515709.490628554,3525709.490628554
K000000024,Asklepios Nordseeklinik Westerland/Sylt,8.3145,54.9256,Norderstr. 81,25980,Sylt/OT Westerland,Schleswig-Holstein,"Asklepios Nordseeklinik Westerland/Sylt, Norderstr. 81, 25980 Sylt/OT Westerland",Schleswig-Holstein,4212908.597348547,3536822.2175096935,10000,18.838893755091146,7,4207908.597348547,4217908.597348547,3531822.2175096935,3541822.2175096935
K000000025,Klinik Dr. Winkler,9.0559,54.48,Brinckmannstr. 6,25813,Husum,Schleswig-Holstein,"Klinik Dr. Winkler, Brinckmannstraße 6, 25813 Husum",Schleswig-Holstein,4259789.118189608,3486372.7479204214,10000,28.4770368130064,7,4254789.118189608,4264789.118189608,3481372.7479204214,3491372.7479204214
K000000026,Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn,11.1857,54.4415,Mummendorfer Weg 12,23769,Burg auf Fehmarn,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn, Mummendorfer Weg 12, 23769 Burg auf Fehmarn",Schleswig-Holstein,4397945.164825873,3482319.6480205134,10000,13.553010270078826,5,4392945.164825873,4402945.164825873,3477319.6480205134,3487319.6480205134
K000000027,Sana Kliniken Ostholstein GmbH - Klinik Eutin,10.6013,54.1327,Hospitalstr. 22,23701,Eutin,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Klinik Eutin, Hospitalstraße 22, 23701 Eutin",Schleswig-Holstein,4360313.075865087,3447487.6429028427,10000,20.06229626168822,5,4355313.075865087,4365313.075865087,3442487.6429028427,3452487.6429028427
K000000028,Sana Kliniken Ostholstein GmbH - Klinik Oldenburg,10.8799,54.2902,Mühlenkamp 5,23758,Oldenburg i.H.,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Klinik Oldenburg, Mühlenkamp 5, 23758 Oldenburg i.H.",Schleswig-Holstein,4378310.360640407,3465200.0813520155,10000,9.755993418425907,2,4373310.360640407,4383310.360640407,3460200.0813520155,3470200.0813520155
K000000029,AMEOS Klinikum Neustadt,10.7952,54.1057,Wiesenhof 1,23730,Neustadt i. H.,Schleswig-Holstein,"AMEOS Klinikum Neustadt, Wiesenhof 1, 23730 Neustadt i. H.",Schleswig-Holstein,4373023.312473198,3444605.46158392,10000,18.86437356130231,4,4368023.312473198,4378023.312473198,3439605.46158392,3449605.46158392
K000000030,AMEOS Klinikum Lübeck,10.6912,53.85,Kahlhorststr. 33,23562,Lübeck,Schleswig-Holstein,"AMEOS Klinikum Lübeck, Kahlhorststraße 33, 23562 Lübeck",Schleswig-Holstein,4366495.4884577785,3416081.44877224,10000,32.14015033071995,10,4361495.4884577785,4371495.4884577785,3411081.44877224,3421081.44877224
K000000031,AMEOS Klinikum Heiligenhafen,10.9622,54.3741,Friedrich-Ebert-Str. 100,23774,Heiligenhafen,Schleswig-Holstein,"AMEOS Klinikum Heiligenhafen, Friedrich-Ebert-Straße 100, 23774 Heiligenhafen",Schleswig-Holstein,4383544.028417381,3474604.282811055,10000,4.098875240405997,2,4378544.028417381,4388544.028417381,3469604.282811055,3479604.282811055
K000000032,AMEOS Klinikum Kiel,10.1849,54.2966,Tiroler Ring 621-62,24147,Kiel,Schleswig-Holstein,"AMEOS Klinikum Kiel, Tiroler Ring 621-62, 24147 Kiel",Schleswig-Holstein,4333041.534276582,3465579.074019899,10000,30.53122651346952,5,4328041.534276582,4338041.534276582,3460579.074019899,3470579.074019899
K000000033,AMEOS Klinikum Preetz,10.2763,54.2387,Am Krankenhaus 5a,24211,Preetz,Schleswig-Holstein,"AMEOS Klinikum Preetz, Am Krankenhaus 5a, 24211 Preetz",Schleswig-Holstein,4339018.927373697,3459154.7846007836,10000,12.35892405470238,1,4334018.927373697,4344018.927373697,3454154.7846007836,3464154.7846007836
K000000034,AMEOS Tageslinik Oldenburg,10.8805,54.2921,Hoheluftstr. 10,23758,Oldenburg i. H.,Schleswig-Holstein,"AMEOS Klinikum Oldenburg, Hoheluftstraße 10, 23758 Oldenburg i. H.",Schleswig-Holstein,4378346.819519611,3465411.981595113,10000,9.578969419474001,2,4373346.819519611,4383346.819519611,3460411.981595113,3470411.981595113
K000000035,AMEOS Klinikum Oldenburg,10.8799,54.2902,Mühlenkamp 5,23758,Oldenburg i. H.,Schleswig-Holstein,"AMEOS Klinikum Oldenburg, Mühlenkamp 5, 23758 Oldenburg i. H.",Schleswig-Holstein,4378310.360640407,3465200.0813520155,10000,9.755993418425907,2,4373310.360640407,4383310.360640407,3460200.0813520155,3470200.0813520155
K000000036,Sankt Elisabeth Krankenhaus Eutin,10.6108,54.1379,Plöner Str. 42,23701,Eutin,Schleswig-Holstein,"Sankt Elisabeth Krankenhaus Eutin, Plöner Str. 42, 23701 Eutin",Schleswig-Holstein,4360929.206448489,3448071.501822372,10000,20.591917458083756,5,4355929.206448489,4365929.206448489,3443071.501822372,3453071.501822372
K000000037,HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC],10.694,53.9223,Am Hochkamp 21,23611,Bad Schwartau,Schleswig-Holstein,"HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC], Am Hochkamp 21, 23611 Bad Schwartau",Schleswig-Holstein,4366601.5620535165,3424128.710189926,10000,24.436867757423855,5,4361601.5620535165,4371601.5620535165,3419128.710189926,3429128.710189926
K000000038,AUGUST-BIER-KLINIK - Neurologie und Rehabilitation,10.5476,54.1648,Diekseepromendade 7-11,23714,Bad Malente-Gremsmühlen,Schleswig-Holstein,"AUGUST-BIER-KLINIK - Neurologie und Rehabilitation, Diekseepromendade 7-11, 23714 Bad Malente-Gremsmühlen",Schleswig-Holstein,4356774.769489458,3451031.8892357326,10000,18.958801760423327,4,4351774.769489458,4361774.769489458,3446031.8892357326,3456031.8892357326
K000000039,"Sana Kliniken Ostholstein GmbH, Klinik Middelburg",10.6836,54.0818,Middelburger Str. 1,23701,Süsel,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH, Klinik Middelburg, Middelburger Str. 1, 23701 Süsel",Schleswig-Holstein,4365748.04913619,3441871.290815537,10000,23.0127712942374,3,4360748.04913619,4370748.04913619,3436871.290815537,3446871.290815537
K000000040,Regio Kliniken GmbH - Klinikum Pinneberg,9.811,53.6549,Fahltskamp 74,25421,Pinneberg,Schleswig-Holstein,"Regio Kliniken GmbH - Klinikum Pinneberg, Fahltskamp 74, 25421 Pinneberg",Schleswig-Holstein,4308502.219749113,3394169.2342296834,10000,12.764986343994698,1,4303502.219749113,4313502.219749113,3389169.2342296834,3399169.2342296834
K000000041,Regio Kliniken GmbH - Klinikum Elmshorn,9.6839,53.7511,Agnes-Karll-Allee 17,25337,Elmshorn,Schleswig-Holstein,"Regio Kliniken GmbH - Klinikum Elmshorn, Agnes-Karll-Allee 17, 25337 Elmshorn",Schleswig-Holstein,4300144.993611282,3404903.908846411,10000,22.63156974749624,3,4295144.993611282,4305144.993611282,3399903.908846411,3409903.908846411
K000000043,Klinik Preetz,10.2763,54.2387,Am Krankenhaus 5,24306,Plön,Schleswig-Holstein,"Klinik Preetz, Am Krankenhaus 5, 24306 Plön",Schleswig-Holstein,4339018.927373697,3459154.7846007836,10000,12.35892405470238,1,4334018.927373697,4344018.927373697,3454154.7846007836,3464154.7846007836
K000000044,Fachklinik Freudenholm-Ruhleben / Klinische Abteilung,10.4459,54.137,Missionsweg 3,24306,Bösdorf,Schleswig-Holstein,"Fachklinik Freudenholm-Ruhleben / Klinische Abteilung, Missionsweg 3, 24306 Bösdorf",Schleswig-Holstein,4350150.181538862,3447892.641749911,10000,11.667163508894,1,4345150.181538862,4355150.181538862,3442892.641749911,3452892.641749911
K000000045,imland GmbH - imland Klinik Rendsburg,9.6579,54.297,Lilienstr. 20-28,24768,Rendsburg,Schleswig-Holstein,"imland GmbH - imland Klinik Rendsburg, Lilienstr. 20-28, 24768 Rendsburg",Schleswig-Holstein,4298721.164730315,3465660.8849064177,10000,29.744092659604394,8,4293721.164730315,4303721.164730315,3460660.8849064177,3470660.8849064177
K000000046,imland GmbH - imland Klinik Eckernförde,9.8178,54.4823,Schleswiger Str. 114-116,24340,Eckernförde,Schleswig-Holstein,"imland GmbH - imland Klinik Eckernförde, Schleswiger Str. 114-116, 24340 Eckernförde",Schleswig-Holstein,4309187.313897285,3486243.821033149,10000,29.148616276483295,4,4304187.313897285,4314187.313897285,3481243.821033149,3491243.821033149
K000000047,HELIOS Klinik Schleswig GmbH,9.5586,54.5178,St. Jürgener Str. 1-3,24837,Schleswig,Schleswig-Holstein,"HELIOS Klinik Schleswig GmbH, St. Jürgener Straße 1-3, 24837 Schleswig",Schleswig-Holstein,4292407.188796034,3490266.778553714,10000,26.702311030978173,8,4287407.188796034,4297407.188796034,3485266.778553714,3495266.778553714
K000000048,"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",9.5711,54.5223,St. Jürgener Str. 5a,24837,Schleswig,Schleswig-Holstein,"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin, St. Jürgener Str. 5a, 24837 Schleswig",Schleswig-Holstein,4293219.924944723,3490762.6663589673,10000,26.050140515842145,7,4288219.924944723,4298219.924944723,3485762.6663589673,3495762.6663589673
K000000049,Margarethen Klinik gemeinnützige GmbH,9.9246,54.6588,Konsul-Lorentzen-Str. 3,24376,Kappeln,Schleswig-Holstein,"Margarethen Klinik gemeinnützige GmbH, Konsul-Lorentzen-Straße 3, 24376 Kappeln",Schleswig-Holstein,4316132.428899661,3505872.7730129953,10000,18.77166009119914,4,4311132.428899661,4321132.428899661,3500872.7730129953,3510872.7730129953
K000000050,Medizinische Klinik Borstel,10.1939,53.8211,Parkallee 35,23845,Borstel,Schleswig-Holstein,"Medizinische Klinik Borstel, Parkallee 35, 23845 Borstel",Schleswig-Holstein,4333771.633819363,3412665.3724599024,10000,10.198717001277197,2,4328771.633819363,4338771.633819363,3407665.3724599024,3417665.3724599024
K000000051,Psychiatrisches Krankenhaus Rickling,10.1745,53.9995,Daldorfer Str. 2,24635,Rickling,Schleswig-Holstein,"Psychiatrisches Krankenhaus Rickling, Daldorfer Straße 2, 24635 Rickling",Schleswig-Holstein,4332445.2732399395,3432515.1067521707,10000,11.63606403087065,1,4327445.2732399395,4337445.2732399395,3427515.1067521707,3437515.1067521707
K000000052,Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg),10.3036,53.944,Schillerstr. 13a,23795,Bad Segeberg,Schleswig-Holstein,"Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg), Schillerstraße 13a, 23795 Bad Segeberg",Schleswig-Holstein,4340939.052183179,3426366.8596163117,10000,21.67739576058472,3,4335939.052183179,4345939.052183179,3421366.8596163117,3431366.8596163117
K000000053,Klinikum Bad Bramstedt GmbH,9.8943,53.9041,Oskar-Alexander-Str. 26,24576,Bad Bramstedt,Schleswig-Holstein,"Klinikum Bad Bramstedt GmbH, Oskar-Alexander-Straße 26, 24576 Bad Bramstedt",Schleswig-Holstein,4314051.512158837,3421889.906479867,10000,12.21048888359721,2,4309051.512158837,4319051.512158837,3416889.906479867,3426889.906479867
K000000054,SK GmbH-Standort Am Kurpark,10.3083,53.9435,Am Kurpark 1,23795,Bad Segeberg,Schleswig-Holstein,"SK GmbH-Standort Am Kurpark, Am Kurpark 1, 23795 Bad Segeberg",Schleswig-Holstein,4341247.964870047,3426312.5223162314,10000,21.478025149026152,3,4336247.964870047,4346247.964870047,3421312.5223162314,3431312.5223162314
K000000055,SK GmbH-Standort Praxisklinik Norderstedt,9.9945,53.7045,Heidbergstr. 98,22846,Norderstedt,Schleswig-Holstein,"SK GmbH-Standort Praxisklinik Norderstedt, Heidbergstraße 98, 22846 Norderstedt",Schleswig-Holstein,4320636.7318844665,3399672.616779767,10000,1.4178696670807256,1,4315636.7318844665,4325636.7318844665,3394672.616779767,3404672.616779767
K000000056,SK GmbH-Standort Allgemeine Klinik,10.3093,53.9414,Krankenhausstr. 2,23795,Bad Segeberg,Schleswig-Holstein,"SK GmbH-Standort Allgemeine Klinik, Krankenhausstraße 2, 23795 Bad Segeberg",Schleswig-Holstein,4341314.653707406,3426079.1081824107,10000,21.449244543556404,3,4336314.653707406,4346314.653707406,3421079.1081824107,3431079.1081824107
K000000057,Klinikum Itzehoe,9.5019,53.9409,Robert-Koch-Str. 2,25524,Itzehoe,Schleswig-Holstein,"Klinikum Itzehoe, Robert-Koch-Str. 2, 25524 Itzehoe",Schleswig-Holstein,4288284.861744386,3426092.5983293597,10000,17.685310188510396,4,4283284.861744386,4293284.861744386,3421092.5983293597,3431092.5983293597
K000000059,Krankenhaus Reinbek St. Adolf-Stift GmbH,10.2407,53.5107,Hamburger Str. 41,21465,Reinbek,Schleswig-Holstein,"Krankenhaus Reinbek St. Adolf-Stift GmbH, Hamburger Straße 41, 21465 Reinbek",Schleswig-Holstein,4336970.413866331,3378132.400189492,10000,26.92851947632785,6,4331970.413866331,4341970.413866331,3373132.400189492,3383132.400189492
K000000060,DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche,10.2094,54.2889,Henry-Dunant-Str. 6 - 10,24223,Schwentinental,Schleswig-Holstein,"DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche, Henry-Dunant-Str. 6 - 10, 24223 Schwentinental",Schleswig-Holstein,4334639.605379865,3464726.544793063,10000,27.973620720341184,4,4329639.605379865,4339639.605379865,3459726.544793063,3469726.544793063
K000000061,Vamed Ostseeklinik Damp,10.0221,54.5862,Seute-Deern-Ring 20,24351,Ostseebad Damp,Schleswig-Holstein,"Vamed Ostseeklinik Damp, Seute-Deern-Ring 20, 24351 Ostseebad Damp",Schleswig-Holstein,4322429.22189624,3497791.387411542,10000,8.455627845070103,1,4317429.22189624,4327429.22189624,3492791.387411542,3502791.387411542
K000000062,Kinderzentrum Pelzerhaken,10.8642,54.0885,Zum Leuchtturm 4,23730,Neustadt in Holstein,Schleswig-Holstein,"Kinderzentrum Pelzerhaken, Zum Leuchtturm 4, 23730 Neustadt in Holstein",Schleswig-Holstein,4377560.389376469,3442743.251241628,10000,8.158595682910379,4,4372560.389376469,4382560.389376469,3437743.251241628,3447743.251241628
K000000063,nordBLICK Augenklinik Bellevue GmbH,10.1488,54.3454,Lindenallee 21/23,24105,Kiel,Schleswig-Holstein,"nordBLICK Augenklinik Bellevue GmbH, Lindenallee 21/23, 24105 Kiel",Schleswig-Holstein,4330679.17187897,3471004.262479976,10000,21.56577820855903,8,4325679.17187897,4335679.17187897,3466004.262479976,3476004.262479976
K000000064,Paracelsus-Nordseeklinik Helgoland,7.8865,54.1786,Invasorenpfad 1040,27498,Helgoland,Schleswig-Holstein,"Paracelsus-Nordseeklinik Helgoland, Invasorenpfad 1040, 27498 Helgoland",Schleswig-Holstein,4182991.6676073777,3454448.090667455,10000,0.0,0,4177991.6676073777,4187991.6676073777,3449448.090667455,3459448.090667455
K000000065,FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,9.9928,54.0654,Friesenstr. 11,24534,Neumünster,Schleswig-Holstein,"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH, Friesenstraße 11, 24534 Neumünster",Schleswig-Holstein,4320528.499728398,3439834.94005504,10000,38.245303181218155,6,4315528.499728398,4325528.499728398,3434834.94005504,3444834.94005504
K000000066,CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG,10.7836,53.998,Saunaring 6,23669,Timmendorfer Strand,Schleswig-Holstein,"CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG, Saunaring 6, 23669 Timmendorfer Strand",Schleswig-Holstein,4372396.235216148,3432612.5312309735,10000,15.997928682494514,4,4367396.235216148,4377396.235216148,3427612.5312309735,3437612.5312309735
K000000067,Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck),10.681,53.892,Triftstr. 139-143,23554,Lübeck,Schleswig-Holstein,"Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck), Triftstraße 139-143, 23554 Lübeck",Schleswig-Holstein,4365779.556875441,3420748.830191649,10000,27.64733280649922,7,4360779.556875441,4370779.556875441,3415748.830191649,3425748.830191649
K000000068,Vorwerker Fachklinik (Tagesklinik Lübeck),10.681,53.892,Triftstr. 139-143,23554,Lübeck,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Lübeck), Triftstraße 139-143, 23554 Lübeck",Schleswig-Holstein,4365779.556875441,3420748.830191649,10000,27.64733280649922,7,4360779.556875441,4370779.556875441,3415748.830191649,3425748.830191649
K000000069,Vorwerker Fachklinik (Tagesklinik Büchen),10.6231,53.4726,Lauenburger Str. 39,21514,Büchen,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Büchen), Lauenburger Straße 39, 21514 Büchen",Schleswig-Holstein,4362378.962985752,3374043.7629233385,10000,23.210842173279442,4,4357378.962985752,4367378.962985752,3369043.7629233385,3379043.7629233385
K000000070,Vorwerker Fachklinik (Tagesklinik Eutin),10.6013,54.1327,Hospitalstr. 22,23701,Eutin,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Eutin), Hospitalstraße 22, 23701 Eutin",Schleswig-Holstein,4360313.075865087,3447487.6429028427,10000,20.06229626168822,5,4355313.075865087,4365313.075865087,3442487.6429028427,3452487.6429028427
K000000072,Klinik Klosterstraße GmbH,9.9947,54.0787,Klosterstr. 63-65,24536,Neumünster,Schleswig-Holstein,"Klinik Klosterstraße GmbH, Klosterstraße 63-65, 24536 Neumünster",Schleswig-Holstein,4320653.033503845,3441315.0034968043,10000,37.796220690633255,6,4315653.033503845,4325653.033503845,3436315.0034968043,3446315.0034968043
K000000073,Schön Klinik Neustadt,10.8291,54.0908,Am Kiebitzberg 10,23730,Neustadt in Holstein,Schleswig-Holstein,"Schön Klinik Neustadt, Am Kiebitzberg 10, 23730 Neustadt in Holstein",Schleswig-Holstein,4375260.29568337,3442972.316388374,10000,14.305815293110484,4,4370260.29568337,4380260.29568337,3437972.316388374,3447972.316388374
K000000074,Westküstenklinikum Heide,9.0804,54.199,Esmarchstr. 50,25746,Heide,Schleswig-Holstein,"Westküstenklinikum Heide, Esmarchstraße 50, 25746 Heide",Schleswig-Holstein,4260972.813930081,3455083.9129554722,10000,25.097031791496097,4,4255972.813930081,4265972.813930081,3450083.9129554722,3460083.9129554722
K000000075,Westküstenklinikum Brunsbüttel,9.146,53.8997,Delbrückstr. 2,25541,Brunsbüttel,Schleswig-Holstein,"Westküstenklinikum Brunsbüttel, Delbrückstrasse 2, 25541 Brunsbüttel",Schleswig-Holstein,4264855.527723712,3421726.2140651555,10000,7.063801739395252,2,4259855.527723712,4269855.527723712,3416726.2140651555,3426726.2140651555
K000000076,Praxisklinik Kronshagen,10.098,54.3376,Eichkoppelweg 74,24119,Kronshagen,Schleswig-Holstein,"Praxisklinik Kronshagen, Eichkoppelweg 74, 24119 Kronshagen",Schleswig-Holstein,4327375.923467798,3470130.6155361985,10000,28.22454329884165,9,4322375.923467798,4332375.923467798,3465130.6155361985,3475130.6155361985
K000000077,Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,10.7058,53.8754,Marlistr. 10,23566,Lübeck,Schleswig-Holstein,"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-, Marlistr. 10, 23566 Lübeck",Schleswig-Holstein,4367428.500483857,3418917.207761716,10000,39.140579121433476,12,4362428.500483857,4372428.500483857,3413917.207761716,3423917.207761716
K000000078,Asklepios Klinik Bad Oldesloe,10.3637,53.8126,Schützenstaße 55,23843,Bad Oldesloe,Schleswig-Holstein,"Asklepios Klinik Bad Oldesloe, Schützenstaße 55, 23843 Bad Oldesloe",Schleswig-Holstein,4344960.602428455,3411762.51389132,10000,30.40650174005008,5,4339960.602428455,4349960.602428455,3406762.51389132,3416762.51389132
K000000079,Schön Klinik Bad Bramstedt,9.8884,53.9047,Birkenweg 10,24576,Bad Bramstedt,Schleswig-Holstein,"Schön Klinik Bad Bramstedt, Birkenweg 10, 24576 Bad Bramstedt",Schleswig-Holstein,4313663.763755817,3421957.258576208,10000,12.20303236331279,2,4308663.763755817,4318663.763755817,3416957.258576208,3426957.258576208
