hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,rail_length_in_cell_km_1885,rail_segments_hitting_cell_1885,x_min,x_max,y_min,y_max
K000000304,Krankenhaus Rheiderland,7.3524,53.168,Neue Str. 22,26826,Weener,Niedersachsen,"Krankenhaus Rheiderland, Neue Straße 22, 26826 Weener",Niedersachsen,4143970.571406216,3343197.8526050025,15000,27.70052189281189,4,4136470.571406216,4151470.571406216,3335697.8526050025,3350697.8526050025
K000000305,Krankenhaus Johanneum,8.4317,52.8939,Feldstr. 1,27793,Wildeshausen,Niedersachsen,"Krankenhaus Johanneum, Feldstrasse 1, 27793 Wildeshausen",Niedersachsen,4215455.242744568,3310606.525252046,15000,16.01365340286636,1,4207955.242744568,4222955.242744568,3303106.525252046,3318106.525252046
K000000307,Klinikum Wilhelmshaven gGmbH,8.0825,53.5454,Friedrich-Paffrath-Str. 100,26389,Wilhelmshaven,Niedersachsen,"Klinikum Wilhelmshaven gGmbH, Friedrich-Paffrath-Straße 100, 26389 Wilhelmshaven",Niedersachsen,4193894.3824486663,3383648.182501804,15000,14.733452833446867,2,4186394.3824486663,4201394.382448666,3376148.182501804,3391148.182501804
K000000308,Krankenhaus Wittmund gGmbH,7.7885,53.5719,Dohuser Weg 10,26409,Wittmund,Niedersachsen,"Krankenhaus Wittmund gGmbH, Dohuser Weg 10, 26409 Wittmund",Niedersachsen,4174503.547534134,3387150.8863602905,15000,34.51028885351825,5,4167003.547534134,4182003.547534134,3379650.8863602905,3394650.8863602905
K000000309,Fachklinik Bad Bentheim,7.1622,52.3171,Am Bade 1,48455,Bad Bentheim,Niedersachsen,"Fachklinik Bad Bentheim, Am Bade 1, 48455 Bad Bentheim",Niedersachsen,4127540.3588908417,3249054.2224543663,15000,42.77233996108335,5,4120040.3588908417,4135040.3588908417,3241554.2224543663,3256554.2224543663
K000000310,St. Josefs-Hospital Cloppenburg,8.04,52.8477,Krankenhausstr. 13,49661,Cloppenburg,Niedersachsen,"St. Josefs-Hospital Cloppenburg, Krankenhausstraße 13, 49661 Cloppenburg",Niedersachsen,4188961.257030042,3306106.9818586893,15000,46.674289578742396,4,4181461.257030042,4196461.257030042,3298606.9818586893,3313606.9818586893
K000000311,Niels-Stensen-Kliniken Franziskus-Hospital Harderberg,8.0737,52.2376,Alte Rothenfelder Str. 23,49124,Georgsmarienhütte,Niedersachsen,"Niels-Stensen-Kliniken Franziskus-Hospital Harderberg, Alte Rothenfelder Straße 23, 49124 Georgsmarienhütte",Niedersachsen,4189423.9524672218,3238177.6483796607,15000,54.068157876623836,9,4181923.9524672218,4196923.952467222,3230677.6483796607,3245677.6483796607
K000000312,Ammerland-Klinik Westerstede,7.919,53.2587,Lange Str. 38,26655,Westerstede,Niedersachsen,"Ammerland-Klinik Westerstede, Lange Straße 38, 26655 Westerstede",Niedersachsen,4182134.3212092416,3352053.6538081705,15000,29.19081502846154,7,4174634.3212092416,4189634.3212092416,3344553.6538081705,3359553.6538081705
K000000313,Johann-Wilhelm-Ritter-Klinik Zentrum für dermatologische Phototherapie GmbH & Co. KG,8.1527,52.1134,Parkstr. 35-37,49214,Bad Rothenfelde,Niedersachsen,"Johann-Wilhelm-Ritter-Klinik Zentrum für dermatologische Phototherapie GmbH & Co. KG, Parkstr. 35-37, 49214 Bad Rothenfelde",Niedersachsen,4194467.264287367,3224221.8734160936,15000,18.04152405221749,4,4186967.2642873675,4201967.264287367,3216721.8734160936,3231721.8734160936
K000000314,MediClin Hedon Klinik,7.3588,52.5119,Hedonallee 1,49811,Lingen (Ems),Niedersachsen,"MediClin Hedon Klinik, Hedonallee 1, 49811 Lingen (Ems)",Niedersachsen,4141725.9547225386,3270213.856426232,15000,23.237834860294665,2,4134225.9547225386,4149225.9547225386,3262713.856426232,3277713.856426232
K000000315,Marien Hospital Papenburg Aschendorf,7.3941,53.0755,Hauptkanal rechts 74-75,26871,Papenburg,Niedersachsen,"Marien Hospital Papenburg Aschendorf, Hauptkanal rechts 74-75, 26871 Papenburg",Niedersachsen,4146384.6066907737,3332809.1890027197,15000,17.391486881133403,3,4138884.6066907737,4153884.6066907737,3325309.1890027197,3340309.1890027197
K000000316,Westerstede,7.919,53.2587,Lange Str. 38,26655,Westerstede,Niedersachsen,"Westerstede, Lange Straße 38, 26655 Westerstede",Niedersachsen,4182134.3212092416,3352053.6538081705,15000,29.19081502846154,7,4174634.3212092416,4189634.3212092416,3344553.6538081705,3359553.6538081705
K000000317,Christliches Kinderhospital Osnabrück GmbH,8.0522,52.2699,Johannisfreiheit 1,49074,Osnabrück,Niedersachsen,"Christliches Kinderhospital Osnabrück GmbH, Johannisfreiheit 1, 49074 Osnabrück",Niedersachsen,4188052.238148297,3241809.678331698,15000,62.139727415256374,9,4180552.238148297,4195552.238148297,3234309.678331698,3249309.678331698
K000000318,Inselkrankenhaus Borkum,6.6712,53.5857,Gartenstr. 20,26757,Borkum,Niedersachsen,"Inselkrankenhaus Borkum, Gartenstraße 20, 26757 Borkum",Niedersachsen,4100611.7815453717,3391512.9889429323,15000,16.18428182640112,5,4093111.7815453717,4108111.7815453717,3384012.9889429323,3399012.9889429323
K000000319,STENUM Ortho GmbH,8.5553,53.0796,Heilstättenweg 1,27777,Ganderkesee,Niedersachsen,"STENUM Ortho GmbH, Heilstättenweg 1, 27777 Ganderkesee",Niedersachsen,4224186.446309893,3331095.23409276,15000,52.580110827164525,7,4216686.446309893,4231686.446309893,3323595.23409276,3338595.23409276
K000000320,Klinikum Bremen-Mitte,8.8365,53.0743,St.-Jürgen-Str. 1,28205,Bremen,Bremen,"Klinikum Bremen-Mitte, St.-Jürgen-Straße 1, 28205 Bremen",Bremen,4243018.849670724,3330167.130919364,15000,76.90697274492246,17,4235518.849670724,4250518.849670724,3322667.130919364,3337667.130919364
K000000321,Klinikum Bremen-Ost,8.9402,53.0643,Züricher Str. 40,28325,Bremen,Bremen,"Klinikum Bremen-Ost, Züricher Straße 40, 28325 Bremen",Bremen,4249952.141379786,3328948.0438532205,15000,66.93857668573688,9,4242452.141379786,4257452.141379786,3321448.0438532205,3336448.0438532205
K000000322,Klinikum Bremen-Nord,8.5937,53.1842,Hammersbecker Str. 228,28755,Bremen,Bremen,"Klinikum Bremen-Nord, Hammersbecker Straße 228, 28755 Bremen",Bremen,4226986.914862663,3342682.831570326,15000,23.583654893824026,4,4219486.914862663,4234486.914862663,3335182.831570326,3350182.831570326
K000000323,Klinikum Links der Weser,8.8187,53.0356,Senator-Weßling-Str. 1,28277,Bremen,Bremen,"Klinikum Links der Weser, Senator-Weßling-Str. 1, 28277 Bremen",Bremen,4241755.298188355,3325880.3290559216,15000,76.16839864462492,14,4234255.298188355,4249255.298188355,3318380.3290559216,3333380.3290559216
K000000324,DIAKO Ev. Diakonie-Krankenhaus gemeinnützige GmbH,8.7454,53.1258,Gröpelinger Heerstr. 406,28239,Bremen,Bremen,"DIAKO Ev. Diakonie-Krankenhaus gemeinnützige GmbH, Gröpelinger Heerstr. 406, 28239 Bremen",Bremen,4237013.658896045,3335998.9977402617,15000,57.185222754685526,15,4229513.658896045,4244513.658896045,3328498.9977402617,3343498.9977402617
K000000325,Krankenhaus St. Joseph-Stift Bremen GmbH,8.8359,53.0826,Schwachhauser Heerstr. 54,28209,Bremen,Bremen,"Krankenhaus St. Joseph-Stift Bremen GmbH, Schwachhauser Heerstraße 54, 28209 Bremen",Bremen,4242993.578344119,3331091.3018217604,15000,77.17011026170387,16,4235493.578344119,4250493.578344119,3323591.3018217604,3338591.3018217604
K000000326,Rotes Kreuz Krankenhaus Bremen gGmbH,8.8033,53.0693,St.-Pauli-Deich 24,28199,Bremen,Bremen,"Rotes Kreuz Krankenhaus Bremen gGmbH, St.-Pauli-Deich 24, 28199 Bremen",Bremen,4240784.6688620215,3329646.949825446,15000,72.92522589912943,16,4233284.6688620215,4248284.6688620215,3322146.949825446,3337146.949825446
K000000327,Roland Klinik gGmbH,8.8239,53.0566,Niedersachsendamm 72-74,28201,Bremen,Bremen,"Roland Klinik gGmbH, Niedersachsendamm 72-74, 28201 Bremen",Bremen,4242142.265394309,3328211.291312016,15000,78.25549881988267,16,4234642.265394309,4249642.265394309,3320711.291312016,3335711.291312016
K000000328,AMEOS Klinikum Dr. Heines Bremen,8.941,53.0756,Rockwinkeler Landstr. 110,28325,Bremen,Bremen,"AMEOS Klinikum Dr. Heines Bremen, Rockwinkeler Landstraße 110, 28325 Bremen",Bremen,4250024.268275391,3330204.616052911,15000,66.58444606462487,8,4242524.268275391,4257524.268275391,3322704.616052911,3337704.616052911
K000000329,Paracelsus-Klinik Bremen,8.8774,53.0796,In der Vahr 65,28329,Bremen,Bremen,"Paracelsus-Klinik Bremen, In der Vahr 65, 28329 Bremen",Bremen,4245769.027778482,3330713.7133909715,15000,74.46533663468053,15,4238269.027778482,4253269.027778482,3323213.7133909715,3338213.7133909715
K000000330,Klinikum Bremerhaven Reinkenheide gGmbH,8.6367,53.5379,Postbrookstr. 103,27574,Bremerhaven,Bremen,"Klinikum Bremerhaven Reinkenheide gGmbH, Postbrookstraße 103, 27574 Bremerhaven",Bremen,4230608.799332071,3381982.548899763,15000,38.45079228063137,7,4223108.799332071,4238108.799332071,3374482.548899763,3389482.548899763
K000000331,AMEOS Klinikum Am Bürgerpark Bremerhaven,8.6046,53.5324,Schiffdorfer Chaussee 29,27574,Bremerhaven,Bremen,"AMEOS Klinikum Am Bürgerpark Bremerhaven, Schiffdorfer Chaussee 29, 27574 Bremerhaven",Bremen,4228468.845567085,3381411.076379253,15000,38.73075932387563,7,4220968.845567085,4235968.845567085,3373911.076379253,3388911.076379253
K000000332,AMEOS Klinikum Mitte Bremerhaven,8.5761,53.552,Wiener Str. 1,27568,Bremerhaven,Bremen,"AMEOS Klinikum Mitte Bremerhaven, Wiener Str. 1, 27568 Bremerhaven",Bremen,4226622.597973177,3383628.601281427,15000,44.232407772715945,7,4219122.597973177,4234122.597973177,3376128.601281427,3391128.601281427
K000000333,ARCHE Klinik,8.6039,53.5335,Robert-Blum-Str. 7-9,27574,Bremerhaven,Bremen,"ARCHE Klinik, Robert-Blum-Straße 7-9, 27574 Bremerhaven",Bremen,4228424.819480354,3381534.3616288006,15000,39.167617918274345,7,4220924.819480354,4235924.819480354,3374034.3616288006,3389034.3616288006
K000000334,Universitätsklinikum Düsseldorf,6.788,51.1982,Moorenstr. 5,40225,Düsseldorf,Nordrhein-Westfalen,"Universitätsklinikum Düsseldorf, Moorenstraße 5, 40225 Düsseldorf",Nordrhein,4096568.3425240507,3125724.300470491,15000,82.94092293283826,22,4089068.3425240507,4104068.3425240507,3118224.300470491,3133224.300470491
K000000335,"Sana Kliniken Düsseldorf, Standort Gerresheim",6.8575,51.2431,Gräulinger Str. 120,40625,Düsseldorf,Nordrhein-Westfalen,"Sana Kliniken Düsseldorf, Standort Gerresheim, Gräulinger Str. 120, 40625 Düsseldorf",Nordrhein,4101634.9497766397,3130504.5093878414,15000,89.4899713861646,17,4094134.9497766397,4109134.9497766397,3123004.5093878414,3138004.5093878414
K000000336,"Sana Kliniken Düsseldorf, Standort Benrath",6.8708,51.1524,Urdenbacher Allee 83,40593,Düsseldorf,Nordrhein-Westfalen,"Sana Kliniken Düsseldorf, Standort Benrath, Urdenbacher Allee 83, 40593 Düsseldorf",Nordrhein,4102132.4861197677,3120381.9516335907,15000,63.66890403738261,11,4094632.4861197677,4109632.4861197677,3112881.9516335907,3127881.9516335907
K000000337,St. Martinus-Krankenhaus Düsseldorf,6.7606,51.2117,Gladbacher Str. 26,40219,Düsseldorf,Nordrhein-Westfalen,"St. Martinus-Krankenhaus Düsseldorf, Gladbacher Strasse 26, 40219 Düsseldorf",Nordrhein,4094721.561763071,3127309.454454378,15000,90.95643193741792,23,4087221.561763071,4102221.561763071,3119809.454454378,3134809.454454378
K000000338,Marien Hospital Düsseldorf GmbH,6.7846,51.2359,Rochusstr. 2,40479,Düsseldorf,Nordrhein-Westfalen,"Marien Hospital Düsseldorf GmbH, Rochusstr. 2, 40479 Düsseldorf",Nordrhein,4096514.7389876284,3129925.524454483,15000,91.138144209444,24,4089014.7389876284,4104014.7389876284,3122425.524454483,3137425.524454483
K000000339,St. Vinzenz-Krankenhaus,6.7909,51.2424,Schloßstr. 85,40477,Düsseldorf,Nordrhein-Westfalen,"St. Vinzenz-Krankenhaus, Schloßstr. 85, 40477 Düsseldorf",Nordrhein,4096985.88376625,3130628.7433303827,15000,89.62063880309736,23,4089485.88376625,4104485.88376625,3123128.7433303827,3138128.7433303827
K000000340,Florence-Nightingale-Krankenhaus,6.7494,51.3004,Kreuzbergstr. 79,40489,Düsseldorf,Nordrhein-Westfalen,"Florence-Nightingale-Krankenhaus, Kreuzbergstraße 79, 40489 Düsseldorf",Nordrhein,4094377.138398039,3137204.089855001,15000,48.67658540397266,10,4086877.138398039,4101877.138398039,3129704.089855001,3144704.089855001
K000000341,Evangelisches Krankenhaus Düsseldorf,6.7725,51.2126,Kirchfeldstr. 40,40217,Düsseldorf,Nordrhein-Westfalen,"Evangelisches Krankenhaus Düsseldorf, Kirchfeldstr. 40, 40217 Düsseldorf",Nordrhein,4095556.5789855216,3127372.721103572,15000,90.44406218770136,23,4088056.5789855216,4103056.5789855216,3119872.721103572,3134872.721103572
K000000342,Paracelsus Klinik Düsseldorf Golzheim,6.7594,51.2541,Friedrich-Lau-Str. 11,40474,Düsseldorf,Nordrhein-Westfalen,"Paracelsus Klinik Düsseldorf Golzheim, Friedrich-Lau-Strasse 11, 40474 Düsseldorf",Nordrhein,4094846.156860639,3132026.360296515,15000,93.76155512900586,24,4087346.156860639,4102346.156860639,3124526.360296515,3139526.360296515
K000000343,LVR-Klinikum Düsseldorf - Kliniken der Heinrich-Heine-Universität Düsseldorf,6.845,51.2414,Bergische Landstr. 2,40629,Düsseldorf,Nordrhein-Westfalen,"LVR-Klinikum Düsseldorf - Kliniken der Heinrich-Heine-Universität Düsseldorf, Bergische Landstraße 2, 40629 Düsseldorf",Nordrhein,4100754.8665114543,3130353.127638098,15000,87.07217347565357,18,4093254.8665114543,4108254.8665114543,3122853.127638098,3137853.127638098
K000000344,Wedau Kliniken,6.7827,51.3966,Zu den Rehwiesen 9-11,47055,Duisburg,Nordrhein-Westfalen,"Wedau Kliniken, Zu den Rehwiesen 9-11, 47055 Duisburg",Nordrhein,4097166.884753667,3147795.29110169,15000,130.87408199506814,34,4089666.884753667,4104666.884753667,3140295.29110169,3155295.29110169
K000000345,BG Klinikum Duisburg,6.7853,51.3809,Großenbaumer Allee 250,47249,Duisburg,Nordrhein-Westfalen,"Duisburg, Großenbaumer Allee 250, 47249 Duisburg",Nordrhein,4097270.976679564,3146042.03770016,15000,113.87338898862927,30,4089770.976679564,4104770.976679564,3138542.03770016,3153542.03770016
K000000346,Helios St. Johannes Klinik,6.7627,51.4893,An der Abtei 7-11,47166,Duisburg,Nordrhein-Westfalen,"Helios St. Johannes Klinik, An der Abtei 7-11, 47166 Duisburg",Nordrhein,4096232.5737801623,3158161.7406837814,15000,155.42265925009778,40,4088732.5737801623,4103732.5737801623,3150661.7406837814,3165661.7406837814
K000000347,Helios Marien Klinik,6.7532,51.4134,Grunewaldstr. 96,47053,Duisburg,Nordrhein-Westfalen,"Helios Marien Klinik, Grunewaldstr. 96, 47053 Duisburg",Nordrhein,4095198.936389082,3149753.6595432837,15000,178.8104413050853,39,4087698.936389082,4102698.936389082,3142253.6595432837,3157253.6595432837
K000000350,St. Camillus,6.708,51.531,Kirchstr. 12,47178,Duisburg,Nordrhein-Westfalen,"St. Camillus, Kirchstraße 12, 47178 Duisburg",Nordrhein,4092646.444040854,3162967.0474971095,15000,83.19805045592206,21,4085146.444040854,4100146.444040854,3155467.0474971095,3170467.0474971095
K000000351,Evangelisches Krankenhaus Duisburg Nord,6.7664,51.5149,Fahrner Str. 133-135,47169,Duisburg,Nordrhein-Westfalen,"Evangelisches Krankenhaus Duisburg Nord, Fahrner Straße 133-135, 47169 Duisburg",Nordrhein,4096615.156511122,3160996.207230803,15000,131.3166756629511,31,4089115.156511122,4104115.156511122,3153496.207230803,3168496.207230803
K000000352,BETHESDA Krankenhaus,6.7603,51.4168,Heerstr. 219,47053,Duisburg,Nordrhein-Westfalen,"BETHESDA Krankenhaus, Heerstraße 219, 47053 Duisburg",Nordrhein,4095709.0717942948,3150109.688851944,15000,183.02272382719028,41,4088209.0717942948,4103209.0717942948,3142609.688851944,3157609.688851944
K000000353,Universitätsklinikum Essen,6.989,51.4364,Hufelandstr. 55,45147,Essen,Nordrhein-Westfalen,"Universitätsklinikum Essen, Hufelandstr. 55, 45147 Essen",Nordrhein,4111691.900425532,3151608.126226818,15000,158.03208645250766,54,4104191.900425532,4119191.900425532,3144108.126226818,3159108.126226818
K000000354,St. Josef Krankenhaus Essen-Werden GmbH,7.0053,51.3884,Propsteistr. 2,45239,Essen,Nordrhein-Westfalen,"St. Josef Krankenhaus Essen-Werden GmbH, Propsteistr. 2, 45239 Essen",Nordrhein,4112605.8563411804,3146225.022629742,15000,103.75437928665788,30,4105105.8563411804,4120105.8563411804,3138725.022629742,3153725.022629742
K000000355,Katholisches Klinikum Essen - Betriebsteil Philippusstift,6.9501,51.4757,Hülsmannstr. 17,45355,Essen,Nordrhein-Westfalen,"Katholisches Klinikum Essen - Betriebsteil Philippusstift, Hülsmannstraße 17, 45355 Essen",Nordrhein,4109171.780035286,3156089.52889941,15000,188.5702304764684,64,4101671.780035286,4116671.780035286,3148589.52889941,3163589.52889941
K000000356,Elisabeth-Krankenhaus Essen,7.033,51.4456,Klara-Kopp-Weg 1,45138,Essen,Nordrhein-Westfalen,"Elisabeth-Krankenhaus Essen, Klara-Kopp-Weg 1, 45138 Essen",Nordrhein,4114790.0642721783,3152505.7849548617,15000,178.98155476743975,56,4107290.0642721783,4122290.0642721783,3145005.7849548617,3160005.7849548617
K000000357,Alfried Krupp Krankenhaus Steele,7.0919,51.4498,Hellweg 100,45276,Essen,Nordrhein-Westfalen,"Alfried Krupp Krankenhaus Steele, Hellweg 100, 45276 Essen",Nordrhein,4118899.7223746115,3152808.0775081445,15000,181.51602803785525,56,4111399.7223746115,4126399.7223746115,3145308.0775081445,3160308.0775081445
K000000358,"KEM | Evang. Kliniken Essen-Mitte, Evang. Huyssens-Stiftung Essen-Huttrop",7.03,51.4415,Henricistr. 92,45136,Essen,Nordrhein-Westfalen,"KEM | Evang. Kliniken Essen-Mitte, Evang. Huyssens-Stiftung Essen-Huttrop, Henricistraße 92, 45136 Essen",Nordrhein,4114563.186665491,3152058.425888145,15000,173.2783669354173,55,4107063.186665491,4122063.186665491,3144558.425888145,3159558.425888145
K000000359,"KEM | Evang. Kliniken Essen-Mitte, Evang. Krankenhaus Essen-Werden",7.006,51.3898,Pattbergstr. 1-3,45239,Essen,Nordrhein-Westfalen,"KEM | Evang. Kliniken Essen-Mitte, Evang. Krankenhaus Essen-Werden, Pattbergstrasse 1-3, 45239 Essen",Nordrhein,4112660.902986697,3146378.673250533,15000,105.8707312200712,30,4105160.902986697,4120160.902986697,3138878.673250533,3153878.673250533
K000000360,Alfried Krupp Krankenhaus Rüttenscheid,7.0077,51.4262,Alfried-Krupp-Str. 21,45131,Essen,Nordrhein-Westfalen,"Alfried Krupp Krankenhaus Rüttenscheid, Alfried-Krupp-Straße 21, 45131 Essen",Nordrhein,4112944.5975948274,3150420.681052308,15000,144.28090673126093,46,4105444.5975948274,4120444.5975948274,3142920.681052308,3157920.681052308
K000000361,LVR-Klinikum Essen,6.9961,51.4581,Virchowstr. 174,45147,Essen,Nordrhein-Westfalen,"LVR-Klinikum Essen, Virchowstraße 174, 45147 Essen",Nordrhein,4112284.203592805,3154000.352777932,15000,187.83350047176572,57,4104784.203592805,4119784.203592805,3146500.352777932,3161500.352777932
K000000363,Helios Cäcilien-Hospital Hüls,6.5146,51.3762,Fette Henn 50,47839,Krefeld-Hüls,Nordrhein-Westfalen,"Helios Cäcilien-Hospital Hüls, Fette Henn 50, 47839 Krefeld-Hüls",Nordrhein,4078422.435206727,3146383.72486057,15000,77.67329275262533,25,4070922.435206727,4085922.435206727,3138883.72486057,3153883.72486057
K000000364,Helios Klinikum Krefeld,6.5655,51.3201,Lutherplatz 40,47805,Krefeld,Nordrhein-Westfalen,"Helios Klinikum Krefeld, Lutherplatz 40, 47805 Krefeld",Nordrhein,4081669.427906996,3139980.323695752,15000,69.83759050340605,22,4074169.427906996,4089169.427906996,3132480.323695752,3147480.323695752
K000000365,Malteser Krankenhaus St. Josefshospital Uerdingen,6.649,51.352,Kurfürstenstr. 69,47829,Krefeld,Nordrhein-Westfalen,"Malteser Krankenhaus St. Josefshospital Uerdingen, Kurfürstenstraße 69, 47829 Krefeld",Nordrhein,4087645.564575297,3143255.965332862,15000,64.62966206346599,22,4080145.564575297,4095145.564575297,3135755.965332862,3150755.965332862
K000000366,Klinik Königshof,6.5738,51.3139,Am Dreifaltigkeitskloster 16,47807,Krefeld,Nordrhein-Westfalen,"Klinik Königshof, Am Dreifaltigkeitskloster 16, 47807 Krefeld",Nordrhein,4082215.0774788195,3139264.027885175,15000,68.74923575963278,20,4074715.0774788195,4089715.0774788195,3131764.027885175,3146764.027885175
K000000367,Alexianer Krefeld GmbH - Krankenhaus Maria-Hilf,6.5909,51.3272,Diessemer Bruch 81,47805,Krefeld,Nordrhein-Westfalen,"Alexianer Krefeld GmbH - Krankenhaus Maria-Hilf, Diessemer Bruch 81, 47805 Krefeld",Nordrhein,4083474.657097257,3140686.59856544,15000,68.2945243144386,21,4075974.657097257,4090974.657097257,3133186.59856544,3148186.59856544
K000000368,Städtische Kliniken Mönchengladbach GmbH,6.4193,51.1583,Hubertusstr. 100,41239,Mönchengladbach,Nordrhein-Westfalen,"Städtische Kliniken Mönchengladbach GmbH, Hubertusstraße 100, 41239 Mönchengladbach",Nordrhein,4070612.2701110705,3122487.031933302,15000,74.38369097770067,17,4063112.2701110705,4078112.2701110705,3114987.031933302,3129987.031933302
K000000370,Kliniken Maria Hilf GmbH,6.4199,51.2192,Viersener Str. 450,41063,Mönchengladbach,Nordrhein-Westfalen,"Kliniken Maria Hilf GmbH, Viersener Straße 450, 41063 Mönchengladbach",Nordrhein,4070984.632514527,3129253.3394953385,15000,83.6702113072748,21,4063484.632514527,4078484.632514527,3121753.3394953385,3136753.3394953385
K000000371,Johanniter GmbH - Ev. Krankenhaus Bethesda Mönchengladbach,6.4253,51.1993,Ludwig-Weber-Str. 15,41061,Mönchengladbach,Nordrhein-Westfalen,"Johanniter GmbH - Ev. Krankenhaus Bethesda Mönchengladbach, Ludwig-Weber-Str. 15, 41061 Mönchengladbach",Nordrhein,4071253.55421086,3127023.1977985175,15000,88.36000702795496,22,4063753.55421086,4078753.55421086,3119523.1977985175,3134523.1977985175
K000000372,LVR-Klinik Mönchengladbach,6.4379,51.1703,Heinrich-Pesch-Str. 39-41,41239,Mönchengladbach,Nordrhein-Westfalen,"LVR-Klinik Mönchengladbach, Heinrich-Pesch-Str. 39-41, 41239 Mönchengladbach",Nordrhein,4071976.4898658255,3123757.1551632616,15000,75.30791424174127,17,4064476.4898658255,4079476.4898658255,3116257.1551632616,3131257.1551632616
K000000373,St. Marien-Hospital Mülheim an der Ruhr GmbH,6.8869,51.426,Kaiserstr. 50,45468,Mülheim an der Ruhr,Nordrhein-Westfalen,"St. Marien-Hospital Mülheim an der Ruhr GmbH, Kaiserstraße 50, 45468 Mülheim an der Ruhr",Nordrhein,4104550.1563468017,3150749.5415792493,15000,153.81607635877788,44,4097050.1563468017,4112050.1563468017,3143249.5415792493,3158249.5415792493
K000000374,Evangelisches Krankenhaus Mülheim an der Ruhr GmbH,6.8829,51.4244,Wertgasse 30,45468,Mülheim an der Ruhr,Nordrhein-Westfalen,"Evangelisches Krankenhaus Mülheim an der Ruhr GmbH, Wertgasse 30, 45468 Mülheim an der Ruhr",Nordrhein,4104264.6581120486,3150583.5311959684,15000,153.60310111827596,45,4096764.6581120486,4111764.6581120486,3143083.5311959684,3158083.5311959684
K000000375,HELIOS St. Elisabeth Klinik Oberhausen,6.855,51.4617,Josefstr. 3,46045,Oberhausen,Nordrhein-Westfalen,"HELIOS St. Elisabeth Klinik Oberhausen, Josefstraße 3, 46045 Oberhausen",Nordrhein,4102504.4019520166,3154813.3382499116,15000,218.0424341697433,54,4095004.4019520166,4110004.4019520166,3147313.3382499116,3162313.3382499116
K000000376,AMEOS Klinikum St. Marien Oberhausen,6.8891,51.5021,Nürnberger Str. 10,46117,Oberhausen,Nordrhein-Westfalen,"AMEOS Klinikum St. Marien Oberhausen, Nürnberger Straße 10, 46117 Oberhausen",Nordrhein,4105062.8845223533,3159203.222066688,15000,195.16841398063244,47,4097562.8845223533,4112562.8845223533,3151703.222066688,3166703.222066688
K000000377,AMEOS Klinikum St. Josef Oberhausen,6.8633,51.4773,Mülheimer Str. 83,46045,Oberhausen,Nordrhein-Westfalen,"AMEOS Klinikum St. Josef Oberhausen, Mülheimer Straße 83, 46045 Oberhausen",Nordrhein,4103155.0128820194,3156522.7997592613,15000,216.87019385674293,53,4095655.0128820194,4110655.0128820194,3149022.7997592613,3164022.7997592613
K000000378,AMEOS Klinikum St. Clemens Oberhausen,6.8447,51.5175,Wilhelmstr. 34,46145,Oberhausen,Nordrhein-Westfalen,"AMEOS Klinikum St. Clemens Oberhausen, Wilhelmstraße 34, 46145 Oberhausen",Nordrhein,4102057.044687975,3161047.5057074237,15000,157.57059623120017,38,4094557.044687975,4109557.044687975,3153547.5057074237,3168547.5057074237
K000000379,Evangelisches Krankenhaus Oberhausen GmbH,6.8664,51.4741,Virchowstr. 20,46047,Oberhausen,Nordrhein-Westfalen,"Evangelisches Krankenhaus Oberhausen GmbH, Virchowstraße 20, 46047 Oberhausen",Nordrhein,4103354.911489461,3156157.807783543,15000,217.67850323333755,53,4095854.911489461,4110854.911489461,3148657.807783543,3163657.807783543
K000000380,Sana-Klinikum Remscheid GmbH,7.1873,51.162,Burger Str. 211,42859,Remscheid,Nordrhein-Westfalen,"Sana-Klinikum Remscheid GmbH, Burger Straße 211, 42859 Remscheid",Nordrhein,4124297.232727974,3120549.531964181,15000,62.26696285632209,15,4116797.232727974,4131797.232727974,3113049.531964181,3128049.531964181
K000000381,Evangelische Stiftung Tannenhof,7.2266,51.2046,Remscheider Str. 76,42899,Remscheid,Nordrhein-Westfalen,"Evangelische Stiftung Tannenhof, Remscheider Str. 76, 42899 Remscheid",Nordrhein,4127223.171188896,3125180.934511836,15000,95.86206718250513,20,4119723.171188896,4134723.171188896,3117680.934511836,3132680.934511836
K000000382,Städtisches Klinikum Solingen gemeinnützige GmbH,7.0694,51.1854,Gotenstr. 1,42653,Solingen,Nordrhein-Westfalen,"Städtisches Klinikum Solingen gemeinnützige GmbH, Gotenstraße 1, 42653 Solingen",Nordrhein,4116160.961738047,3123474.954657878,15000,90.75538839593165,19,4108660.961738047,4123660.961738047,3115974.954657878,3130974.954657878
K000000383,St. Lukas Klinik,6.9846,51.1545,Schwanenstr. 132,42697,Solingen,Nordrhein-Westfalen,"St. Lukas Klinik, Schwanenstraße 132, 42697 Solingen",Nordrhein,4110096.353618222,3120280.8631372475,15000,79.25053634885455,12,4102596.353618222,4117596.353618222,3112780.8631372475,3127780.8631372475
K000000384,Krankenhaus Bethanien gGmbH,7.0112,51.1379,Aufderhöher Str. 169,42699,42699,Nordrhein-Westfalen,"Krankenhaus Bethanien gGmbH, Aufderhöher Straße 169, 42699 42699",Nordrhein,4111880.445996667,3118359.0003802017,15000,72.91052594405683,11,4104380.445996667,4119380.445996667,3110859.0003802017,3125859.0003802017
