hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,rail_length_in_cell_km_1885,rail_segments_hitting_cell_1885,x_min,x_max,y_min,y_max
K000000022,DIAKO Nordfriesland gGmbH (Tagesklinik Husum),9.0506,54.4863,Theodor-Schäfer-Str. 1b,25813,Husum,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Tagesklinik Husum), Theodor-Schäfer-Str. 1b, 25813 Husum",Schleswig-Holstein,4259454.894726628,3487078.2763443915,15000,46.00227405637291,9,4251954.894726628,4266954.894726628,3479578.2763443915,3494578.2763443915
K000000023,DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll),8.8335,54.7867,Bahnhofstr. 24a,25899,Niebüll,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll), Bahnhofstraße 24a, 25899 Niebüll",Schleswig-Holstein,4245932.993349411,3520709.490628554,15000,45.0795474864595,5,4238432.993349411,4253432.993349411,3513209.490628554,3528209.490628554
K000000024,Asklepios Nordseeklinik Westerland/Sylt,8.3145,54.9256,Norderstr. 81,25980,Sylt/OT Westerland,Schleswig-Holstein,"Asklepios Nordseeklinik Westerland/Sylt, Norderstr. 81, 25980 Sylt/OT Westerland",Schleswig-Holstein,4212908.597348547,3536822.2175096935,15000,27.399400561323272,8,4205408.597348547,4220408.597348547,3529322.2175096935,3544322.2175096935
K000000025,Klinik Dr. Winkler,9.0559,54.48,Brinckmannstr. 6,25813,Husum,Schleswig-Holstein,"Klinik Dr. Winkler, Brinckmannstraße 6, 25813 Husum",Schleswig-Holstein,4259789.118189608,3486372.7479204214,15000,47.20953533834042,9,4252289.118189608,4267289.118189608,3478872.7479204214,3493872.7479204214
K000000026,Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn,11.1857,54.4415,Mummendorfer Weg 12,23769,Burg auf Fehmarn,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn, Mummendorfer Weg 12, 23769 Burg auf Fehmarn",Schleswig-Holstein,4397945.164825873,3482319.6480205134,15000,19.257730534135586,7,4390445.164825873,4405445.164825873,3474819.6480205134,3489819.6480205134
K000000027,Sana Kliniken Ostholstein GmbH - Klinik Eutin,10.6013,54.1327,Hospitalstr. 22,23701,Eutin,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Klinik Eutin, Hospitalstraße 22, 23701 Eutin",Schleswig-Holstein,4360313.075865087,3447487.6429028427,15000,32.69735200181493,5,4352813.075865087,4367813.075865087,3439987.6429028427,3454987.6429028427
K000000028,Sana Kliniken Ostholstein GmbH - Klinik Oldenburg,10.8799,54.2902,Mühlenkamp 5,23758,Oldenburg i.H.,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Klinik Oldenburg, Mühlenkamp 5, 23758 Oldenburg i.H.",Schleswig-Holstein,4378310.360640407,3465200.0813520155,15000,15.093086011070216,2,4370810.360640407,4385810.360640407,3457700.0813520155,3472700.0813520155
K000000029,AMEOS Klinikum Neustadt,10.7952,54.1057,Wiesenhof 1,23730,Neustadt i. H.,Schleswig-Holstein,"AMEOS Klinikum Neustadt, Wiesenhof 1, 23730 Neustadt i. H.",Schleswig-Holstein,4373023.312473198,3444605.46158392,15000,27.906420469136506,4,4365523.312473198,4380523.312473198,3437105.46158392,3452105.46158392
K000000030,AMEOS Klinikum Lübeck,10.6912,53.85,Kahlhorststr. 33,23562,Lübeck,Schleswig-Holstein,"AMEOS Klinikum Lübeck, Kahlhorststraße 33, 23562 Lübeck",Schleswig-Holstein,4366495.4884577785,3416081.44877224,15000,56.09268949657651,13,4358995.4884577785,4373995.4884577785,3408581.44877224,3423581.44877224
K000000031,AMEOS Klinikum Heiligenhafen,10.9622,54.3741,Friedrich-Ebert-Str. 100,23774,Heiligenhafen,Schleswig-Holstein,"AMEOS Klinikum Heiligenhafen, Friedrich-Ebert-Straße 100, 23774 Heiligenhafen",Schleswig-Holstein,4383544.028417381,3474604.282811055,15000,12.248491730596148,3,4376044.028417381,4391044.028417381,3467104.282811055,3482104.282811055
K000000032,AMEOS Klinikum Kiel,10.1849,54.2966,Tiroler Ring 621-62,24147,Kiel,Schleswig-Holstein,"AMEOS Klinikum Kiel, Tiroler Ring 621-62, 24147 Kiel",Schleswig-Holstein,4333041.534276582,3465579.074019899,15000,55.758439269147594,9,4325541.534276582,4340541.534276582,3458079.074019899,3473079.074019899
K000000033,AMEOS Klinikum Preetz,10.2763,54.2387,Am Krankenhaus 5a,24211,Preetz,Schleswig-Holstein,"AMEOS Klinikum Preetz, Am Krankenhaus 5a, 24211 Preetz",Schleswig-Holstein,4339018.927373697,3459154.7846007836,15000,23.12652434288753,2,4331518.927373697,4346518.927373697,3451654.7846007836,3466654.7846007836
K000000034,AMEOS Tageslinik Oldenburg,10.8805,54.2921,Hoheluftstr. 10,23758,Oldenburg i. H.,Schleswig-Holstein,"AMEOS Klinikum Oldenburg, Hoheluftstraße 10, 23758 Oldenburg i. H.",Schleswig-Holstein,4378346.819519611,3465411.981595113,15000,14.916673312609651,2,4370846.819519611,4385846.819519611,3457911.981595113,3472911.981595113
K000000035,AMEOS Klinikum Oldenburg,10.8799,54.2902,Mühlenkamp 5,23758,Oldenburg i. H.,Schleswig-Holstein,"AMEOS Klinikum Oldenburg, Mühlenkamp 5, 23758 Oldenburg i. H.",Schleswig-Holstein,4378310.360640407,3465200.0813520155,15000,15.093086011070216,2,4370810.360640407,4385810.360640407,3457700.0813520155,3472700.0813520155
K000000036,Sankt Elisabeth Krankenhaus Eutin,10.6108,54.1379,Plöner Str. 42,23701,Eutin,Schleswig-Holstein,"Sankt Elisabeth Krankenhaus Eutin, Plöner Str. 42, 23701 Eutin",Schleswig-Holstein,4360929.206448489,3448071.501822372,15000,32.79724879498949,5,4353429.206448489,4368429.206448489,3440571.501822372,3455571.501822372
K000000037,HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC],10.694,53.9223,Am Hochkamp 21,23611,Bad Schwartau,Schleswig-Holstein,"HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC], Am Hochkamp 21, 23611 Bad Schwartau",Schleswig-Holstein,4366601.5620535165,3424128.710189926,15000,46.97623159786624,8,4359101.5620535165,4374101.5620535165,3416628.710189926,3431628.710189926
K000000038,AUGUST-BIER-KLINIK - Neurologie und Rehabilitation,10.5476,54.1648,Diekseepromendade 7-11,23714,Bad Malente-Gremsmühlen,Schleswig-Holstein,"AUGUST-BIER-KLINIK - Neurologie und Rehabilitation, Diekseepromendade 7-11, 23714 Bad Malente-Gremsmühlen",Schleswig-Holstein,4356774.769489458,3451031.8892357326,15000,32.245308207904586,5,4349274.769489458,4364274.769489458,3443531.8892357326,3458531.8892357326
K000000039,"Sana Kliniken Ostholstein GmbH, Klinik Middelburg",10.6836,54.0818,Middelburger Str. 1,23701,Süsel,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH, Klinik Middelburg, Middelburger Str. 1, 23701 Süsel",Schleswig-Holstein,4365748.04913619,3441871.290815537,15000,42.66227770101569,4,4358248.04913619,4373248.04913619,3434371.290815537,3449371.290815537
K000000040,Regio Kliniken GmbH - Klinikum Pinneberg,9.811,53.6549,Fahltskamp 74,25421,Pinneberg,Schleswig-Holstein,"Regio Kliniken GmbH - Klinikum Pinneberg, Fahltskamp 74, 25421 Pinneberg",Schleswig-Holstein,4308502.219749113,3394169.2342296834,15000,36.37370478151961,3,4301002.219749113,4316002.219749113,3386669.2342296834,3401669.2342296834
K000000041,Regio Kliniken GmbH - Klinikum Elmshorn,9.6839,53.7511,Agnes-Karll-Allee 17,25337,Elmshorn,Schleswig-Holstein,"Regio Kliniken GmbH - Klinikum Elmshorn, Agnes-Karll-Allee 17, 25337 Elmshorn",Schleswig-Holstein,4300144.993611282,3404903.908846411,15000,34.06873905484853,3,4292644.993611282,4307644.993611282,3397403.908846411,3412403.908846411
K000000043,Klinik Preetz,10.2763,54.2387,Am Krankenhaus 5,24306,Plön,Schleswig-Holstein,"Klinik Preetz, Am Krankenhaus 5, 24306 Plön",Schleswig-Holstein,4339018.927373697,3459154.7846007836,15000,23.12652434288753,2,4331518.927373697,4346518.927373697,3451654.7846007836,3466654.7846007836
K000000044,Fachklinik Freudenholm-Ruhleben / Klinische Abteilung,10.4459,54.137,Missionsweg 3,24306,Bösdorf,Schleswig-Holstein,"Fachklinik Freudenholm-Ruhleben / Klinische Abteilung, Missionsweg 3, 24306 Bösdorf",Schleswig-Holstein,4350150.181538862,3447892.641749911,15000,19.41988169594014,5,4342650.181538862,4357650.181538862,3440392.641749911,3455392.641749911
K000000045,imland GmbH - imland Klinik Rendsburg,9.6579,54.297,Lilienstr. 20-28,24768,Rendsburg,Schleswig-Holstein,"imland GmbH - imland Klinik Rendsburg, Lilienstr. 20-28, 24768 Rendsburg",Schleswig-Holstein,4298721.164730315,3465660.8849064177,15000,45.27898690135387,8,4291221.164730315,4306221.164730315,3458160.8849064177,3473160.8849064177
K000000046,imland GmbH - imland Klinik Eckernförde,9.8178,54.4823,Schleswiger Str. 114-116,24340,Eckernförde,Schleswig-Holstein,"imland GmbH - imland Klinik Eckernförde, Schleswiger Str. 114-116, 24340 Eckernförde",Schleswig-Holstein,4309187.313897285,3486243.821033149,15000,41.86985416193664,4,4301687.313897285,4316687.313897285,3478743.821033149,3493743.821033149
K000000047,HELIOS Klinik Schleswig GmbH,9.5586,54.5178,St. Jürgener Str. 1-3,24837,Schleswig,Schleswig-Holstein,"HELIOS Klinik Schleswig GmbH, St. Jürgener Straße 1-3, 24837 Schleswig",Schleswig-Holstein,4292407.188796034,3490266.778553714,15000,44.38806017975067,9,4284907.188796034,4299907.188796034,3482766.778553714,3497766.778553714
K000000048,"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",9.5711,54.5223,St. Jürgener Str. 5a,24837,Schleswig,Schleswig-Holstein,"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin, St. Jürgener Str. 5a, 24837 Schleswig",Schleswig-Holstein,4293219.924944723,3490762.6663589673,15000,45.08130377037142,9,4285719.924944723,4300719.924944723,3483262.6663589673,3498262.6663589673
K000000049,Margarethen Klinik gemeinnützige GmbH,9.9246,54.6588,Konsul-Lorentzen-Str. 3,24376,Kappeln,Schleswig-Holstein,"Margarethen Klinik gemeinnützige GmbH, Konsul-Lorentzen-Straße 3, 24376 Kappeln",Schleswig-Holstein,4316132.428899661,3505872.7730129953,15000,27.684252324001914,4,4308632.428899661,4323632.428899661,3498372.7730129953,3513372.7730129953
K000000050,Medizinische Klinik Borstel,10.1939,53.8211,Parkallee 35,23845,Borstel,Schleswig-Holstein,"Medizinische Klinik Borstel, Parkallee 35, 23845 Borstel",Schleswig-Holstein,4333771.633819363,3412665.3724599024,15000,15.735171213293485,2,4326271.633819363,4341271.633819363,3405165.3724599024,3420165.3724599024
K000000051,Psychiatrisches Krankenhaus Rickling,10.1745,53.9995,Daldorfer Str. 2,24635,Rickling,Schleswig-Holstein,"Psychiatrisches Krankenhaus Rickling, Daldorfer Straße 2, 24635 Rickling",Schleswig-Holstein,4332445.2732399395,3432515.1067521707,15000,23.272010910972146,2,4324945.2732399395,4339945.2732399395,3425015.1067521707,3440015.1067521707
K000000052,Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg),10.3036,53.944,Schillerstr. 13a,23795,Bad Segeberg,Schleswig-Holstein,"Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg), Schillerstraße 13a, 23795 Bad Segeberg",Schleswig-Holstein,4340939.052183179,3426366.8596163117,15000,32.991166694502006,3,4333439.052183179,4348439.052183179,3418866.8596163117,3433866.8596163117
K000000053,Klinikum Bad Bramstedt GmbH,9.8943,53.9041,Oskar-Alexander-Str. 26,24576,Bad Bramstedt,Schleswig-Holstein,"Klinikum Bad Bramstedt GmbH, Oskar-Alexander-Straße 26, 24576 Bad Bramstedt",Schleswig-Holstein,4314051.512158837,3421889.906479867,15000,19.801074240718155,3,4306551.512158837,4321551.512158837,3414389.906479867,3429389.906479867
K000000054,SK GmbH-Standort Am Kurpark,10.3083,53.9435,Am Kurpark 1,23795,Bad Segeberg,Schleswig-Holstein,"SK GmbH-Standort Am Kurpark, Am Kurpark 1, 23795 Bad Segeberg",Schleswig-Holstein,4341247.964870047,3426312.5223162314,15000,32.86482414848158,3,4333747.964870047,4348747.964870047,3418812.5223162314,3433812.5223162314
K000000055,SK GmbH-Standort Praxisklinik Norderstedt,9.9945,53.7045,Heidbergstr. 98,22846,Norderstedt,Schleswig-Holstein,"SK GmbH-Standort Praxisklinik Norderstedt, Heidbergstraße 98, 22846 Norderstedt",Schleswig-Holstein,4320636.7318844665,3399672.616779767,15000,20.138375049991776,2,4313136.7318844665,4328136.7318844665,3392172.616779767,3407172.616779767
K000000056,SK GmbH-Standort Allgemeine Klinik,10.3093,53.9414,Krankenhausstr. 2,23795,Bad Segeberg,Schleswig-Holstein,"SK GmbH-Standort Allgemeine Klinik, Krankenhausstraße 2, 23795 Bad Segeberg",Schleswig-Holstein,4341314.653707406,3426079.1081824107,15000,32.8315910287937,3,4333814.653707406,4348814.653707406,3418579.1081824107,3433579.1081824107
K000000057,Klinikum Itzehoe,9.5019,53.9409,Robert-Koch-Str. 2,25524,Itzehoe,Schleswig-Holstein,"Klinikum Itzehoe, Robert-Koch-Str. 2, 25524 Itzehoe",Schleswig-Holstein,4288284.861744386,3426092.5983293597,15000,25.54201677267639,6,4280784.861744386,4295784.861744386,3418592.5983293597,3433592.5983293597
K000000059,Krankenhaus Reinbek St. Adolf-Stift GmbH,10.2407,53.5107,Hamburger Str. 41,21465,Reinbek,Schleswig-Holstein,"Krankenhaus Reinbek St. Adolf-Stift GmbH, Hamburger Straße 41, 21465 Reinbek",Schleswig-Holstein,4336970.413866331,3378132.400189492,15000,47.25065363364519,9,4329470.413866331,4344470.413866331,3370632.400189492,3385632.400189492
K000000060,DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche,10.2094,54.2889,Henry-Dunant-Str. 6 - 10,24223,Schwentinental,Schleswig-Holstein,"DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche, Henry-Dunant-Str. 6 - 10, 24223 Schwentinental",Schleswig-Holstein,4334639.605379865,3464726.544793063,15000,44.76760765379081,7,4327139.605379865,4342139.605379865,3457226.544793063,3472226.544793063
K000000061,Vamed Ostseeklinik Damp,10.0221,54.5862,Seute-Deern-Ring 20,24351,Ostseebad Damp,Schleswig-Holstein,"Vamed Ostseeklinik Damp, Seute-Deern-Ring 20, 24351 Ostseebad Damp",Schleswig-Holstein,4322429.22189624,3497791.387411542,15000,16.10891893474984,2,4314929.22189624,4329929.22189624,3490291.387411542,3505291.387411542
K000000062,Kinderzentrum Pelzerhaken,10.8642,54.0885,Zum Leuchtturm 4,23730,Neustadt in Holstein,Schleswig-Holstein,"Kinderzentrum Pelzerhaken, Zum Leuchtturm 4, 23730 Neustadt in Holstein",Schleswig-Holstein,4377560.389376469,3442743.251241628,15000,18.037719553507245,4,4370060.389376469,4385060.389376469,3435243.251241628,3450243.251241628
K000000063,nordBLICK Augenklinik Bellevue GmbH,10.1488,54.3454,Lindenallee 21/23,24105,Kiel,Schleswig-Holstein,"nordBLICK Augenklinik Bellevue GmbH, Lindenallee 21/23, 24105 Kiel",Schleswig-Holstein,4330679.17187897,3471004.262479976,15000,49.7259873614635,9,4323179.17187897,4338179.17187897,3463504.262479976,3478504.262479976
K000000064,Paracelsus-Nordseeklinik Helgoland,7.8865,54.1786,Invasorenpfad 1040,27498,Helgoland,Schleswig-Holstein,"Paracelsus-Nordseeklinik Helgoland, Invasorenpfad 1040, 27498 Helgoland",Schleswig-Holstein,4182991.6676073777,3454448.090667455,15000,0.0,0,4175491.6676073777,4190491.6676073777,3446948.090667455,3461948.090667455
K000000065,FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,9.9928,54.0654,Friesenstr. 11,24534,Neumünster,Schleswig-Holstein,"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH, Friesenstraße 11, 24534 Neumünster",Schleswig-Holstein,4320528.499728398,3439834.94005504,15000,58.88351053247868,6,4313028.499728398,4328028.499728398,3432334.94005504,3447334.94005504
K000000066,CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG,10.7836,53.998,Saunaring 6,23669,Timmendorfer Strand,Schleswig-Holstein,"CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG, Saunaring 6, 23669 Timmendorfer Strand",Schleswig-Holstein,4372396.235216148,3432612.5312309735,15000,42.43777083158384,5,4364896.235216148,4379896.235216148,3425112.5312309735,3440112.5312309735
K000000067,Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck),10.681,53.892,Triftstr. 139-143,23554,Lübeck,Schleswig-Holstein,"Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck), Triftstraße 139-143, 23554 Lübeck",Schleswig-Holstein,4365779.556875441,3420748.830191649,15000,61.10566629903868,14,4358279.556875441,4373279.556875441,3413248.830191649,3428248.830191649
K000000068,Vorwerker Fachklinik (Tagesklinik Lübeck),10.681,53.892,Triftstr. 139-143,23554,Lübeck,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Lübeck), Triftstraße 139-143, 23554 Lübeck",Schleswig-Holstein,4365779.556875441,3420748.830191649,15000,61.10566629903868,14,4358279.556875441,4373279.556875441,3413248.830191649,3428248.830191649
K000000069,Vorwerker Fachklinik (Tagesklinik Büchen),10.6231,53.4726,Lauenburger Str. 39,21514,Büchen,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Büchen), Lauenburger Straße 39, 21514 Büchen",Schleswig-Holstein,4362378.962985752,3374043.7629233385,15000,35.21861127501859,4,4354878.962985752,4369878.962985752,3366543.7629233385,3381543.7629233385
K000000070,Vorwerker Fachklinik (Tagesklinik Eutin),10.6013,54.1327,Hospitalstr. 22,23701,Eutin,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Eutin), Hospitalstraße 22, 23701 Eutin",Schleswig-Holstein,4360313.075865087,3447487.6429028427,15000,32.69735200181493,5,4352813.075865087,4367813.075865087,3439987.6429028427,3454987.6429028427
K000000072,Klinik Klosterstraße GmbH,9.9947,54.0787,Klosterstr. 63-65,24536,Neumünster,Schleswig-Holstein,"Klinik Klosterstraße GmbH, Klosterstraße 63-65, 24536 Neumünster",Schleswig-Holstein,4320653.033503845,3441315.0034968043,15000,60.76470069338604,6,4313153.033503845,4328153.033503845,3433815.0034968043,3448815.0034968043
K000000073,Schön Klinik Neustadt,10.8291,54.0908,Am Kiebitzberg 10,23730,Neustadt in Holstein,Schleswig-Holstein,"Schön Klinik Neustadt, Am Kiebitzberg 10, 23730 Neustadt in Holstein",Schleswig-Holstein,4375260.29568337,3442972.316388374,15000,25.034926564119523,4,4367760.29568337,4382760.29568337,3435472.316388374,3450472.316388374
K000000074,Westküstenklinikum Heide,9.0804,54.199,Esmarchstr. 50,25746,Heide,Schleswig-Holstein,"Westküstenklinikum Heide, Esmarchstraße 50, 25746 Heide",Schleswig-Holstein,4260972.813930081,3455083.9129554722,15000,38.80618440442574,5,4253472.813930081,4268472.813930081,3447583.9129554722,3462583.9129554722
K000000075,Westküstenklinikum Brunsbüttel,9.146,53.8997,Delbrückstr. 2,25541,Brunsbüttel,Schleswig-Holstein,"Westküstenklinikum Brunsbüttel, Delbrückstrasse 2, 25541 Brunsbüttel",Schleswig-Holstein,4264855.527723712,3421726.2140651555,15000,11.058688949855412,3,4257355.527723712,4272355.527723712,3414226.2140651555,3429226.2140651555
K000000076,Praxisklinik Kronshagen,10.098,54.3376,Eichkoppelweg 74,24119,Kronshagen,Schleswig-Holstein,"Praxisklinik Kronshagen, Eichkoppelweg 74, 24119 Kronshagen",Schleswig-Holstein,4327375.923467798,3470130.6155361985,15000,49.12068991856139,10,4319875.923467798,4334875.923467798,3462630.6155361985,3477630.6155361985
K000000077,Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,10.7058,53.8754,Marlistr. 10,23566,Lübeck,Schleswig-Holstein,"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-, Marlistr. 10, 23566 Lübeck",Schleswig-Holstein,4367428.500483857,3418917.207761716,15000,59.39510800378123,14,4359928.500483857,4374928.500483857,3411417.207761716,3426417.207761716
K000000078,Asklepios Klinik Bad Oldesloe,10.3637,53.8126,Schützenstaße 55,23843,Bad Oldesloe,Schleswig-Holstein,"Asklepios Klinik Bad Oldesloe, Schützenstaße 55, 23843 Bad Oldesloe",Schleswig-Holstein,4344960.602428455,3411762.51389132,15000,47.571554745114085,5,4337460.602428455,4352460.602428455,3404262.51389132,3419262.51389132
K000000079,Schön Klinik Bad Bramstedt,9.8884,53.9047,Birkenweg 10,24576,Bad Bramstedt,Schleswig-Holstein,"Schön Klinik Bad Bramstedt, Birkenweg 10, 24576 Bad Bramstedt",Schleswig-Holstein,4313663.763755817,3421957.258576208,15000,20.525383129199557,3,4306163.763755817,4321163.763755817,3414457.258576208,3429457.258576208
