hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,autobahn_length_in_cell_km_1939,autobahn_segments_hitting_cell_1939,x_min,x_max,y_min,y_max
K000000002,Diakonissenkrankenhaus Flensburg,9.426,54.7904,Knuthstr. 1,24939,Flensburg,Schleswig-Holstein,"Diakonissenkrankenhaus Flensburg, Knuthstr. 1, 24939 Flensburg",Schleswig-Holstein,4284063.680874565,3520661.6586438394,30000,0.0,0,4269063.680874565,4299063.680874565,3505661.6586438394,3535661.6586438394
K000000003,Malteser Krankenhaus St. Franziskus-Hospital,9.4216,54.793,Waldstr. 17,24939,Flensburg,Schleswig-Holstein,"Malteser Krankenhaus St. Franziskus-Hospital, Waldstraße 17, 24939 Flensburg",Schleswig-Holstein,4283782.918033585,3520953.2399278237,30000,0.0,0,4268782.918033585,4298782.918033585,3505953.2399278237,3535953.2399278237
K000000004,Städtisches Krankenhaus Kiel GmbH,10.1162,54.3224,Chemnitzstr. 33,24116,Kiel,Schleswig-Holstein,"Städtisches Krankenhaus Kiel GmbH, Chemnitzstr. 33, 24116 Kiel",Schleswig-Holstein,4328562.788163073,3468440.8663023724,30000,0.0,0,4313562.788163073,4343562.788163073,3453440.8663023724,3483440.8663023724
K000000005,Sankt Elisabeth Krankenhaus Kiel,10.1271,54.3168,Königsweg 8,24103,Kiel,Schleswig-Holstein,"Sankt Elisabeth Krankenhaus Kiel, Königsweg 8, 24103 Kiel",Schleswig-Holstein,4329273.319929826,3467818.8743014503,30000,0.0,0,4314273.319929826,4344273.319929826,3452818.8743014503,3482818.8743014503
K000000006,Park-Klinik GmbH,10.1256,54.3267,Goethestr. 11,24116,Kiel,Schleswig-Holstein,"Park-Klinik GmbH, Goethestrasse 11, 24116 Kiel",Schleswig-Holstein,4329173.733636578,3468920.406320483,30000,0.0,0,4314173.733636578,4344173.733636578,3453920.406320483,3483920.406320483
K000000007,Lubinus Clinicum,10.1169,54.3537,Steenbeker Weg 25,24106,Kiel,Schleswig-Holstein,"Lubinus Clinicum, Steenbeker Weg 25, 24106 Kiel",Schleswig-Holstein,4328602.617124513,3471924.0993981217,30000,0.0,0,4313602.617124513,4343602.617124513,3456924.0993981217,3486924.0993981217
K000000008,Klinik Flechsig GmbH,10.1162,54.3224,Chemnitzstr. 33,24116,Kiel,Schleswig-Holstein,"Klinik Flechsig GmbH, Chemnitzstraße 33, 24116 Kiel",Schleswig-Holstein,4328562.788163073,3468440.8663023724,30000,0.0,0,4313562.788163073,4343562.788163073,3453440.8663023724,3483440.8663023724
K000000009,Kath. Marien-Krankenhaus Lübeck gemeinnützige GmbH,10.6851,53.8623,Parade 3,23552,Lübeck,Schleswig-Holstein,"Kath. Marien-Krankenhaus Lübeck gemeinnützige GmbH, Parade 3, 23552 Lübeck",Schleswig-Holstein,4366080.861902422,3417446.3719349066,30000,26.90091364502866,3,4351080.861902422,4381080.861902422,3402446.3719349066,3432446.3719349066
K000000010,DRK-Fachklinik Hahnknüll gGmbH,9.9468,54.0984,Hahnknüll 58,24537,Neumünster,Schleswig-Holstein,"DRK-Fachklinik Hahnknüll gGmbH, Hahnknüll 58, 24537 Neumünster",Schleswig-Holstein,4317518.879449323,3443508.560190071,30000,0.0,0,4302518.879449323,4332518.879449323,3428508.560190071,3458508.560190071
K000000012,Johanniter-Krankenhaus Geesthacht GmbH,10.3854,53.4316,Am Runden Berge 3,21502,Geesthacht,Schleswig-Holstein,"Johanniter-Krankenhaus Geesthacht GmbH, Am Runden Berge 3, 21502 Geesthacht",Schleswig-Holstein,4346618.478579923,3369371.4793781755,30000,1.9879240449604332,2,4331618.478579923,4361618.478579923,3354371.4793781755,3384371.4793781755
K000000013,Johanniter Tagesklinik Schwarzenbek,10.4787,53.5058,Körnerplatz 6,21493,Schwarzenbek,Schleswig-Holstein,"Johanniter Tagesklinik Schwarzenbek, Körnerplatz 6, 21493 Schwarzenbek",Schleswig-Holstein,4352765.125847484,3377665.4490056788,30000,1.566664442287063,1,4337765.125847484,4367765.125847484,3362665.4490056788,3392665.4490056788
K000000014,Johanniter Tagesklnik Mölln,10.6864,53.6262,Wasserkrüger Weg 7,23879,Mölln,Schleswig-Holstein,"Johanniter Tagesklnik Mölln, Wasserkrüger Weg 7, 23879 Mölln",Schleswig-Holstein,4366418.669865862,3391174.1379039227,30000,0.0,0,4351418.669865862,4381418.669865862,3376174.1379039227,3406174.1379039227
K000000015,DRK-Krankenhaus Mölln-Ratzeburg gGmbH,10.7798,53.6893,Röpersberg 2,23909,Ratzeburg,Schleswig-Holstein,"DRK-Krankenhaus Mölln-Ratzeburg gGmbH, Röpersberg 2, 23909 Ratzeburg",Schleswig-Holstein,4372522.103034477,3398258.273351076,30000,0.0,0,4357522.103034477,4387522.103034477,3383258.273351076,3413258.273351076
K000000016,"Klinikum Nordfriesland gGmbH, Klinik Husum",9.0507,54.4824,Erichsenweg 16,25813,Husum,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Klinik Husum, Erichsenweg 16, 25813 Husum",Schleswig-Holstein,4259455.570677312,3486644.221835525,30000,0.0,0,4244455.570677312,4274455.570677312,3471644.221835525,3501644.221835525
K000000017,"Klinikum Nordfriesland gGmbH, Klinik Niebüll",8.8448,54.7928,Gather Landstr. 75,25899,Niebüll,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Klinik Niebüll, Gather Landstraße 75, 25899 Niebüll",Schleswig-Holstein,4246671.187045708,3521376.535804889,30000,0.0,0,4231671.187045708,4261671.187045708,3506376.535804889,3536376.535804889
K000000019,"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum",8.5642,54.6851,Rebbelstieg 24,25938,Wyk,Schleswig-Holstein,"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum, Rebbelstieg 24, 25938 Wyk",Schleswig-Holstein,4228375.971490202,3509717.5825659707,30000,0.0,0,4213375.971490202,4243375.971490202,3494717.5825659707,3524717.5825659707
K000000020,DIAKO Nordfriesland gGmbH (Fachklinik für Psychiatrie und Psychosomatik - stat. Angebote),8.985,54.6152,Gammeltoft 8-15,25821,Breklum,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Fachklinik für Psychiatrie und Psychosomatik - stat. Angebote), Gammeltoft 8-15, 25821 Breklum",Schleswig-Holstein,4255407.988962222,3501479.108866842,30000,0.0,0,4240407.988962222,4270407.988962222,3486479.108866842,3516479.108866842
K000000022,DIAKO Nordfriesland gGmbH (Tagesklinik Husum),9.0506,54.4863,Theodor-Schäfer-Str. 1b,25813,Husum,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Tagesklinik Husum), Theodor-Schäfer-Str. 1b, 25813 Husum",Schleswig-Holstein,4259454.894726628,3487078.2763443915,30000,0.0,0,4244454.894726628,4274454.894726628,3472078.2763443915,3502078.2763443915
K000000023,DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll),8.8335,54.7867,Bahnhofstr. 24a,25899,Niebüll,Schleswig-Holstein,"DIAKO Nordfriesland gGmbH (Tagesklinik Niebüll), Bahnhofstraße 24a, 25899 Niebüll",Schleswig-Holstein,4245932.993349411,3520709.490628554,30000,0.0,0,4230932.993349411,4260932.993349411,3505709.490628554,3535709.490628554
K000000024,Asklepios Nordseeklinik Westerland/Sylt,8.3145,54.9256,Norderstr. 81,25980,Sylt/OT Westerland,Schleswig-Holstein,"Asklepios Nordseeklinik Westerland/Sylt, Norderstr. 81, 25980 Sylt/OT Westerland",Schleswig-Holstein,4212908.597348547,3536822.2175096935,30000,0.0,0,4197908.597348547,4227908.597348547,3521822.2175096935,3551822.2175096935
K000000025,Klinik Dr. Winkler,9.0559,54.48,Brinckmannstr. 6,25813,Husum,Schleswig-Holstein,"Klinik Dr. Winkler, Brinckmannstraße 6, 25813 Husum",Schleswig-Holstein,4259789.118189608,3486372.7479204214,30000,0.0,0,4244789.118189608,4274789.118189608,3471372.7479204214,3501372.7479204214
K000000026,Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn,11.1857,54.4415,Mummendorfer Weg 12,23769,Burg auf Fehmarn,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Inselklinik Fehmarn, Mummendorfer Weg 12, 23769 Burg auf Fehmarn",Schleswig-Holstein,4397945.164825873,3482319.6480205134,30000,0.0,0,4382945.164825873,4412945.164825873,3467319.6480205134,3497319.6480205134
K000000027,Sana Kliniken Ostholstein GmbH - Klinik Eutin,10.6013,54.1327,Hospitalstr. 22,23701,Eutin,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Klinik Eutin, Hospitalstraße 22, 23701 Eutin",Schleswig-Holstein,4360313.075865087,3447487.6429028427,30000,0.0,0,4345313.075865087,4375313.075865087,3432487.6429028427,3462487.6429028427
K000000028,Sana Kliniken Ostholstein GmbH - Klinik Oldenburg,10.8799,54.2902,Mühlenkamp 5,23758,Oldenburg i.H.,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH - Klinik Oldenburg, Mühlenkamp 5, 23758 Oldenburg i.H.",Schleswig-Holstein,4378310.360640407,3465200.0813520155,30000,0.0,0,4363310.360640407,4393310.360640407,3450200.0813520155,3480200.0813520155
K000000029,AMEOS Klinikum Neustadt,10.7952,54.1057,Wiesenhof 1,23730,Neustadt i. H.,Schleswig-Holstein,"AMEOS Klinikum Neustadt, Wiesenhof 1, 23730 Neustadt i. H.",Schleswig-Holstein,4373023.312473198,3444605.46158392,30000,0.0,0,4358023.312473198,4388023.312473198,3429605.46158392,3459605.46158392
K000000030,AMEOS Klinikum Lübeck,10.6912,53.85,Kahlhorststr. 33,23562,Lübeck,Schleswig-Holstein,"AMEOS Klinikum Lübeck, Kahlhorststraße 33, 23562 Lübeck",Schleswig-Holstein,4366495.4884577785,3416081.44877224,30000,26.26328316838038,3,4351495.4884577785,4381495.4884577785,3401081.44877224,3431081.44877224
K000000031,AMEOS Klinikum Heiligenhafen,10.9622,54.3741,Friedrich-Ebert-Str. 100,23774,Heiligenhafen,Schleswig-Holstein,"AMEOS Klinikum Heiligenhafen, Friedrich-Ebert-Straße 100, 23774 Heiligenhafen",Schleswig-Holstein,4383544.028417381,3474604.282811055,30000,0.0,0,4368544.028417381,4398544.028417381,3459604.282811055,3489604.282811055
K000000032,AMEOS Klinikum Kiel,10.1849,54.2966,Tiroler Ring 621-62,24147,Kiel,Schleswig-Holstein,"AMEOS Klinikum Kiel, Tiroler Ring 621-62, 24147 Kiel",Schleswig-Holstein,4333041.534276582,3465579.074019899,30000,0.0,0,4318041.534276582,4348041.534276582,3450579.074019899,3480579.074019899
K000000033,AMEOS Klinikum Preetz,10.2763,54.2387,Am Krankenhaus 5a,24211,Preetz,Schleswig-Holstein,"AMEOS Klinikum Preetz, Am Krankenhaus 5a, 24211 Preetz",Schleswig-Holstein,4339018.927373697,3459154.7846007836,30000,0.0,0,4324018.927373697,4354018.927373697,3444154.7846007836,3474154.7846007836
K000000034,AMEOS Tageslinik Oldenburg,10.8805,54.2921,Hoheluftstr. 10,23758,Oldenburg i. H.,Schleswig-Holstein,"AMEOS Klinikum Oldenburg, Hoheluftstraße 10, 23758 Oldenburg i. H.",Schleswig-Holstein,4378346.819519611,3465411.981595113,30000,0.0,0,4363346.819519611,4393346.819519611,3450411.981595113,3480411.981595113
K000000035,AMEOS Klinikum Oldenburg,10.8799,54.2902,Mühlenkamp 5,23758,Oldenburg i. H.,Schleswig-Holstein,"AMEOS Klinikum Oldenburg, Mühlenkamp 5, 23758 Oldenburg i. H.",Schleswig-Holstein,4378310.360640407,3465200.0813520155,30000,0.0,0,4363310.360640407,4393310.360640407,3450200.0813520155,3480200.0813520155
K000000036,Sankt Elisabeth Krankenhaus Eutin,10.6108,54.1379,Plöner Str. 42,23701,Eutin,Schleswig-Holstein,"Sankt Elisabeth Krankenhaus Eutin, Plöner Str. 42, 23701 Eutin",Schleswig-Holstein,4360929.206448489,3448071.501822372,30000,0.0,0,4345929.206448489,4375929.206448489,3433071.501822372,3463071.501822372
K000000037,HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC],10.694,53.9223,Am Hochkamp 21,23611,Bad Schwartau,Schleswig-Holstein,"HELIOS Agnes-Karll Krankenhaus Bad Schwartau [BSC] [BSC], Am Hochkamp 21, 23611 Bad Schwartau",Schleswig-Holstein,4366601.5620535165,3424128.710189926,30000,26.109251905394743,3,4351601.5620535165,4381601.5620535165,3409128.710189926,3439128.710189926
K000000038,AUGUST-BIER-KLINIK - Neurologie und Rehabilitation,10.5476,54.1648,Diekseepromendade 7-11,23714,Bad Malente-Gremsmühlen,Schleswig-Holstein,"AUGUST-BIER-KLINIK - Neurologie und Rehabilitation, Diekseepromendade 7-11, 23714 Bad Malente-Gremsmühlen",Schleswig-Holstein,4356774.769489458,3451031.8892357326,30000,0.0,0,4341774.769489458,4371774.769489458,3436031.8892357326,3466031.8892357326
K000000039,"Sana Kliniken Ostholstein GmbH, Klinik Middelburg",10.6836,54.0818,Middelburger Str. 1,23701,Süsel,Schleswig-Holstein,"Sana Kliniken Ostholstein GmbH, Klinik Middelburg, Middelburger Str. 1, 23701 Süsel",Schleswig-Holstein,4365748.04913619,3441871.290815537,30000,0.0,0,4350748.04913619,4380748.04913619,3426871.290815537,3456871.290815537
K000000040,Regio Kliniken GmbH - Klinikum Pinneberg,9.811,53.6549,Fahltskamp 74,25421,Pinneberg,Schleswig-Holstein,"Regio Kliniken GmbH - Klinikum Pinneberg, Fahltskamp 74, 25421 Pinneberg",Schleswig-Holstein,4308502.219749113,3394169.2342296834,30000,0.5671718135673157,1,4293502.219749113,4323502.219749113,3379169.2342296834,3409169.2342296834
K000000041,Regio Kliniken GmbH - Klinikum Elmshorn,9.6839,53.7511,Agnes-Karll-Allee 17,25337,Elmshorn,Schleswig-Holstein,"Regio Kliniken GmbH - Klinikum Elmshorn, Agnes-Karll-Allee 17, 25337 Elmshorn",Schleswig-Holstein,4300144.993611282,3404903.908846411,30000,0.0,0,4285144.993611282,4315144.993611282,3389903.908846411,3419903.908846411
K000000043,Klinik Preetz,10.2763,54.2387,Am Krankenhaus 5,24306,Plön,Schleswig-Holstein,"Klinik Preetz, Am Krankenhaus 5, 24306 Plön",Schleswig-Holstein,4339018.927373697,3459154.7846007836,30000,0.0,0,4324018.927373697,4354018.927373697,3444154.7846007836,3474154.7846007836
K000000044,Fachklinik Freudenholm-Ruhleben / Klinische Abteilung,10.4459,54.137,Missionsweg 3,24306,Bösdorf,Schleswig-Holstein,"Fachklinik Freudenholm-Ruhleben / Klinische Abteilung, Missionsweg 3, 24306 Bösdorf",Schleswig-Holstein,4350150.181538862,3447892.641749911,30000,0.0,0,4335150.181538862,4365150.181538862,3432892.641749911,3462892.641749911
K000000045,imland GmbH - imland Klinik Rendsburg,9.6579,54.297,Lilienstr. 20-28,24768,Rendsburg,Schleswig-Holstein,"imland GmbH - imland Klinik Rendsburg, Lilienstr. 20-28, 24768 Rendsburg",Schleswig-Holstein,4298721.164730315,3465660.8849064177,30000,0.0,0,4283721.164730315,4313721.164730315,3450660.8849064177,3480660.8849064177
K000000046,imland GmbH - imland Klinik Eckernförde,9.8178,54.4823,Schleswiger Str. 114-116,24340,Eckernförde,Schleswig-Holstein,"imland GmbH - imland Klinik Eckernförde, Schleswiger Str. 114-116, 24340 Eckernförde",Schleswig-Holstein,4309187.313897285,3486243.821033149,30000,0.0,0,4294187.313897285,4324187.313897285,3471243.821033149,3501243.821033149
K000000047,HELIOS Klinik Schleswig GmbH,9.5586,54.5178,St. Jürgener Str. 1-3,24837,Schleswig,Schleswig-Holstein,"HELIOS Klinik Schleswig GmbH, St. Jürgener Straße 1-3, 24837 Schleswig",Schleswig-Holstein,4292407.188796034,3490266.778553714,30000,0.0,0,4277407.188796034,4307407.188796034,3475266.778553714,3505266.778553714
K000000048,"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin",9.5711,54.5223,St. Jürgener Str. 5a,24837,Schleswig,Schleswig-Holstein,"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin, St. Jürgener Str. 5a, 24837 Schleswig",Schleswig-Holstein,4293219.924944723,3490762.6663589673,30000,0.0,0,4278219.924944723,4308219.924944723,3475762.6663589673,3505762.6663589673
K000000049,Margarethen Klinik gemeinnützige GmbH,9.9246,54.6588,Konsul-Lorentzen-Str. 3,24376,Kappeln,Schleswig-Holstein,"Margarethen Klinik gemeinnützige GmbH, Konsul-Lorentzen-Straße 3, 24376 Kappeln",Schleswig-Holstein,4316132.428899661,3505872.7730129953,30000,0.0,0,4301132.428899661,4331132.428899661,3490872.7730129953,3520872.7730129953
K000000050,Medizinische Klinik Borstel,10.1939,53.8211,Parkallee 35,23845,Borstel,Schleswig-Holstein,"Medizinische Klinik Borstel, Parkallee 35, 23845 Borstel",Schleswig-Holstein,4333771.633819363,3412665.3724599024,30000,13.376101315999495,1,4318771.633819363,4348771.633819363,3397665.3724599024,3427665.3724599024
K000000051,Psychiatrisches Krankenhaus Rickling,10.1745,53.9995,Daldorfer Str. 2,24635,Rickling,Schleswig-Holstein,"Psychiatrisches Krankenhaus Rickling, Daldorfer Straße 2, 24635 Rickling",Schleswig-Holstein,4332445.2732399395,3432515.1067521707,30000,0.0,0,4317445.2732399395,4347445.2732399395,3417515.1067521707,3447515.1067521707
K000000052,Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg),10.3036,53.944,Schillerstr. 13a,23795,Bad Segeberg,Schleswig-Holstein,"Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg), Schillerstraße 13a, 23795 Bad Segeberg",Schleswig-Holstein,4340939.052183179,3426366.8596163117,30000,5.100704145198902,1,4325939.052183179,4355939.052183179,3411366.8596163117,3441366.8596163117
K000000053,Klinikum Bad Bramstedt GmbH,9.8943,53.9041,Oskar-Alexander-Str. 26,24576,Bad Bramstedt,Schleswig-Holstein,"Klinikum Bad Bramstedt GmbH, Oskar-Alexander-Straße 26, 24576 Bad Bramstedt",Schleswig-Holstein,4314051.512158837,3421889.906479867,30000,0.0,0,4299051.512158837,4329051.512158837,3406889.906479867,3436889.906479867
K000000054,SK GmbH-Standort Am Kurpark,10.3083,53.9435,Am Kurpark 1,23795,Bad Segeberg,Schleswig-Holstein,"SK GmbH-Standort Am Kurpark, Am Kurpark 1, 23795 Bad Segeberg",Schleswig-Holstein,4341247.964870047,3426312.5223162314,30000,5.537399602136307,1,4326247.964870047,4356247.964870047,3411312.5223162314,3441312.5223162314
K000000055,SK GmbH-Standort Praxisklinik Norderstedt,9.9945,53.7045,Heidbergstr. 98,22846,Norderstedt,Schleswig-Holstein,"SK GmbH-Standort Praxisklinik Norderstedt, Heidbergstraße 98, 22846 Norderstedt",Schleswig-Holstein,4320636.7318844665,3399672.616779767,30000,3.38826349493049,1,4305636.7318844665,4335636.7318844665,3384672.616779767,3414672.616779767
K000000056,SK GmbH-Standort Allgemeine Klinik,10.3093,53.9414,Krankenhausstr. 2,23795,Bad Segeberg,Schleswig-Holstein,"SK GmbH-Standort Allgemeine Klinik, Krankenhausstraße 2, 23795 Bad Segeberg",Schleswig-Holstein,4341314.653707406,3426079.1081824107,30000,5.918598910355854,1,4326314.653707406,4356314.653707406,3411079.1081824107,3441079.1081824107
K000000057,Klinikum Itzehoe,9.5019,53.9409,Robert-Koch-Str. 2,25524,Itzehoe,Schleswig-Holstein,"Klinikum Itzehoe, Robert-Koch-Str. 2, 25524 Itzehoe",Schleswig-Holstein,4288284.861744386,3426092.5983293597,30000,0.0,0,4273284.861744386,4303284.861744386,3411092.5983293597,3441092.5983293597
K000000059,Krankenhaus Reinbek St. Adolf-Stift GmbH,10.2407,53.5107,Hamburger Str. 41,21465,Reinbek,Schleswig-Holstein,"Krankenhaus Reinbek St. Adolf-Stift GmbH, Hamburger Straße 41, 21465 Reinbek",Schleswig-Holstein,4336970.413866331,3378132.400189492,30000,36.1990304012578,5,4321970.413866331,4351970.413866331,3363132.400189492,3393132.400189492
K000000060,DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche,10.2094,54.2889,Henry-Dunant-Str. 6 - 10,24223,Schwentinental,Schleswig-Holstein,"DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche, Henry-Dunant-Str. 6 - 10, 24223 Schwentinental",Schleswig-Holstein,4334639.605379865,3464726.544793063,30000,0.0,0,4319639.605379865,4349639.605379865,3449726.544793063,3479726.544793063
K000000061,Vamed Ostseeklinik Damp,10.0221,54.5862,Seute-Deern-Ring 20,24351,Ostseebad Damp,Schleswig-Holstein,"Vamed Ostseeklinik Damp, Seute-Deern-Ring 20, 24351 Ostseebad Damp",Schleswig-Holstein,4322429.22189624,3497791.387411542,30000,0.0,0,4307429.22189624,4337429.22189624,3482791.387411542,3512791.387411542
K000000062,Kinderzentrum Pelzerhaken,10.8642,54.0885,Zum Leuchtturm 4,23730,Neustadt in Holstein,Schleswig-Holstein,"Kinderzentrum Pelzerhaken, Zum Leuchtturm 4, 23730 Neustadt in Holstein",Schleswig-Holstein,4377560.389376469,3442743.251241628,30000,0.0,0,4362560.389376469,4392560.389376469,3427743.251241628,3457743.251241628
K000000063,nordBLICK Augenklinik Bellevue GmbH,10.1488,54.3454,Lindenallee 21/23,24105,Kiel,Schleswig-Holstein,"nordBLICK Augenklinik Bellevue GmbH, Lindenallee 21/23, 24105 Kiel",Schleswig-Holstein,4330679.17187897,3471004.262479976,30000,0.0,0,4315679.17187897,4345679.17187897,3456004.262479976,3486004.262479976
K000000064,Paracelsus-Nordseeklinik Helgoland,7.8865,54.1786,Invasorenpfad 1040,27498,Helgoland,Schleswig-Holstein,"Paracelsus-Nordseeklinik Helgoland, Invasorenpfad 1040, 27498 Helgoland",Schleswig-Holstein,4182991.6676073777,3454448.090667455,30000,0.0,0,4167991.6676073777,4197991.667607378,3439448.090667455,3469448.090667455
K000000065,FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,9.9928,54.0654,Friesenstr. 11,24534,Neumünster,Schleswig-Holstein,"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH, Friesenstraße 11, 24534 Neumünster",Schleswig-Holstein,4320528.499728398,3439834.94005504,30000,0.0,0,4305528.499728398,4335528.499728398,3424834.94005504,3454834.94005504
K000000066,CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG,10.7836,53.998,Saunaring 6,23669,Timmendorfer Strand,Schleswig-Holstein,"CURSCHMANN KLINIK der Klinikgruppe Dr. Guth GmbH & Co. KG, Saunaring 6, 23669 Timmendorfer Strand",Schleswig-Holstein,4372396.235216148,3432612.5312309735,30000,13.63606513614837,3,4357396.235216148,4387396.235216148,3417612.5312309735,3447612.5312309735
K000000067,Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck),10.681,53.892,Triftstr. 139-143,23554,Lübeck,Schleswig-Holstein,"Vorwerker Fachklinik Kinder- und Jugendpsychiatrie (stat. Bereich Lübeck), Triftstraße 139-143, 23554 Lübeck",Schleswig-Holstein,4365779.556875441,3420748.830191649,30000,27.343719314346938,3,4350779.556875441,4380779.556875441,3405748.830191649,3435748.830191649
K000000068,Vorwerker Fachklinik (Tagesklinik Lübeck),10.681,53.892,Triftstr. 139-143,23554,Lübeck,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Lübeck), Triftstraße 139-143, 23554 Lübeck",Schleswig-Holstein,4365779.556875441,3420748.830191649,30000,27.343719314346938,3,4350779.556875441,4380779.556875441,3405748.830191649,3435748.830191649
K000000069,Vorwerker Fachklinik (Tagesklinik Büchen),10.6231,53.4726,Lauenburger Str. 39,21514,Büchen,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Büchen), Lauenburger Straße 39, 21514 Büchen",Schleswig-Holstein,4362378.962985752,3374043.7629233385,30000,0.0,0,4347378.962985752,4377378.962985752,3359043.7629233385,3389043.7629233385
K000000070,Vorwerker Fachklinik (Tagesklinik Eutin),10.6013,54.1327,Hospitalstr. 22,23701,Eutin,Schleswig-Holstein,"Vorwerker Fachklinik (Tagesklinik Eutin), Hospitalstraße 22, 23701 Eutin",Schleswig-Holstein,4360313.075865087,3447487.6429028427,30000,0.0,0,4345313.075865087,4375313.075865087,3432487.6429028427,3462487.6429028427
K000000072,Klinik Klosterstraße GmbH,9.9947,54.0787,Klosterstr. 63-65,24536,Neumünster,Schleswig-Holstein,"Klinik Klosterstraße GmbH, Klosterstraße 63-65, 24536 Neumünster",Schleswig-Holstein,4320653.033503845,3441315.0034968043,30000,0.0,0,4305653.033503845,4335653.033503845,3426315.0034968043,3456315.0034968043
K000000073,Schön Klinik Neustadt,10.8291,54.0908,Am Kiebitzberg 10,23730,Neustadt in Holstein,Schleswig-Holstein,"Schön Klinik Neustadt, Am Kiebitzberg 10, 23730 Neustadt in Holstein",Schleswig-Holstein,4375260.29568337,3442972.316388374,30000,0.0,0,4360260.29568337,4390260.29568337,3427972.316388374,3457972.316388374
K000000074,Westküstenklinikum Heide,9.0804,54.199,Esmarchstr. 50,25746,Heide,Schleswig-Holstein,"Westküstenklinikum Heide, Esmarchstraße 50, 25746 Heide",Schleswig-Holstein,4260972.813930081,3455083.9129554722,30000,0.0,0,4245972.813930081,4275972.813930081,3440083.9129554722,3470083.9129554722
K000000075,Westküstenklinikum Brunsbüttel,9.146,53.8997,Delbrückstr. 2,25541,Brunsbüttel,Schleswig-Holstein,"Westküstenklinikum Brunsbüttel, Delbrückstrasse 2, 25541 Brunsbüttel",Schleswig-Holstein,4264855.527723712,3421726.2140651555,30000,0.0,0,4249855.527723712,4279855.527723712,3406726.2140651555,3436726.2140651555
K000000076,Praxisklinik Kronshagen,10.098,54.3376,Eichkoppelweg 74,24119,Kronshagen,Schleswig-Holstein,"Praxisklinik Kronshagen, Eichkoppelweg 74, 24119 Kronshagen",Schleswig-Holstein,4327375.923467798,3470130.6155361985,30000,0.0,0,4312375.923467798,4342375.923467798,3455130.6155361985,3485130.6155361985
K000000077,Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,10.7058,53.8754,Marlistr. 10,23566,Lübeck,Schleswig-Holstein,"Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-, Marlistr. 10, 23566 Lübeck",Schleswig-Holstein,4367428.500483857,3418917.207761716,30000,25.083541006413785,3,4352428.500483857,4382428.500483857,3403917.207761716,3433917.207761716
K000000078,Asklepios Klinik Bad Oldesloe,10.3637,53.8126,Schützenstaße 55,23843,Bad Oldesloe,Schleswig-Holstein,"Asklepios Klinik Bad Oldesloe, Schützenstaße 55, 23843 Bad Oldesloe",Schleswig-Holstein,4344960.602428455,3411762.51389132,30000,27.989571068452516,1,4329960.602428455,4359960.602428455,3396762.51389132,3426762.51389132
K000000079,Schön Klinik Bad Bramstedt,9.8884,53.9047,Birkenweg 10,24576,Bad Bramstedt,Schleswig-Holstein,"Schön Klinik Bad Bramstedt, Birkenweg 10, 24576 Bad Bramstedt",Schleswig-Holstein,4313663.763755817,3421957.258576208,30000,0.0,0,4298663.763755817,4328663.763755817,3406957.258576208,3436957.258576208
K000000080,Klinik für Geriatrie Ratzeburg GmbH,10.7692,53.6824,Röpersberg 47,23909,Ratzeburg,Schleswig-Holstein,"Klinik für Geriatrie Ratzeburg GmbH, Röpersberg 47, 23909 Ratzeburg",Schleswig-Holstein,4371830.038958823,3397482.9701400576,30000,0.0,0,4356830.038958823,4386830.038958823,3382482.9701400576,3412482.9701400576
