hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,autobahn_length_in_cell_km_1939,autobahn_segments_hitting_cell_1939,x_min,x_max,y_min,y_max
K000002314,Alexius/Josef Krankenhaus,6.7013,51.1913,Nordkanalallee 99,41464,Neuss,Nordrhein-Westfalen,"Alexius/Josef Krankenhaus, Nordkanalallee 99, 41464 Neuss",Nordrhein,4090480.5497283405,3125227.15673072,30000,9.141658740492371,2,4075480.5497283405,4105480.5497283405,3110227.15673072,3140227.15673072
K000002315,Tagesklinik Westend,11.5235,48.134,Westendstr. 185,80686,München,Bayern,"Tagesklinik Westend, Westendstr. 185, 80686 München",Bayern,4434444.007099298,2781219.3497954425,30000,29.57569583176617,3,4419444.007099298,4449444.007099298,2766219.3497954425,2796219.3497954425
K000002316,"Tagesklinik Psychiatrie, Tagesklinik Kinder- und Jugendpsychiatrie",12.1314,54.1025,Gehlsheimer Str. 20,18147,Rostock,Mecklenburg-Vorpommern,"Tagesklinik Psychiatrie, Tagesklinik Kinder- und Jugendpsychiatrie, Gehlsheimer Straße 20, 18147 Rostock",Mecklenburg-Vorpommern,4460430.259208539,3446016.893237859,30000,0.0,0,4445430.259208539,4475430.259208539,3431016.893237859,3461016.893237859
K000002317,Ev.-luth. Diakonissenanstalt Psychiatrische Tagesklinik für Ältere,9.4218,54.7895,Marienhölzungsweg 8,24939,Flensburg,Schleswig-Holstein,"Ev.-luth. Diakonissenanstalt Psychiatrische Tagesklinik für Ältere, Marienhölzungsweg 8, 24939 Flensburg",Schleswig-Holstein,4283792.603220979,3520563.6651645196,30000,0.0,0,4268792.603220979,4298792.603220979,3505563.6651645196,3535563.6651645196
K000002318,Ev.-luth. Diakonissenanstalt Tagesklinik für Psychosomatik,9.4218,54.7895,Nehrongsallee 5,24939,Flensburg,Schleswig-Holstein,"Ev.-luth. Diakonissenanstalt Tagesklinik für Psychosomatik, Nehrongsallee 5, 24939 Flensburg",Schleswig-Holstein,4283792.603220979,3520563.6651645196,30000,0.0,0,4268792.603220979,4298792.603220979,3505563.6651645196,3535563.6651645196
K000002319,Ev.-luth. Diakonissenanstalt Kinder- und Jugendpsychiatrie,9.4105,54.7912,Marienhölzungsweg 68,24939,Flensburg,Schleswig-Holstein,"Ev.-luth. Diakonissenanstalt Kinder- und Jugendpsychiatrie, Marienhölzungsweg 68, 24939 Flensburg",Schleswig-Holstein,4283067.038854222,3520758.716811374,30000,0.0,0,4268067.038854222,4298067.038854222,3505758.716811374,3535758.716811374
K000002320,HELIOS Tagesklinik Psychiatrie (Erwachsene),9.564,54.5251,Mühlental 1,24837,Schleswig,Schleswig-Holstein,"HELIOS Tagesklinik Psychiatrie (Erwachsene), Mühlental 1, 24837 Schleswig",Schleswig-Holstein,4292761.976022668,3491077.0039156,30000,0.0,0,4277761.976022668,4307761.976022668,3476077.0039156,3506077.0039156
K000002321,HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie sowie Tagesklinik Baumhaus Schleswig,9.564,54.5251,Friedrich-Ebert-Str. 5,24837,Schleswig,Schleswig-Holstein,"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie sowie Tagesklinik Baumhaus Schleswig, Friedrich-Ebert-Straße 5, 24837 Schleswig",Schleswig-Holstein,4292761.976022668,3491077.0039156,30000,0.0,0,4277761.976022668,4307761.976022668,3476077.0039156,3506077.0039156
K000002322,"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie, Tagesklinik Baumhaus Husum",9.5501,54.5209,Theodor-Schäfer-Str. 1a,25813,Husum,Schleswig-Holstein,"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie, Tagesklinik Baumhaus Husum, Theodor-Schäfer-Straße 1a, 25813 Husum",Schleswig-Holstein,4291858.775840809,3490615.1434907992,30000,0.0,0,4276858.775840809,4306858.775840809,3475615.1434907992,3505615.1434907992
K000002323,Asklepios Klinikum Harburg - Wilhelmsburg,9.9855,53.5103,Neuhöfer Str. 23,21107,Hamburg,Hamburg,"Asklepios Klinikum Harburg - Wilhelmsburg, Neuhöfer Straße 23, 21107 Hamburg",Hamburg,4320037.915827437,3378061.479414959,30000,33.47535403170374,6,4305037.915827437,4335037.915827437,3363061.479414959,3393061.479414959
K000002324,Asklepios Klinikum Harburg - Neugraben,9.8535,53.4714,Lütt Enn 4,21149,Hamburg,Hamburg,"Asklepios Klinikum Harburg - Neugraben, Lütt Enn 4, 21149 Hamburg",Hamburg,4311270.791516717,3373742.3034385126,30000,43.91628157264191,6,4296270.791516717,4326270.791516717,3358742.3034385126,3388742.3034385126
K000002325,Asklepios Klinikum Harburg - Osdorf,9.8489,53.5882,Kroonhorst 11,22549,Hamburg,Hamburg,"Asklepios Klinikum Harburg - Osdorf, Kroonhorst 11, 22549 Hamburg",Hamburg,4310992.714529039,3386740.767962675,30000,8.867412507286328,4,4295992.714529039,4325992.714529039,3371740.767962675,3401740.767962675
K000002326,Asklepios Klinik Nord - TK Volksd.,10.1616,53.6524,Kattjahren 24,22359,Hamburg,Hamburg,"Asklepios Klinik Nord - TK Volksd., Kattjahren 24, 22359 Hamburg",Hamburg,4331686.564834926,3393886.644291228,30000,35.52884251319777,3,4316686.564834926,4346686.564834926,3378886.644291228,3408886.644291228
K000002327,Asklepios Klinik Nord - TK Steilshoop,10.0539,53.6055,Steilshooper Str. 293,22309,Hamburg,Hamburg,"Asklepios Klinik Nord - TK Steilshoop, Steilshooper Straße 293, 22309 Hamburg",Hamburg,4324568.326153355,3388656.8672729507,30000,25.55025399630036,4,4309568.326153355,4339568.326153355,3373656.8672729507,3403656.8672729507
K000002328,Asklepios Klinik Nord - TK Horn,10.085,53.5471,Horner Landstr. 302-304,22043,Hamburg,Hamburg,"Asklepios Klinik Nord - TK Horn, Horner Landstrasse 302-304, 22043 Hamburg",Hamburg,4326634.943712185,3382159.902861394,30000,36.6252245285921,5,4311634.943712185,4341634.943712185,3367159.902861394,3397159.902861394
K000002329,Asklepios Klinik Nord - TK Alstertor,9.9874,53.5538,Lohmühlenstr. 5,20099,Hamburg,Hamburg,"Asklepios Klinik Nord - TK Alstertor, Lohmühlenstraße 5, 20099 Hamburg",Hamburg,4320164.8333999235,3382902.2697371175,30000,23.502816253703163,5,4305164.8333999235,4335164.8333999235,3367902.2697371175,3397902.2697371175
K000002330,Neurologisches Rehabilitationszentrum Godeshöhe e.V.,7.1363,50.6825,Waldstr. 2-10,53177,Bonn,Nordrhein-Westfalen,"Neurologisches Rehabilitationszentrum Godeshöhe e.V., Waldstraße 2-10, 53177 Bonn",Nordrhein,4118657.2209738973,3067380.6149303387,30000,24.296532749887348,2,4103657.2209738973,4133657.2209738973,3052380.6149303387,3082380.6149303387
K000002331,"Marienhospital Steinfurt; Standort Emsdetten, Klinik für Psychosomatik und Psychotherapie",7.4633,52.0425,Marienstr. 45,48282,Emsdetten,Nordrhein-Westfalen,"Marienhospital Steinfurt; Standort Emsdetten, Klinik für Psychosomatik und Psychotherapie, Marienstr. 45, 48282 Emsdetten",Westfalen-Lippe,4146989.97662837,3217757.52348474,30000,0.0,0,4131989.97662837,4161989.97662837,3202757.52348474,3232757.52348474
K000002332,Psychiatrische Tagesklinik Wuppertal Hofaue 52/Wesendonkstr.7,7.1516,51.2578,Remscheider Str. 76,42899,Remscheid,Nordrhein-Westfalen,"Psychiatrische Tagesklinik Wuppertal Hofaue 52/Wesendonkstr.7, Remscheider Str. 76, 42899 Remscheid",Nordrhein,4122215.7533048503,3131297.300011067,30000,18.40263180718752,3,4107215.7533048503,4137215.7533048503,3116297.300011067,3146297.300011067
K000002333,Tagesklinik Heinsberg,6.0966,51.0654,Genneper Str. 2,52525,Heinsberg,Nordrhein-Westfalen,"Tagesklinik Heinsberg, Genneper Str. 2, 52525 Heinsberg",Nordrhein,4047521.4266554774,3113319.573243102,30000,0.0,0,4032521.4266554774,4062521.4266554774,3098319.573243102,3128319.573243102
K000002334,Tagesklinik Erkelenz,6.3132,51.0757,Goswinstr. 28,41812,Erkelenz,Nordrhein-Westfalen,"Tagesklinik Erkelenz, Goswinstr. 28, 41812 Erkelenz",Nordrhein,4062738.9793517143,3113676.4833226847,30000,0.0,0,4047738.9793517143,4077738.9793517143,3098676.4833226847,3128676.4833226847
K000002335,LWL-Universitätsklink Hamm/ Tagesklinik Gütersloh,7.8638,51.6866,Im Füchtei 148,33334,Gütersloh,Nordrhein-Westfalen,"LWL-Universitätsklink Hamm/ Tagesklinik Gütersloh, Im Füchtei 148, 33334 Gütersloh",Westfalen-Lippe,4173292.4288177984,3177291.901068344,30000,40.22393586572209,1,4158292.4288177984,4188292.4288177984,3162291.901068344,3192291.901068344
K000002336,LWL-Universitätsklink Hamm/ Tagesklinik Rheda-Wiedenbrück,8.3153,51.842,Osnabrücker Weg 34,33378,Rheda-Wiedenbr,Nordrhein-Westfalen,"LWL-Universitätsklink Hamm/ Tagesklinik Rheda-Wiedenbrück, Osnabrücker Weg 34, 33378 Rheda-Wiedenbr",Westfalen-Lippe,4204903.419972743,3193760.9133009687,30000,33.66899574387057,1,4189903.419972743,4219903.419972743,3178760.9133009687,3208760.9133009687
K000002337,LWL-Universitätsklinik Hamm/ Tagesklinik Bergkamen,7.5901,51.6172,Bruktererstr. 30,59192,Bergkamen,Nordrhein-Westfalen,"LWL-Universitätsklinik Hamm/ Tagesklinik Bergkamen, Bruktererstr. 30, 59192 Bergkamen",Westfalen-Lippe,4154120.1781942775,3170163.466512551,30000,30.898911163648787,1,4139120.1781942775,4169120.1781942775,3155163.466512551,3185163.466512551
K000002338,LWL-Universitätsklinik Hamm/ Tagesklinik Soest,8.0863,51.5774,Hattroper Weg 76,59494,Soest,Nordrhein-Westfalen,"LWL-Universitätsklinik Hamm/ Tagesklinik Soest, Hattroper Weg 76, 59494 Soest",Westfalen-Lippe,4188354.6112332344,3164718.825477163,30000,12.332157687296828,1,4173354.6112332344,4203354.611233234,3149718.825477163,3179718.825477163
K000002339,LWL-Universitätsklinik Hamm/ Tagesklinik Warendorf,7.9807,51.9482,Rosenstr. 21,48231,Warendorf,Nordrhein-Westfalen,"LWL-Universitätsklinik Hamm/ Tagesklinik Warendorf, Rosenstraße 21, 48231 Warendorf",Westfalen-Lippe,4182179.1090224,3206158.9981321846,30000,3.192864489046787,1,4167179.1090224,4197179.109022399,3191158.9981321846,3221158.9981321846
K000002340,LWL-Klinik Lippstadt/Tagesklinik Psychiatrie Lippstadt,8.3414,51.6795,Am Nordbahnhof 15,59556,Lippstadt,Nordrhein-Westfalen,"LWL-Klinik Lippstadt/Tagesklinik Psychiatrie Lippstadt, Am Nordbahnhof 15, 59556 Lippstadt",Westfalen-Lippe,4206290.624613044,3175643.3882712573,30000,1.8696525276363472,1,4191290.624613044,4221290.624613044,3160643.3882712573,3190643.3882712573
K000002341,LWL-Klinik Lippstadt/Tagesklinik Psychiatrie Soest,8.1112,51.5749,Widumgasse 3,59494,Soest,Nordrhein-Westfalen,"LWL-Klinik Lippstadt/Tagesklinik Psychiatrie Soest, Widumgasse 3, 59494 Soest",Westfalen-Lippe,4190072.884051935,3164395.803085266,30000,10.078273746378743,1,4175072.884051935,4205072.884051935,3149395.803085266,3179395.803085266
K000002342,Psychosomatische Akut-Klinik Kassel-Bad Wilhelmshöhe,9.4244,51.3127,Wigandstr. 3-5,34131,Kassel,Hessen,"Psychosomatische Akut-Klinik Kassel-Bad Wilhelmshöhe, Wigandstrasse 3-5, 34131 Kassel",Hessen,4280866.698355521,3133688.483923391,30000,31.84370907329342,2,4265866.698355521,4295866.698355521,3118688.483923391,3148688.483923391
K000002344,Asklepios Paulinen Klinik Wiesbaden TK Rüdesheim,7.9264,49.9829,Eibinger Str. 9,65385,Rüdesheim,Hessen,"Asklepios Paulinen Klinik Wiesbaden TK Rüdesheim, Eibinger Straße 9, 65385 Rüdesheim",Hessen,4172284.3824835415,2987709.58126094,30000,0.0,0,4157284.3824835415,4187284.3824835415,2972709.58126094,3002709.58126094
K000002345,Asklepios Paulinen Klinik Wiesbaden TK Biebrich,8.2393,50.0421,Rathausstr. 62-64,65203,Wiesbaden,Hessen,"Asklepios Paulinen Klinik Wiesbaden TK Biebrich, Rathausstraße 62-64, 65203 Wiesbaden",Hessen,4194875.760481159,2993705.8939311635,30000,16.3992924768586,1,4179875.760481159,4209875.760481159,2978705.8939311635,3008705.8939311635
K000002346,Hochtaunus-Kliniken gGmbH - Königstein Geriatrie,8.4625,50.1839,Woogtalstr. 7,61462,Königstein im Taunus,Hessen,"Hochtaunus-Kliniken gGmbH - Königstein Geriatrie, Woogtalstraße 7, 61462 Königstein im Taunus",Hessen,4211188.084296942,3009114.751630056,30000,50.14039523056123,3,4196188.084296942,4226188.084296942,2994114.751630056,3024114.751630056
K000002347,"Vitos Klinikum Rheingau, Vitos psychiatrische Tagesklinik und Ambulanz Idstein",8.2552,50.2237,Rudolfstr. 2-4,65510,Idstein,Hessen,"Vitos Klinikum Rheingau, Vitos psychiatrische Tagesklinik und Ambulanz Idstein, Rudolfstraße 2-4, 65510 Idstein",Hessen,4196489.418243929,3013871.666642607,30000,35.36552075924551,1,4181489.418243929,4211489.418243929,2998871.666642607,3028871.666642607
K000002348,DRK-Kliniken Nordhessen Gemeinnützige GmbH Standort Bettenhausen,9.5345,51.3047,Pfarrstr. 19,34123,Kassel,Hessen,"DRK-Kliniken Nordhessen Gemeinnützige GmbH Standort Bettenhausen, Pfarrstraße 19, 34123 Kassel",Hessen,4288537.555889008,3132743.7795210723,30000,42.61293565739516,2,4273537.555889008,4303537.555889008,3117743.7795210723,3147743.7795210723
K000002349,"Abteilung für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie der Herz-Jesu-Krankenhaus Fulda gGmbH",9.6904,50.8563,Am Weinberg 19,36251,Bad Hersfeld,Hessen,"Abteilung für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie der Herz-Jesu-Krankenhaus Fulda gGmbH, Am Weinberg 19, 36251 Bad Hersfeld",Hessen,4299199.197894869,3082802.8401216906,30000,30.027340084716688,2,4284199.197894869,4314199.197894869,3067802.8401216906,3097802.8401216906
K000002353,Vitos kinder- und jugendpsychiatrische Tagesklinik Hofgeismar,9.4034,51.5019,Gesundbrunnen 2,34369,Hofgeismar,Hessen,"Vitos kinder- und jugendpsychiatrische Tagesklinik Hofgeismar, Gesundbrunnen 2, 34369 Hofgeismar",Hessen,4279574.0426136935,3154749.238669571,30000,0.0,0,4264574.0426136935,4294574.0426136935,3139749.238669571,3169749.238669571
K000002354,Psychiatrische Tagesklinik Geislingen,9.843,48.6103,Schillerstr. 31,73312,Geislingen,Baden-Württemberg,"Psychiatrische Tagesklinik Geislingen, Schillerstraße 31, 73312 Geislingen",Baden-Württemberg,4309418.360211131,2833002.3028141945,30000,33.300470904440175,2,4294418.360211131,4324418.360211131,2818002.3028141945,2848002.3028141945
K000002355,Psychiatrisches Behandlungszentrum Waldshut,8.2071,47.6229,Kaiserstr. 106,79761,Waldshut-Tiengen,Baden-Württemberg,"Psychiatrisches Behandlungszentrum Waldshut, Kaiserstrasse 106, 79761 Waldshut-Tiengen",Baden-Württemberg,4186160.0251232972,2724887.1823824663,30000,3.0756795377832424,1,4171160.0251232972,4201160.025123297,2709887.1823824663,2739887.1823824663
K000002358,Tagesklinik Riedlingen,9.4786,48.1603,Zwiefalter Str. 56b,88499,Riedlingen,Baden-Württemberg,"Tagesklinik Riedlingen, Zwiefalter Straße 56b, 88499 Riedlingen",Baden-Württemberg,4282192.4452007115,2783109.4170883517,30000,0.0,0,4267192.4452007115,4297192.4452007115,2768109.4170883517,2798109.4170883517
K000002359,Abteilung Psychosomatische Medizin und Psychotherapie Aulendorf,9.6348,47.9534,Safranmoosstr. 5,88326,Aulendorf,Baden-Württemberg,"Abteilung Psychosomatische Medizin und Psychotherapie Aulendorf, Safranmoosstraße 5, 88326 Aulendorf",Baden-Württemberg,4293707.494643862,2760046.265329473,30000,0.0,0,4278707.494643862,4308707.494643862,2745046.265329473,2775046.265329473
K000002360,Tagesklinik Biberach,9.7929,48.092,Mühlweg 7,88400,Biberach,Baden-Württemberg,"Tagesklinik Biberach, Mühlweg 7, 88400 Biberach",Baden-Württemberg,4305564.780227212,2775403.3998900764,30000,0.0,0,4290564.780227212,4320564.780227212,2760403.3998900764,2790403.3998900764
K000002361,Station 1014 Allgemein Psychiatrie Ehingen,9.7186,48.2801,Spitalstr. 31/2,89584,Ehingen,Baden-Württemberg,"Station 1014 Allgemein Psychiatrie Ehingen, Spitalstraße 31/2, 89584 Ehingen",Baden-Württemberg,4300104.874910427,2796327.092448547,30000,0.0,0,4285104.874910427,4315104.874910427,2781327.092448547,2811327.092448547
K000002362,Tagesklinik Ehingen,9.7175,48.2798,Spitalstr. 31/2,89584,Ehingen,Baden-Württemberg,"Tagesklinik Ehingen, Spitalstraße 31/2, 89584 Ehingen",Baden-Württemberg,4300023.0712872455,2796294.061034966,30000,0.0,0,4285023.0712872455,4315023.0712872455,2781294.061034966,2811294.061034966
K000002363,Suchttagesklinik Ulm,9.9883,48.4054,Wilhelmstr. 22,89073,Ulm,Baden-Württemberg,"Suchttagesklinik Ulm, Wilhelmstraße 22, 89073 Ulm",Baden-Württemberg,4320133.378610609,2810214.197487547,30000,33.0657709994339,3,4305133.378610609,4335133.378610609,2795214.197487547,2825214.197487547
K000002364,ZfP Südwürttemberg Weissenau,9.5978,47.7639,Weingartshofer Str. 2,88214,Ravensburg,Baden-Württemberg,"ZfP Südwürttemberg Weissenau, Weingartshofer Straße 2, 88214 Ravensburg",Baden-Württemberg,4290830.976787838,2739002.9267656053,30000,0.0,0,4275830.976787838,4305830.976787838,2724002.9267656053,2754002.9267656053
K000002365,ZfP Südwürttemberg Weissenau,9.5978,47.7639,Weingartshofer Str. 2,88214,Ravensburg,Baden-Württemberg,"ZfP Südwürttemberg Weissenau, Weingartshofer Straße 2, 88214 Ravensburg",Baden-Württemberg,4290830.976787838,2739002.9267656053,30000,0.0,0,4275830.976787838,4305830.976787838,2724002.9267656053,2754002.9267656053
K000002366,"Tagesklinik für Kinder- und Jugendpsychiatrie und -psychotherapie Aulendorf (im Gebäude der Schussentalklinik, Hintereingang zum Park)",9.6362,47.9533,Safranmoosstr. 5,88326,Aulendorf,Baden-Württemberg,"Tagesklinik für Kinder- und Jugendpsychiatrie und -psychotherapie Aulendorf (im Gebäude der Schussentalklinik, Hintereingang zum Park), Safranmoosstraße 5, 88326 Aulendorf",Baden-Württemberg,4293812.066683983,2760034.6366652995,30000,0.0,0,4278812.066683983,4308812.066683983,2745034.6366652995,2775034.6366652995
K000002367,SINOVA Ravensburg,9.623,47.7865,Nikolausstr. 14,88212,Ravensburg,Baden-Württemberg,"SINOVA Ravensburg, Nikolausstraße 14, 88212 Ravensburg",Baden-Württemberg,4292733.653912586,2741504.2410135223,30000,0.0,0,4277733.653912586,4307733.653912586,2726504.2410135223,2756504.2410135223
K000002368,TK Ravensburg,9.6228,47.7859,Nikolausstr. 14,88212,Ravensburg,Baden-Württemberg,"TK Ravensburg, Nikolausstraße 14, 88212 Ravensburg",Baden-Württemberg,4292718.32805313,2741437.6462247046,30000,0.0,0,4277718.32805313,4307718.32805313,2726437.6462247046,2756437.6462247046
K000002369,Allgemeinpsychiatrie und PSM Friedrichshafen-Bodensee,9.429,47.6718,Röntgenstr. 8,88048,Friedrichshafen,Baden-Württemberg,"Allgemeinpsychiatrie und PSM Friedrichshafen-Bodensee, Röntgenstraße 8, 88048 Friedrichshafen",Baden-Württemberg,4278092.7731535155,2728852.6573432395,30000,0.0,0,4263092.7731535155,4293092.7731535155,2713852.6573432395,2743852.6573432395
K000002370,Allgemeinpsychiatrie Wangen,9.8448,47.692,Am Engelberg 39,88239,Wangen,Baden-Württemberg,"Allgemeinpsychiatrie Wangen, Am Engelberg 39, 88239 Wangen",Baden-Württemberg,4309342.101778182,2730943.8363091014,30000,0.0,0,4294342.101778182,4324342.101778182,2715943.8363091014,2745943.8363091014
K000002371,Tagesklinik Wangen,9.8448,47.692,Am Engelberg 39,88329,Wangen,Baden-Württemberg,"Tagesklinik Wangen, Am Engelberg 39, 88329 Wangen",Baden-Württemberg,4309342.101778182,2730943.8363091014,30000,0.0,0,4294342.101778182,4324342.101778182,2715943.8363091014,2745943.8363091014
K000002372,Günztalklinik Allgäu,10.4081,47.8476,Hagenmoos 1,87634,Obergünzburg,Bayern,"Günztalklinik Allgäu, Hagenmoos 1, 87634 Obergünzburg",Bayern,4351561.669556265,2748306.0589582804,30000,0.0,0,4336561.669556265,4366561.669556265,2733306.0589582804,2763306.0589582804
K000002373,Algesiologikum Tagesklinik für Schmerzmedizin,11.5695,48.151,Hessstr. 22,80799,München,Bayern,"Algesiologikum Tagesklinik für Schmerzmedizin, Hessstr. 22, 80799 München",Bayern,4437829.58182423,2783180.065615226,30000,25.164963801336544,3,4422829.58182423,4452829.58182423,2768180.065615226,2798180.065615226
K000002374,kbo-Isar-Amper-Klinikum Tagesklinik für Psychiatrie am kbo-Kinderzentrum München,11.4786,48.1073,Heiglhofstr. 63,81377,München,Bayern,"kbo-Isar-Amper-Klinikum Tagesklinik für Psychiatrie am kbo-Kinderzentrum München, Heiglhofstraße 63, 81377 München",Bayern,4431159.032510047,2778184.5285143293,30000,26.4135958992194,2,4416159.032510047,4446159.032510047,2763184.5285143293,2793184.5285143293
K000002375,CIP Tagesklinik GmbH,11.5868,48.1581,Maria-Josepha-Str. 4,80802,München,Bayern,"CIP Tagesklinik GmbH, Maria-Josepha-Straße 4, 80802 München",Bayern,4439100.599110494,2783996.5179612064,30000,23.46205459838235,3,4424100.599110494,4454100.599110494,2768996.5179612064,2798996.5179612064
K000002376,Bezirkskrankenhaus Bayreuth - Tagesklinik für Kinder- und Jugendpsychiatrie und -psychotherapie in Bamberg,10.8905,49.8674,Buger Str. 80,96049,Bamberg,Bayern,"Bezirkskrankenhaus Bayreuth - Tagesklinik für Kinder- und Jugendpsychiatrie und -psychotherapie in Bamberg, Buger Str. 80, 96049 Bamberg",Bayern,4385027.188549584,2973151.8152270243,30000,0.0,0,4370027.188549584,4400027.188549584,2958151.8152270243,2988151.8152270243
K000002377,psychiatrische Tagesklinik Wittstock,12.4867,53.1612,Sankt Marienstr. 9,16909,Wittstock,Brandenburg,"psychiatrische Tagesklinik Wittstock, Sankt Marienstraße 9, 16909 Wittstock",Brandenburg,4487302.190111312,3342061.0844944203,30000,0.0,0,4472302.190111312,4502302.190111312,3327061.0844944203,3357061.0844944203
K000002378,Asklepios Fachklinikum Teupitz TK Königs Wusterhausen,13.6265,52.3021,Köpenicker Str. 29,15711,Königs Wusterhausen,Brandenburg,"Asklepios Fachklinikum Teupitz TK Königs Wusterhausen, Köpenicker Straße 29, 15711 Königs Wusterhausen",Brandenburg,4568264.789368358,3249773.6728842696,30000,61.98545894551554,4,4553264.789368358,4583264.789368358,3234773.6728842696,3264773.6728842696
K000002379,Asklepios Fachklinikum Teupitz TK Ludwigsfelde,13.2593,52.3099,str. der Jugend 63,14974,Ludwigsfelde,Brandenburg,"Asklepios Fachklinikum Teupitz TK Ludwigsfelde, Straße der Jugend 63, 14974 Ludwigsfelde",Brandenburg,4543209.530120838,3249456.8695820253,30000,32.4169019894501,2,4528209.530120838,4558209.530120838,3234456.8695820253,3264456.8695820253
K000002380,Asklepios Fachklinikum Teupitz TK Schönefeld - Waßmannsdorf,13.4706,52.3691,Am Airport 1,12529,Schönefeld - Waßmannsdorf,Brandenburg,"Asklepios Fachklinikum Teupitz TK Schönefeld - Waßmannsdorf, Am Airport 1, 12529 Schönefeld - Waßmannsdorf",Brandenburg,4557287.931694083,3256703.6272146613,30000,43.46189958520703,3,4542287.931694083,4572287.931694083,3241703.6272146613,3271703.6272146613
K000002381,Asklepios Fachklinikum Lübben TK Cottbus,14.3219,51.7568,Karl-Liebknecht-Str. 109,3045,Cottbus,Brandenburg,"Asklepios Fachklinikum Lübben TK Cottbus, Karl-Liebknecht-Straße 109, 3045 Cottbus",Brandenburg,4619222.92188765,3191777.818928877,30000,0.0,0,4604222.92188765,4634222.92188765,3176777.818928877,3206777.818928877
K000002382,Asklepios Fachklinikum Lübben TK Königs Wusterhausen,13.6247,52.2957,Cottbusser Str. 53 a+b,15711,Königs Wusterhausen,Brandenburg,"Asklepios Fachklinikum Lübben TK Königs Wusterhausen, Cottbusser Straße 53 a+b, 15711 Königs Wusterhausen",Brandenburg,4568177.747844431,3249056.1709923553,30000,62.07263782964215,4,4553177.747844431,4583177.747844431,3234056.1709923553,3264056.1709923553
K000002383,Asklepios Fachklinikum Lübben TK Vetschau,14.0803,51.789,Bahnhofsstr. 35,3226,Vetschau,Brandenburg,"Asklepios Fachklinikum Lübben TK Vetschau, Bahnhofsstraße 35, 3226 Vetschau",Brandenburg,4602372.212476516,3194395.4933924656,30000,15.82226975223554,1,4587372.212476516,4617372.212476516,3179395.4933924656,3209395.4933924656
K000002384,Asklepios Fachklinikum Brandenburg TK Potsdam,13.0695,52.4032,Rudolf-Breitscheid-Str. 12,14482,Potsdam,Brandenburg,"Asklepios Fachklinikum Brandenburg TK Potsdam, Rudolf-Breitscheid-Straße 12, 14482 Potsdam",Brandenburg,4529839.246851087,3259268.347833319,30000,56.009894316390024,5,4514839.246851087,4544839.246851087,3244268.347833319,3274268.347833319
K000002385,Asklepios Fachklinikum Brandenburg TK Rathenow,12.3477,52.6069,Forststr. 45,14712,Rathenow,Brandenburg,"Asklepios Fachklinikum Brandenburg TK Rathenow, Forststraße 45, 14712 Rathenow",Brandenburg,4480017.984798173,3280097.3385402365,30000,0.0,0,4465017.984798173,4495017.984798173,3265097.3385402365,3295097.3385402365
K000002386,Asklepios Fachklinikum Brandenburg TK Teltow,13.2464,52.3995,Rheinstr. 10 A,14513,Teltow,Brandenburg,"Asklepios Fachklinikum Brandenburg TK Teltow, Rheinstraße 10 A, 14513 Teltow",Brandenburg,4541884.429134503,3259379.1790150735,30000,40.33287436394946,3,4526884.429134503,4556884.429134503,3244379.1790150735,3274379.1790150735
K000002387,Asklepios Fachklinikum Brandenburg TK Werder,12.9369,52.3775,Unter den Linden 1,14542,Werder,Brandenburg,"Asklepios Fachklinikum Brandenburg TK Werder, Unter den Linden 1, 14542 Werder",Brandenburg,4520939.201309159,3256038.3560414403,30000,58.803939463915476,6,4505939.201309159,4535939.201309159,3241038.3560414403,3271038.3560414403
K000002388,Asklepios Fachklinikum Brandenburg TK Brandenburg an der Havel,12.5327,52.4077,Klingenbergstr. 3,14772,Brandenburg an der Havel,Brandenburg,"Asklepios Fachklinikum Brandenburg TK Brandenburg an der Havel, Klingenbergstraße 3, 14772 Brandenburg an der Havel",Brandenburg,4493318.40698817,3258363.2270572656,30000,26.93343130081949,1,4478318.40698817,4508318.40698817,3243363.2270572656,3273363.2270572656
K000002389,Uhlenhaus Tagesklinik für Psychosomatische Medizin und Psychotherapie am DRK-Krankenhaus Grimmen,13.1714,54.2398,Dorfstr. 39,18516,Süderholz / Ortsteil Bartmannshagen,Mecklenburg-Vorpommern,"Uhlenhaus Tagesklinik für Psychosomatische Medizin und Psychotherapie am DRK-Krankenhaus Grimmen, Dorfstraße 39, 18516 Süderholz / Ortsteil Bartmannshagen",Mecklenburg-Vorpommern,4527741.304383412,3463775.7572386996,30000,0.0,0,4512741.304383412,4542741.304383412,3448775.7572386996,3478775.7572386996
